xiphophorus_maculatus ENSXMAG00000020905
xiphophorus_couchianus ENSXCOG00000002841
gambusia_affinis ENSGAFG00000010781
poecilia_formosa ENSPFOG00000019839
poecilia_mexicana ENSPMEG00000016837
poecilia_latipinna ENSPLAG00000016702
poecilia_reticulata ENSPREG00000015006
fundulus_heteroclitus ENSFHEG00000003872
cyprinodon_variegatus ENSCVAG00000017029
kryptolebias_marmoratus ENSKMAG00000016968
oryzias_latipes_asm223469v1 ENSORLG00015007528
oryzias_latipes_asm223467v1 ENSORLG00000007166
oryzias_latipes_asm223471v1 ENSORLG00020019478
oryzias_melastigma ENSOMEG00000004081
scophthalmus_maximus ENSSMAG00000003707
amphiprion_percula ENSAPEG00000014928
amphiprion_ocellaris ENSAOCG00000002149
amphiprion_ocellaris ENSAOCG00000013560
acanthochromis_polyacanthus ENSAPOG00000015993
stegastes_partitus ENSSPAG00000009074
astatotilapia_calliptera ENSACLG00000012032
maylandia_zebra ENSMZEG00005018862
pundamilia_nyererei ENSPNYG00000009680
haplochromis_burtoni ENSHBUG00000022970
neolamprologus_brichardi ENSNBRG00000006630
oreochromis_niloticus ENSONIG00000002876
amphilophus_citrinellus ENSACIG00000019540
monopterus_albus ENSMALG00000021933
mastacembelus_armatus ENSMAMG00000013138
anabas_testudineus ENSATEG00000018082
seriola_dumerili ENSSDUG00000004953
seriola_lalandi_dorsalis ENSSLDG00000009677
labrus_bergylta ENSLBEG00000017673
gasterosteus_aculeatus ENSGACG00000016724
tetraodon_nigroviridis ENSTNIG00000009022
takifugu_rubripes ENSTRUG00000018661
mola_mola ENSMMOG00000000076
cynoglossus_semilaevis ENSCSEG00000018446
periophthalmus_magnuspinnatus ENSPMGG00000008855
hippocampus_comes ENSHCOG00000003712
gadus_morhua ENSGMOG00000011364
esox_lucius ENSELUG00000012878
pygocentrus_nattereri ENSPNAG00000005680
astyanax_mexicanus ENSAMXG00000009259
ictalurus_punctatus ENSIPUG00000016229
danio_rerio ENSDARG00000101036
scleropages_formosus ENSSFOG00015009277
paramormyrops_kingsleyae ENSPKIG00000017553
paramormyrops_kingsleyae ENSPKIG00000019732
lepisosteus_oculatus ENSLOCG00000000840
