scophthalmus_maximus ENSSMAG00000011303
cynoglossus_semilaevis ENSCSEG00000019633
labrus_bergylta ENSLBEG00000014397
seriola_lalandi_dorsalis ENSSLDG00000001391
seriola_dumerili ENSSDUG00000003724
monopterus_albus ENSMALG00000003845
mastacembelus_armatus ENSMAMG00000008049
anabas_testudineus ENSATEG00000014441
fundulus_heteroclitus ENSFHEG00000006499
cyprinodon_variegatus ENSCVAG00000017547
xiphophorus_maculatus ENSXMAG00000014570
xiphophorus_couchianus ENSXCOG00000017806
gambusia_affinis ENSGAFG00000008679
poecilia_formosa ENSPFOG00000015727
poecilia_mexicana ENSPMEG00000015992
poecilia_latipinna ENSPLAG00000022307
poecilia_reticulata ENSPREG00000020187
kryptolebias_marmoratus ENSKMAG00000009831
oryzias_latipes_asm223467v1 ENSORLG00000004209
oryzias_latipes_asm223471v1 ENSORLG00020021268
oryzias_latipes_asm223469v1 ENSORLG00015019479
oryzias_melastigma ENSOMEG00000005453
astatotilapia_calliptera ENSACLG00000013522
pundamilia_nyererei ENSPNYG00000018940
maylandia_zebra ENSMZEG00005009569
haplochromis_burtoni ENSHBUG00000022594
oreochromis_niloticus ENSONIG00000019898
neolamprologus_brichardi ENSNBRG00000021868
amphilophus_citrinellus ENSACIG00000001194
amphiprion_ocellaris ENSAOCG00000002539
amphiprion_percula ENSAPEG00000004868
acanthochromis_polyacanthus ENSAPOG00000006569
stegastes_partitus ENSSPAG00000008189
takifugu_rubripes ENSTRUG00000016519
tetraodon_nigroviridis ENSTNIG00000012855
mola_mola ENSMMOG00000002624
hippocampus_comes ENSHCOG00000013338
periophthalmus_magnuspinnatus ENSPMGG00000004284
esox_lucius ENSELUG00000011922
pygocentrus_nattereri ENSPNAG00000013131
astyanax_mexicanus ENSAMXG00000033569
ictalurus_punctatus ENSIPUG00000010851
danio_rerio ENSDARG00000012824
scleropages_formosus ENSSFOG00015005828
paramormyrops_kingsleyae ENSPKIG00000021663
gambusia_affinis ENSGAFG00000000303
xiphophorus_maculatus ENSXMAG00000012675
poecilia_mexicana ENSPMEG00000024229
poecilia_formosa ENSPFOG00000017839
poecilia_latipinna ENSPLAG00000003407
poecilia_reticulata ENSPREG00000012160
fundulus_heteroclitus ENSFHEG00000012537
cyprinodon_variegatus ENSCVAG00000000654
kryptolebias_marmoratus ENSKMAG00000002534
oryzias_latipes_asm223469v1 ENSORLG00015012556
oryzias_latipes_asm223469v1 ENSORLG00015000370
oryzias_melastigma ENSOMEG00000004425
mastacembelus_armatus ENSMAMG00000023253
monopterus_albus ENSMALG00000016062
anabas_testudineus ENSATEG00000015691
seriola_dumerili ENSSDUG00000023714
seriola_lalandi_dorsalis ENSSLDG00000007188
takifugu_rubripes ENSTRUG00000000422
