labrus_bergylta ENSLBEG00000009179
takifugu_rubripes ENSTRUG00000022209
amphiprion_ocellaris ENSAOCG00000022948
amphiprion_percula ENSAPEG00000006859
acanthochromis_polyacanthus ENSAPOG00000012118
stegastes_partitus ENSSPAG00000012807
seriola_lalandi_dorsalis ENSSLDG00000025669
seriola_dumerili ENSSDUG00000021579
mastacembelus_armatus ENSMAMG00000020278
scophthalmus_maximus ENSSMAG00000003993
cynoglossus_semilaevis ENSCSEG00000014023
monopterus_albus ENSMALG00000005397
gasterosteus_aculeatus ENSGACG00000016070
oryzias_latipes_asm223471v1 ENSORLG00020004210
oryzias_latipes_asm223469v1 ENSORLG00015002372
oryzias_melastigma ENSOMEG00000004662
amphilophus_citrinellus ENSACIG00000006728
poecilia_mexicana ENSPMEG00000014970
poecilia_latipinna ENSPLAG00000012512
poecilia_reticulata ENSPREG00000014684
fundulus_heteroclitus ENSFHEG00000018965
pundamilia_nyererei ENSPNYG00000015860
haplochromis_burtoni ENSHBUG00000017685
astatotilapia_calliptera ENSACLG00000008278
maylandia_zebra ENSMZEG00005011597
neolamprologus_brichardi ENSNBRG00000006160
hippocampus_comes ENSHCOG00000013944
periophthalmus_magnuspinnatus ENSPMGG00000001216
