manacus_vitellinus ENSMVIG00005017966
lepidothrix_coronata ENSLCOG00000013250
junco_hyemalis ENSJHYG00000007958
zonotrichia_albicollis ENSZALG00000002249
serinus_canaria ENSSCAG00000005785
parus_major ENSPMJG00000004920
crocodylus_porosus ENSCPRG00005016720
pogona_vitticeps ENSPVIG00000008086
pan_troglodytes ENSPTRG00000052442
pan_paniscus ENSPPAG00000040709
gorilla_gorilla ENSGGOG00000044223
nomascus_leucogenys ENSNLEG00000027818
macaca_fascicularis ENSMFAG00000039182
macaca_nemestrina ENSMNEG00000014164
macaca_mulatta ENSMMUG00000038957
cercocebus_atys ENSCATG00000040928
rhinopithecus_bieti ENSRBIG00000035262
rhinopithecus_roxellana ENSRROG00000038492
piliocolobus_tephrosceles ENSPTEG00000008085
saimiri_boliviensis_boliviensis ENSSBOG00000016233
callithrix_jacchus ENSCJAG00000042386
cebus_capucinus_imitator ENSCCAG00000025458
aotus_nancymaae ENSANAG00000019030
carlito_syrichta ENSTSYG00000031492
capra_hircus ENSCHIG00000008827
poecilia_latipinna ENSPLAG00000021943
gambusia_affinis ENSGAFG00000002847
fundulus_heteroclitus ENSFHEG00000018090
mastacembelus_armatus ENSMAMG00000016052
scophthalmus_maximus ENSSMAG00000010437
paramormyrops_kingsleyae ENSPKIG00000008816
scleropages_formosus ENSSFOG00015003882
pogona_vitticeps ENSPVIG00000001846
