latimeria_chalumnae ENSLACG00000009024
xenopus_tropicalis ENSXETG00000004420
pygocentrus_nattereri ENSPNAG00000012564
astyanax_mexicanus ENSAMXG00000044065
ictalurus_punctatus ENSIPUG00000010021
danio_rerio ENSDARG00000039824
monopterus_albus ENSMALG00000007579
mastacembelus_armatus ENSMAMG00000004371
anabas_testudineus ENSATEG00000017414
scophthalmus_maximus ENSSMAG00000013498
cynoglossus_semilaevis ENSCSEG00000012207
seriola_dumerili ENSSDUG00000019778
seriola_lalandi_dorsalis ENSSLDG00000003451
fundulus_heteroclitus ENSFHEG00000022846
cyprinodon_variegatus ENSCVAG00000021201
xiphophorus_couchianus ENSXCOG00000019105
xiphophorus_maculatus ENSXMAG00000004854
gambusia_affinis ENSGAFG00000002295
poecilia_mexicana ENSPMEG00000001072
poecilia_formosa ENSPFOG00000022400
poecilia_reticulata ENSPREG00000003107
poecilia_latipinna ENSPLAG00000021037
kryptolebias_marmoratus ENSKMAG00000015671
oryzias_latipes_asm223467v1 ENSORLG00000017136
oryzias_latipes_asm223471v1 ENSORLG00020022559
amphiprion_ocellaris ENSAOCG00000020753
amphiprion_percula ENSAPEG00000019958
acanthochromis_polyacanthus ENSAPOG00000004808
maylandia_zebra ENSMZEG00005005970
astatotilapia_calliptera ENSACLG00000011273
haplochromis_burtoni ENSHBUG00000006278
pundamilia_nyererei ENSPNYG00000005771
oreochromis_niloticus ENSONIG00000008805
neolamprologus_brichardi ENSNBRG00000013225
amphilophus_citrinellus ENSACIG00000011453
gasterosteus_aculeatus ENSGACG00000005219
labrus_bergylta ENSLBEG00000004264
takifugu_rubripes ENSTRUG00000017909
hippocampus_comes ENSHCOG00000018589
periophthalmus_magnuspinnatus ENSPMGG00000019987
gadus_morhua ENSGMOG00000003120
esox_lucius ENSELUG00000020553
scleropages_formosus ENSSFOG00015000095
paramormyrops_kingsleyae ENSPKIG00000019739
lepisosteus_oculatus ENSLOCG00000008105
petromyzon_marinus ENSPMAG00000007840
