sphenodon_punctatus ENSSPUG00000001529
notechis_scutatus ENSNSUG00000017520
apteryx_owenii ENSAOWG00000005545
dromaius_novaehollandiae ENSDNVG00000005793
ficedula_albicollis ENSFALG00000003036
cyanistes_caeruleus ENSCCEG00000016208
junco_hyemalis ENSJHYG00000000240
zonotrichia_albicollis ENSZALG00000005473
lonchura_striata_domestica ENSLSDG00000013591
parus_major ENSPMJG00000002106
manacus_vitellinus ENSMVIG00005003366
calidris_pugnax ENSCPUG00000009895
calidris_pygmaea ENSCPGG00000007924
gallus_gallus ENSGALG00000015762
coturnix_japonica ENSCJPG00005003944
numida_meleagris ENSNMEG00000009914
anser_brachyrhynchus ENSABRG00000007074
anas_platyrhynchos_platyrhynchos ENSAPLG00000025978
melopsittacus_undulatus ENSMUNG00000007030
calidris_pygmaea ENSCPGG00000003027
gopherus_agassizii ENSGAGG00000020658
chelonoidis_abingdonii ENSCABG00000015873
chrysemys_picta_bellii ENSCPBG00000020025
salvator_merianae ENSSMRG00000017538
pelodiscus_sinensis ENSPSIG00000000514
crocodylus_porosus ENSCPRG00005017000
pogona_vitticeps ENSPVIG00000022827
pogona_vitticeps ENSPVIG00000002975
erinaceus_europaeus ENSEEUG00000011662
echinops_telfairi ENSETEG00000014340
microcebus_murinus ENSMICG00000026997
microcebus_murinus ENSMICG00000027244
prolemur_simus ENSPSMG00000014273
mandrillus_leucophaeus ENSMLEG00000033284
chlorocebus_sabaeus ENSCSAG00000017297
colobus_angolensis_palliatus ENSCANG00000035782
homo_sapiens ENSG00000083099
pan_troglodytes ENSPTRG00000031280
pan_paniscus ENSPPAG00000031809
pongo_abelii ENSPPYG00000009891
nomascus_leucogenys ENSNLEG00000013235
macaca_nemestrina ENSMNEG00000034044
piliocolobus_tephrosceles ENSPTEG00000012127
pan_paniscus ENSPPAG00000041436
pan_troglodytes ENSPTRG00000051683
gorilla_gorilla ENSGGOG00000009129
nomascus_leucogenys ENSNLEG00000008825
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026814
mus_spicilegus ENSMSIG00000012903
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045854
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025866
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023989
