labrus_bergylta ENSLBEG00000023317
gasterosteus_aculeatus ENSGACG00000019247
anabas_testudineus ENSATEG00000023444
cynoglossus_semilaevis ENSCSEG00000003146
xiphophorus_couchianus ENSXCOG00000004170
xiphophorus_maculatus ENSXMAG00000025661
poecilia_reticulata ENSPREG00000012589
pygocentrus_nattereri ENSPNAG00000021844
pteropus_vampyrus ENSPVAG00000014547
tupaia_belangeri ENSTBEG00000000793
notamacropus_eugenii ENSMEUG00000002259
ornithorhynchus_anatinus ENSOANG00000003178
paramormyrops_kingsleyae ENSPKIG00000016399
gadus_morhua ENSGMOG00000007761
gadus_morhua ENSGMOG00000011336
monodelphis_domestica ENSMODG00000013310
phascolarctos_cinereus ENSPCIG00000018725
chelonoidis_abingdonii ENSCABG00000016237
