anas_platyrhynchos_platyrhynchos ENSAPLG00000012513
anser_brachyrhynchus ENSABRG00000001122
coturnix_japonica ENSCJPG00005002991
meleagris_gallopavo ENSMGAG00000005442
gallus_gallus ENSGALG00000005170
numida_meleagris ENSNMEG00000015990
lepidothrix_coronata ENSLCOG00000008214
manacus_vitellinus ENSMVIG00005004266
parus_major ENSPMJG00000007640
cyanistes_caeruleus ENSCCEG00000021452
lonchura_striata_domestica ENSLSDG00000004754
taeniopygia_guttata ENSTGUG00000007816
serinus_canaria ENSSCAG00000015240
junco_hyemalis ENSJHYG00000010400
zonotrichia_albicollis ENSZALG00000009964
ficedula_albicollis ENSFALG00000010597
melopsittacus_undulatus ENSMUNG00000007126
calidris_pygmaea ENSCPGG00000009079
calidris_pugnax ENSCPUG00000008420
apteryx_owenii ENSAOWG00000000433
apteryx_rowi ENSARWG00000009629
apteryx_haastii ENSAHAG00000000842
dromaius_novaehollandiae ENSDNVG00000014556
nothoprocta_perdicaria ENSNPEG00000009696
crocodylus_porosus ENSCPRG00005005411
chelonoidis_abingdonii ENSCABG00000004142
gopherus_agassizii ENSGAGG00000004086
chrysemys_picta_bellii ENSCPBG00000027081
pelodiscus_sinensis ENSPSIG00000003664
pogona_vitticeps ENSPVIG00000007304
anolis_carolinensis ENSACAG00000004624
notechis_scutatus ENSNSUG00000014096
salvator_merianae ENSSMRG00000012624
phascolarctos_cinereus ENSPCIG00000037430
notamacropus_eugenii ENSMEUG00000006169
monodelphis_domestica ENSMODG00000016705
sarcophilus_harrisii ENSSHAG00000015120
sus_scrofa ENSSSCG00000038578
tursiops_truncatus ENSTTRG00000011074
capra_hircus ENSCHIG00000006885
ovis_aries ENSOARG00000014294
bos_taurus ENSBTAG00000031625
bos_mutus ENSBMUG00000023821
pteropus_vampyrus ENSPVAG00000003530
ursus_americanus ENSUAMG00000025262
canis_lupus_dingo ENSCAFG00020022208
felis_catus ENSFCAG00000026486
equus_caballus ENSECAG00000008149
equus_asinus_asinus ENSEASG00005023212
pan_troglodytes ENSPTRG00000013702
pan_paniscus ENSPPAG00000025470
homo_sapiens ENSG00000101180
gorilla_gorilla ENSGGOG00000005654
pongo_abelii ENSPPYG00000011199
nomascus_leucogenys ENSNLEG00000026621
macaca_fascicularis ENSMFAG00000040768
macaca_mulatta ENSMMUG00000009606
macaca_nemestrina ENSMNEG00000044771
cercocebus_atys ENSCATG00000028495
papio_anubis ENSPANG00000011170
theropithecus_gelada ENSTGEG00000010404
mandrillus_leucophaeus ENSMLEG00000027666
chlorocebus_sabaeus ENSCSAG00000015781
colobus_angolensis_palliatus ENSCANG00000030448
piliocolobus_tephrosceles ENSPTEG00000000220
rhinopithecus_bieti ENSRBIG00000036605
rhinopithecus_roxellana ENSRROG00000042867
callithrix_jacchus ENSCJAG00000048407
saimiri_boliviensis_boliviensis ENSSBOG00000032318
cebus_capucinus_imitator ENSCCAG00000033589
aotus_nancymaae ENSANAG00000037989
carlito_syrichta ENSTSYG00000033763
propithecus_coquereli ENSPCOG00000026734
microcebus_murinus ENSMICG00000003541
otolemur_garnettii ENSOGAG00000027837
echinops_telfairi ENSETEG00000015254
ailuropoda_melanoleuca ENSAMEG00000013427
bison_bison_bison ENSBBBG00000008484
cricetulus_griseus_crigri-picr ENSCGRG00015015519
mesocricetus_auratus ENSMAUG00000012652
microtus_ochrogaster ENSMOCG00000019433
peromyscus_maniculatus_bairdii ENSPEMG00000008738
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024774
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025697
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026218
cricetulus_griseus_crigri_1.0 ENSCGRG00000011279
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000439
meriones_unguiculatus ENSMUGG00000015863
rattus_norvegicus ENSRNOG00000061153
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039059
nannospalax_galili ENSNGAG00000019357
jaculus_jaculus ENSJJAG00000010764
urocitellus_parryii ENSUPAG00010008523
spermophilus_dauricus ENSSDAG00000005651
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009749
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017343
fukomys_damarensis ENSFDAG00000011279
octodon_degus ENSODEG00000003961
chinchilla_lanigera ENSCLAG00000005909
castor_canadensis ENSCCNG00000015297
canis_lupus_familiaris ENSCAFG00000012578
vulpes_vulpes ENSVVUG00000015800
mustela_putorius_furo ENSMPUG00000007765
neovison_vison ENSNVIG00000021366
panthera_pardus ENSPPRG00000013350
cavia_porcellus ENSCPOG00000007127
cavia_aperea ENSCAPG00000008388
mus_spicilegus ENSMSIG00000016249
ictidomys_tridecemlineatus ENSSTOG00000021350
marmota_marmota_marmota ENSMMMG00000004618
dipodomys_ordii ENSDORG00000003326
ochotona_princeps ENSOPRG00000009695
prolemur_simus ENSPSMG00000004735
procavia_capensis ENSPCAG00000001433
procavia_capensis ENSPCAG00000001450
loxodonta_africana ENSLAFG00000021662
myotis_lucifugus ENSMLUG00000000314
ornithorhynchus_anatinus ENSOANG00000003365
latimeria_chalumnae ENSLACG00000006816
