sarcophilus_harrisii ENSSHAG00000015063
monodelphis_domestica ENSMODG00000025132
ursus_americanus ENSUAMG00000006422
ursus_maritimus ENSUMAG00000025329
ailuropoda_melanoleuca ENSAMEG00000018557
canis_lupus_dingo ENSCAFG00020006834
vulpes_vulpes ENSVVUG00000022205
capra_hircus ENSCHIG00000009136
bos_taurus ENSBTAG00000048452
meriones_unguiculatus ENSMUGG00000001684
fukomys_damarensis ENSFDAG00000000202
carlito_syrichta ENSTSYG00000032277
equus_caballus ENSECAG00000005074
equus_asinus_asinus ENSEASG00005012451
myotis_lucifugus ENSMLUG00000026801
mus_spicilegus ENSMSIG00000016569
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019631
spermophilus_dauricus ENSSDAG00000001887
rhinopithecus_roxellana ENSRROG00000037951
rhinopithecus_bieti ENSRBIG00000030541
mandrillus_leucophaeus ENSMLEG00000023840
dasypus_novemcinctus ENSDNOG00000037719
notechis_scutatus ENSNSUG00000012372
pogona_vitticeps ENSPVIG00000014477
salvator_merianae ENSSMRG00000006151
sphenodon_punctatus ENSSPUG00000002035
lepidothrix_coronata ENSLCOG00000003263
nothoprocta_perdicaria ENSNPEG00000004674
crocodylus_porosus ENSCPRG00005003786
chelonoidis_abingdonii ENSCABG00000013943
