astyanax_mexicanus ENSAMXG00000032182
pygocentrus_nattereri ENSPNAG00000021523
ictalurus_punctatus ENSIPUG00000013908
danio_rerio ENSDARG00000013726
takifugu_rubripes ENSTRUG00000005006
tetraodon_nigroviridis ENSTNIG00000006515
labrus_bergylta ENSLBEG00000011810
amphiprion_percula ENSAPEG00000017536
amphiprion_ocellaris ENSAOCG00000006201
acanthochromis_polyacanthus ENSAPOG00000020473
stegastes_partitus ENSSPAG00000004296
haplochromis_burtoni ENSHBUG00000010159
astatotilapia_calliptera ENSACLG00000006218
pundamilia_nyererei ENSPNYG00000023623
maylandia_zebra ENSMZEG00005022260
neolamprologus_brichardi ENSNBRG00000008826
pundamilia_nyererei ENSPNYG00000008070
oreochromis_niloticus ENSONIG00000000529
amphilophus_citrinellus ENSACIG00000006226
xiphophorus_maculatus ENSXMAG00000004378
xiphophorus_couchianus ENSXCOG00000000954
gambusia_affinis ENSGAFG00000000105
poecilia_latipinna ENSPLAG00000007194
poecilia_formosa ENSPFOG00000016311
poecilia_mexicana ENSPMEG00000018082
poecilia_reticulata ENSPREG00000005512
fundulus_heteroclitus ENSFHEG00000011950
cyprinodon_variegatus ENSCVAG00000012893
kryptolebias_marmoratus ENSKMAG00000005566
oryzias_latipes_asm223467v1 ENSORLG00000002087
oryzias_latipes_asm223471v1 ENSORLG00020020725
oryzias_latipes_asm223469v1 ENSORLG00015015175
oryzias_melastigma ENSOMEG00000000820
scophthalmus_maximus ENSSMAG00000001287
cynoglossus_semilaevis ENSCSEG00000003328
seriola_dumerili ENSSDUG00000013990
seriola_lalandi_dorsalis ENSSLDG00000015161
anabas_testudineus ENSATEG00000023139
monopterus_albus ENSMALG00000002236
mastacembelus_armatus ENSMAMG00000015914
mola_mola ENSMMOG00000017371
hippocampus_comes ENSHCOG00000014600
gasterosteus_aculeatus ENSGACG00000013155
periophthalmus_magnuspinnatus ENSPMGG00000013855
gadus_morhua ENSGMOG00000006144
esox_lucius ENSELUG00000020320
paramormyrops_kingsleyae ENSPKIG00000012057
scleropages_formosus ENSSFOG00015008677
lepisosteus_oculatus ENSLOCG00000010255
pogona_vitticeps ENSPVIG00000002279
anolis_carolinensis ENSACAG00000002204
notechis_scutatus ENSNSUG00000013722
salvator_merianae ENSSMRG00000004155
sphenodon_punctatus ENSSPUG00000012748
lepidothrix_coronata ENSLCOG00000006836
manacus_vitellinus ENSMVIG00005016501
junco_hyemalis ENSJHYG00000016836
zonotrichia_albicollis ENSZALG00000010203
serinus_canaria ENSSCAG00000015682
taeniopygia_guttata ENSTGUG00000001565
taeniopygia_guttata ENSTGUG00000015809
lonchura_striata_domestica ENSLSDG00000008000
ficedula_albicollis ENSFALG00000003489
parus_major ENSPMJG00000011993
cyanistes_caeruleus ENSCCEG00000006247
melopsittacus_undulatus ENSMUNG00000005862
calidris_pugnax ENSCPUG00000009164
calidris_pygmaea ENSCPGG00000007544
meleagris_gallopavo ENSMGAG00000005540
coturnix_japonica ENSCJPG00005017325
gallus_gallus ENSGALG00000035295
numida_meleagris ENSNMEG00000013180
anser_brachyrhynchus ENSABRG00000012795
anser_brachyrhynchus ENSABRG00000012793
anas_platyrhynchos_platyrhynchos ENSAPLG00000011577
apteryx_haastii ENSAHAG00000018674
apteryx_rowi ENSARWG00000017183
apteryx_owenii ENSAOWG00000007741
dromaius_novaehollandiae ENSDNVG00000011422
nothoprocta_perdicaria ENSNPEG00000014940
crocodylus_porosus ENSCPRG00005015006
gopherus_agassizii ENSGAGG00000008916
chelonoidis_abingdonii ENSCABG00000005663
chrysemys_picta_bellii ENSCPBG00000015447
pelodiscus_sinensis ENSPSIG00000003735
sphenodon_punctatus ENSSPUG00000012739
gallus_gallus ENSGALG00000053784
phascolarctos_cinereus ENSPCIG00000020805
monodelphis_domestica ENSMODG00000000699
sarcophilus_harrisii ENSSHAG00000013155
pan_troglodytes ENSPTRG00000001127
pan_paniscus ENSPPAG00000038448
homo_sapiens ENSG00000134262
gorilla_gorilla ENSGGOG00000011396
pongo_abelii ENSPPYG00000001006
nomascus_leucogenys ENSNLEG00000004580
piliocolobus_tephrosceles ENSPTEG00000031015
colobus_angolensis_palliatus ENSCANG00000035371
rhinopithecus_roxellana ENSRROG00000030262
rhinopithecus_bieti ENSRBIG00000041004
cercocebus_atys ENSCATG00000021570
papio_anubis ENSPANG00000010749
macaca_fascicularis ENSMFAG00000020154
macaca_mulatta ENSMMUG00000019528
macaca_nemestrina ENSMNEG00000041483
theropithecus_gelada ENSTGEG00000005367
mandrillus_leucophaeus ENSMLEG00000020377
chlorocebus_sabaeus ENSCSAG00000001639
cebus_capucinus_imitator ENSCCAG00000030000
saimiri_boliviensis_boliviensis ENSSBOG00000032743
callithrix_jacchus ENSCJAG00000012178
aotus_nancymaae ENSANAG00000030172
carlito_syrichta ENSTSYG00000006556
prolemur_simus ENSPSMG00000013419
propithecus_coquereli ENSPCOG00000020213
microcebus_murinus ENSMICG00000001394
otolemur_garnettii ENSOGAG00000026777
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026405
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026404
mus_spicilegus ENSMSIG00000011131
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032952
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000105053
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025456
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025455
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026900
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026899
rattus_norvegicus ENSRNOG00000019455
meriones_unguiculatus ENSMUGG00000015246
cricetulus_griseus_crigri-picr ENSCGRG00015026670
cricetulus_griseus_crigri_1.0 ENSCGRG00000001647
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011109
mesocricetus_auratus ENSMAUG00000009537
peromyscus_maniculatus_bairdii ENSPEMG00000021858
microtus_ochrogaster ENSMOCG00000002528
nannospalax_galili ENSNGAG00000003659
jaculus_jaculus ENSJJAG00000020222
castor_canadensis ENSCCNG00000023736
ictidomys_tridecemlineatus ENSSTOG00000014697
marmota_marmota_marmota ENSMMMG00000013063
urocitellus_parryii ENSUPAG00010022296
spermophilus_dauricus ENSSDAG00000001479
