mastacembelus_armatus ENSMAMG00000003438
monopterus_albus ENSMALG00000022512
anabas_testudineus ENSATEG00000020808
seriola_lalandi_dorsalis ENSSLDG00000024192
seriola_dumerili ENSSDUG00000013468
scophthalmus_maximus ENSSMAG00000010380
tetraodon_nigroviridis ENSTNIG00000001017
tetraodon_nigroviridis ENSTNIG00000008021
takifugu_rubripes ENSTRUG00000010825
mola_mola ENSMMOG00000015925
labrus_bergylta ENSLBEG00000011357
poecilia_latipinna ENSPLAG00000003468
poecilia_reticulata ENSPREG00000012632
poecilia_formosa ENSPFOG00000015206
poecilia_mexicana ENSPMEG00000017022
gambusia_affinis ENSGAFG00000014535
xiphophorus_maculatus ENSXMAG00000011050
cyprinodon_variegatus ENSCVAG00000022810
fundulus_heteroclitus ENSFHEG00000011752
kryptolebias_marmoratus ENSKMAG00000008859
oryzias_melastigma ENSOMEG00000014158
oryzias_melastigma ENSOMEG00000019063
oryzias_melastigma ENSOMEG00000014173
oryzias_latipes_asm223471v1 ENSORLG00020004123
oryzias_latipes_asm223467v1 ENSORLG00000012768
oryzias_latipes_asm223469v1 ENSORLG00015009764
pundamilia_nyererei ENSPNYG00000022790
haplochromis_burtoni ENSHBUG00000016542
maylandia_zebra ENSMZEG00005017908
astatotilapia_calliptera ENSACLG00000025152
oreochromis_niloticus ENSONIG00000013019
maylandia_zebra ENSMZEG00005017946
pundamilia_nyererei ENSPNYG00000022808
maylandia_zebra ENSMZEG00005017942
pundamilia_nyererei ENSPNYG00000022831
astatotilapia_calliptera ENSACLG00000025137
haplochromis_burtoni ENSHBUG00000016512
astatotilapia_calliptera ENSACLG00000025104
pundamilia_nyererei ENSPNYG00000022847
neolamprologus_brichardi ENSNBRG00000021175
amphilophus_citrinellus ENSACIG00000013082
amphilophus_citrinellus ENSACIG00000013055
amphiprion_percula ENSAPEG00000011479
amphiprion_ocellaris ENSAOCG00000008453
acanthochromis_polyacanthus ENSAPOG00000021429
stegastes_partitus ENSSPAG00000017775
esox_lucius ENSELUG00000019629
pygocentrus_nattereri ENSPNAG00000020220
astyanax_mexicanus ENSAMXG00000018954
pygocentrus_nattereri ENSPNAG00000020199
astyanax_mexicanus ENSAMXG00000018958
ictalurus_punctatus ENSIPUG00000006445
danio_rerio ENSDARG00000073950
scleropages_formosus ENSSFOG00015013738
paramormyrops_kingsleyae ENSPKIG00000002412
lepisosteus_oculatus ENSLOCG00000007201
lepisosteus_oculatus ENSLOCG00000007220
