taeniopygia_guttata ENSTGUG00000005388
lonchura_striata_domestica ENSLSDG00000017808
serinus_canaria ENSSCAG00000012703
parus_major ENSPMJG00000005089
cyanistes_caeruleus ENSCCEG00000024355
junco_hyemalis ENSJHYG00000006100
zonotrichia_albicollis ENSZALG00000017801
ficedula_albicollis ENSFALG00000009064
manacus_vitellinus ENSMVIG00005015025
lepidothrix_coronata ENSLCOG00000000882
melopsittacus_undulatus ENSMUNG00000000623
calidris_pygmaea ENSCPGG00000013590
calidris_pygmaea ENSCPGG00000004929
calidris_pugnax ENSCPUG00000012772
anser_brachyrhynchus ENSABRG00000000160
anas_platyrhynchos_platyrhynchos ENSAPLG00000005371
coturnix_japonica ENSCJPG00005012247
gallus_gallus ENSGALG00000026736
meleagris_gallopavo ENSMGAG00000004478
numida_meleagris ENSNMEG00000013423
apteryx_owenii ENSAOWG00000017335
apteryx_haastii ENSAHAG00000005983
apteryx_rowi ENSARWG00000001813
nothoprocta_perdicaria ENSNPEG00000004262
dromaius_novaehollandiae ENSDNVG00000006253
crocodylus_porosus ENSCPRG00005019192
gopherus_agassizii ENSGAGG00000010340
chelonoidis_abingdonii ENSCABG00000010390
chrysemys_picta_bellii ENSCPBG00000006790
pelodiscus_sinensis ENSPSIG00000014301
pogona_vitticeps ENSPVIG00000014145
anolis_carolinensis ENSACAG00000009170
notechis_scutatus ENSNSUG00000018772
salvator_merianae ENSSMRG00000014850
sphenodon_punctatus ENSSPUG00000002755
saimiri_boliviensis_boliviensis ENSSBOG00000029057
callithrix_jacchus ENSCJAG00000020486
cebus_capucinus_imitator ENSCCAG00000015920
aotus_nancymaae ENSANAG00000038156
pan_troglodytes ENSPTRG00000021111
pan_paniscus ENSPPAG00000041088
homo_sapiens ENSG00000106809
gorilla_gorilla ENSGGOG00000006202
pongo_abelii ENSPPYG00000019377
nomascus_leucogenys ENSNLEG00000016410
rhinopithecus_roxellana ENSRROG00000030341
rhinopithecus_bieti ENSRBIG00000028594
colobus_angolensis_palliatus ENSCANG00000007131
macaca_nemestrina ENSMNEG00000024272
macaca_mulatta ENSMMUG00000004634
macaca_fascicularis ENSMFAG00000042592
theropithecus_gelada ENSTGEG00000002550
papio_anubis ENSPANG00000024727
cercocebus_atys ENSCATG00000019993
mandrillus_leucophaeus ENSMLEG00000030667
chlorocebus_sabaeus ENSCSAG00000007228
carlito_syrichta ENSTSYG00000033843
propithecus_coquereli ENSPCOG00000014356
microcebus_murinus ENSMICG00000032253
prolemur_simus ENSPSMG00000009725
otolemur_garnettii ENSOGAG00000015021
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019388
mus_spicilegus ENSMSIG00000028431
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021390
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018508
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019574
