oryctolagus_cuniculus ENSOCUG00000004982
ochotona_princeps ENSOPRG00000014734
dipodomys_ordii ENSDORG00000003358
propithecus_coquereli ENSPCOG00000014360
microcebus_murinus ENSMICG00000011601
prolemur_simus ENSPSMG00000005267
otolemur_garnettii ENSOGAG00000001539
pongo_abelii ENSPPYG00000011821
nomascus_leucogenys ENSNLEG00000015117
pan_troglodytes ENSPTRG00000014369
pan_paniscus ENSPPAG00000042301
gorilla_gorilla ENSGGOG00000008309
homo_sapiens ENSG00000100201
cercocebus_atys ENSCATG00000035701
mandrillus_leucophaeus ENSMLEG00000029141
papio_anubis ENSPANG00000015143
macaca_nemestrina ENSMNEG00000022218
macaca_mulatta ENSMMUG00000004304
macaca_fascicularis ENSMFAG00000046051
chlorocebus_sabaeus ENSCSAG00000006649
theropithecus_gelada ENSTGEG00000011620
piliocolobus_tephrosceles ENSPTEG00000035200
rhinopithecus_bieti ENSRBIG00000031437
rhinopithecus_roxellana ENSRROG00000045378
colobus_angolensis_palliatus ENSCANG00000002348
callithrix_jacchus ENSCJAG00000011797
saimiri_boliviensis_boliviensis ENSSBOG00000024547
aotus_nancymaae ENSANAG00000035052
cebus_capucinus_imitator ENSCCAG00000024116
carlito_syrichta ENSTSYG00000001303
pteropus_vampyrus ENSPVAG00000010133
myotis_lucifugus ENSMLUG00000013151
equus_asinus_asinus ENSEASG00005018767
equus_caballus ENSECAG00000025110
bos_mutus ENSBMUG00000026380
bos_taurus ENSBTAG00000009887
bison_bison_bison ENSBBBG00000019756
capra_hircus ENSCHIG00000021332
ovis_aries ENSOARG00000015489
tursiops_truncatus ENSTTRG00000005623
sus_scrofa ENSSSCG00000000104
vicugna_pacos ENSVPAG00000001476
ursus_americanus ENSUAMG00000007290
ailuropoda_melanoleuca ENSAMEG00000010601
mustela_putorius_furo ENSMPUG00000013125
neovison_vison ENSNVIG00000001807
canis_lupus_familiaris ENSCAFG00000001395
canis_lupus_dingo ENSCAFG00020002867
vulpes_vulpes ENSVVUG00000022762
panthera_pardus ENSPPRG00000008444
panthera_tigris_altaica ENSPTIG00000008733
felis_catus ENSFCAG00000031570
choloepus_hoffmanni ENSCHOG00000001931
dasypus_novemcinctus ENSDNOG00000006499
peromyscus_maniculatus_bairdii ENSPEMG00000021115
microtus_ochrogaster ENSMOCG00000010769
cricetulus_griseus_crigri_1.0 ENSCGRG00000007756
cricetulus_griseus_crigri-picr ENSCGRG00015002975
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023050
mesocricetus_auratus ENSMAUG00000020476
mus_spicilegus ENSMSIG00000002893
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020915
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000055065
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020017
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020019
rattus_norvegicus ENSRNOG00000051170
meriones_unguiculatus ENSMUGG00000017012
nannospalax_galili ENSNGAG00000004001
jaculus_jaculus ENSJJAG00000011350
castor_canadensis ENSCCNG00000000927
chinchilla_lanigera ENSCLAG00000017294
cavia_porcellus ENSCPOG00000011790
octodon_degus ENSODEG00000013118
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011291
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012568
fukomys_damarensis ENSFDAG00000009967
spermophilus_dauricus ENSSDAG00000024337
marmota_marmota_marmota ENSMMMG00000014113
ictidomys_tridecemlineatus ENSSTOG00000013699
urocitellus_parryii ENSUPAG00010022338
procavia_capensis ENSPCAG00000011672
echinops_telfairi ENSETEG00000009484
notamacropus_eugenii ENSMEUG00000009627
phascolarctos_cinereus ENSPCIG00000001652
sarcophilus_harrisii ENSSHAG00000004578
monodelphis_domestica ENSMODG00000009681
apteryx_owenii ENSAOWG00000011167
apteryx_rowi ENSARWG00000017875
dromaius_novaehollandiae ENSDNVG00000006860
nothoprocta_perdicaria ENSNPEG00000011446
junco_hyemalis ENSJHYG00000004567
zonotrichia_albicollis ENSZALG00000006667
serinus_canaria ENSSCAG00000004466
lonchura_striata_domestica ENSLSDG00000006073
taeniopygia_guttata ENSTGUG00000010391
parus_major ENSPMJG00000007832
ficedula_albicollis ENSFALG00000012560
lepidothrix_coronata ENSLCOG00000000253
manacus_vitellinus ENSMVIG00005018075
melopsittacus_undulatus ENSMUNG00000000631
calidris_pygmaea ENSCPGG00000018814
calidris_pugnax ENSCPUG00000015487
anser_brachyrhynchus ENSABRG00000001584
anas_platyrhynchos_platyrhynchos ENSAPLG00000014334
gallus_gallus ENSGALG00000037360
meleagris_gallopavo ENSMGAG00000012423
coturnix_japonica ENSCJPG00005013338
numida_meleagris ENSNMEG00000011779
notechis_scutatus ENSNSUG00000004997
