cynoglossus_semilaevis ENSCSEG00000011922
kryptolebias_marmoratus ENSKMAG00000014219
hippocampus_comes ENSHCOG00000009946
mola_mola ENSMMOG00000017154
gasterosteus_aculeatus ENSGACG00000013191
seriola_lalandi_dorsalis ENSSLDG00000011902
seriola_dumerili ENSSDUG00000006112
scophthalmus_maximus ENSSMAG00000012789
amphiprion_ocellaris ENSAOCG00000023977
amphiprion_percula ENSAPEG00000022639
acanthochromis_polyacanthus ENSAPOG00000009372
stegastes_partitus ENSSPAG00000012324
fundulus_heteroclitus ENSFHEG00000013382
cyprinodon_variegatus ENSCVAG00000022196
poecilia_formosa ENSPFOG00000011150
poecilia_mexicana ENSPMEG00000024202
poecilia_latipinna ENSPLAG00000008137
poecilia_reticulata ENSPREG00000017478
gambusia_affinis ENSGAFG00000021709
xiphophorus_maculatus ENSXMAG00000013436
oryzias_latipes_asm223467v1 ENSORLG00000024314
oryzias_latipes_asm223469v1 ENSORLG00015018530
oryzias_latipes_asm223471v1 ENSORLG00020012630
oryzias_melastigma ENSOMEG00000021700
astatotilapia_calliptera ENSACLG00000009719
maylandia_zebra ENSMZEG00005016355
pundamilia_nyererei ENSPNYG00000013716
haplochromis_burtoni ENSHBUG00000009044
oreochromis_niloticus ENSONIG00000008594
mastacembelus_armatus ENSMAMG00000010413
monopterus_albus ENSMALG00000009907
anabas_testudineus ENSATEG00000005947
labrus_bergylta ENSLBEG00000016060
takifugu_rubripes ENSTRUG00000023437
tetraodon_nigroviridis ENSTNIG00000010297
amphilophus_citrinellus ENSACIG00000017556
xiphophorus_couchianus ENSXCOG00000004239
periophthalmus_magnuspinnatus ENSPMGG00000008436
periophthalmus_magnuspinnatus ENSPMGG00000008447
gadus_morhua ENSGMOG00000014975
esox_lucius ENSELUG00000012245
astyanax_mexicanus ENSAMXG00000040260
pygocentrus_nattereri ENSPNAG00000005286
ictalurus_punctatus ENSIPUG00000006336
danio_rerio ENSDARG00000033172
paramormyrops_kingsleyae ENSPKIG00000020746
scleropages_formosus ENSSFOG00015008787
paramormyrops_kingsleyae ENSPKIG00000009747
scleropages_formosus ENSSFOG00015024164
lepisosteus_oculatus ENSLOCG00000009006
apteryx_haastii ENSAHAG00000007735
apteryx_owenii ENSAOWG00000009639
apteryx_owenii ENSAOWG00000009633
apteryx_rowi ENSARWG00000008600
dromaius_novaehollandiae ENSDNVG00000015445
nothoprocta_perdicaria ENSNPEG00000003310
gallus_gallus ENSGALG00000053181
numida_meleagris ENSNMEG00000012897
anas_platyrhynchos_platyrhynchos ENSAPLG00000003193
calidris_pugnax ENSCPUG00000004143
crocodylus_porosus ENSCPRG00005008941
chelonoidis_abingdonii ENSCABG00000018333
gopherus_agassizii ENSGAGG00000006809
chrysemys_picta_bellii ENSCPBG00000008009
pelodiscus_sinensis ENSPSIG00000009818
anolis_carolinensis ENSACAG00000014671
pogona_vitticeps ENSPVIG00000020035
salvator_merianae ENSSMRG00000007864
sphenodon_punctatus ENSSPUG00000001204
xenopus_tropicalis ENSXETG00000011046
serinus_canaria ENSSCAG00000007608
latimeria_chalumnae ENSLACG00000010560
