prolemur_simus ENSPSMG00000018431
propithecus_coquereli ENSPCOG00000028031
microcebus_murinus ENSMICG00000034377
callithrix_jacchus ENSCJAG00000007138
cebus_capucinus_imitator ENSCCAG00000010037
saimiri_boliviensis_boliviensis ENSSBOG00000022310
aotus_nancymaae ENSANAG00000022795
pan_paniscus ENSPPAG00000003700
pan_troglodytes ENSPTRG00000033860
homo_sapiens ENSG00000213977
gorilla_gorilla ENSGGOG00000009900
pongo_abelii ENSPPYG00000007818
rhinopithecus_roxellana ENSRROG00000041581
rhinopithecus_bieti ENSRBIG00000037812
piliocolobus_tephrosceles ENSPTEG00000038784
colobus_angolensis_palliatus ENSCANG00000032394
cercocebus_atys ENSCATG00000029335
papio_anubis ENSPANG00000024361
macaca_mulatta ENSMMUG00000023390
macaca_nemestrina ENSMNEG00000028649
macaca_fascicularis ENSMFAG00000036540
theropithecus_gelada ENSTGEG00000017091
oryctolagus_cuniculus ENSOCUG00000023903
ochotona_princeps ENSOPRG00000018873
cavia_porcellus ENSCPOG00000023831
cavia_aperea ENSCAPG00000002471
octodon_degus ENSODEG00000006743
octodon_degus ENSODEG00000011991
octodon_degus ENSODEG00000016245
chinchilla_lanigera ENSCLAG00000010319
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001083
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015618
fukomys_damarensis ENSFDAG00000008198
bos_taurus ENSBTAG00000000833
bos_mutus ENSBMUG00000011891
bison_bison_bison ENSBBBG00000006398
capra_hircus ENSCHIG00000012669
ovis_aries ENSOARG00000017404
sus_scrofa ENSSSCG00000017866
ursus_maritimus ENSUMAG00000007762
ursus_americanus ENSUAMG00000014018
ailuropoda_melanoleuca ENSAMEG00000009238
canis_lupus_dingo ENSCAFG00020008315
canis_lupus_familiaris ENSCAFG00000019347
vulpes_vulpes ENSVVUG00000025977
neovison_vison ENSNVIG00000015635
mustela_putorius_furo ENSMPUG00000012203
panthera_pardus ENSPPRG00000011162
panthera_tigris_altaica ENSPTIG00000006192
felis_catus ENSFCAG00000037485
myotis_lucifugus ENSMLUG00000026421
myotis_lucifugus ENSMLUG00000030585
dipodomys_ordii ENSDORG00000028963
dipodomys_ordii ENSDORG00000029209
dipodomys_ordii ENSDORG00000013801
dipodomys_ordii ENSDORG00000023337
castor_canadensis ENSCCNG00000007625
marmota_marmota_marmota ENSMMMG00000019356
ictidomys_tridecemlineatus ENSSTOG00000025608
ictidomys_tridecemlineatus ENSSTOG00000022920
urocitellus_parryii ENSUPAG00010021553
cricetulus_griseus_crigri-picr ENSCGRG00015021628
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015724
cricetulus_griseus_crigri_1.0 ENSCGRG00000018207
mesocricetus_auratus ENSMAUG00000011911
peromyscus_maniculatus_bairdii ENSPEMG00000000701
microtus_ochrogaster ENSMOCG00000021463
mus_spicilegus ENSMSIG00000011933
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040158
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017526
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016689
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017822
rattus_norvegicus ENSRNOG00000019357
meriones_unguiculatus ENSMUGG00000020253
nannospalax_galili ENSNGAG00000017766
jaculus_jaculus ENSJJAG00000014140
jaculus_jaculus ENSJJAG00000011654
