eptatretus_burgeri ENSEBUG00000001924
petromyzon_marinus ENSPMAG00000009613
anabas_testudineus ENSATEG00000017357
mastacembelus_armatus ENSMAMG00000008664
labrus_bergylta ENSLBEG00000023132
labrus_bergylta ENSLBEG00000008638
mola_mola ENSMMOG00000006633
xiphophorus_maculatus ENSXMAG00000027307
xiphophorus_couchianus ENSXCOG00000014106
poecilia_formosa ENSPFOG00000003978
poecilia_latipinna ENSPLAG00000003147
poecilia_mexicana ENSPMEG00000004287
poecilia_reticulata ENSPREG00000005598
gambusia_affinis ENSGAFG00000004079
fundulus_heteroclitus ENSFHEG00000012340
cyprinodon_variegatus ENSCVAG00000018226
oryzias_latipes_asm223469v1 ENSORLG00015013159
oryzias_latipes_asm223471v1 ENSORLG00020006297
oryzias_latipes_asm223467v1 ENSORLG00000020524
oryzias_melastigma ENSOMEG00000016302
cynoglossus_semilaevis ENSCSEG00000018391
gasterosteus_aculeatus ENSGACG00000011307
scophthalmus_maximus ENSSMAG00000001067
oreochromis_niloticus ENSONIG00000001581
pundamilia_nyererei ENSPNYG00000012234
neolamprologus_brichardi ENSNBRG00000008039
kryptolebias_marmoratus ENSKMAG00000015686
amphiprion_ocellaris ENSAOCG00000011493
amphiprion_percula ENSAPEG00000011176
acanthochromis_polyacanthus ENSAPOG00000000174
stegastes_partitus ENSSPAG00000022559
seriola_dumerili ENSSDUG00000014205
seriola_lalandi_dorsalis ENSSLDG00000011452
monopterus_albus ENSMALG00000012215
astatotilapia_calliptera ENSACLG00000000127
haplochromis_burtoni ENSHBUG00000021088
maylandia_zebra ENSMZEG00005027262
amphilophus_citrinellus ENSACIG00000015621
takifugu_rubripes ENSTRUG00000024605
tetraodon_nigroviridis ENSTNIG00000009876
hippocampus_comes ENSHCOG00000020475
periophthalmus_magnuspinnatus ENSPMGG00000013809
gadus_morhua ENSGMOG00000008264
esox_lucius ENSELUG00000020661
pygocentrus_nattereri ENSPNAG00000004544
astyanax_mexicanus ENSAMXG00000037451
ictalurus_punctatus ENSIPUG00000020153
