sus_scrofa ENSSSCG00000014323
capra_hircus ENSCHIG00000020933
equus_caballus ENSECAG00000021811
equus_asinus_asinus ENSEASG00005020596
ursus_americanus ENSUAMG00000000547
ursus_maritimus ENSUMAG00000016473
myotis_lucifugus ENSMLUG00000010156
propithecus_coquereli ENSPCOG00000025747
propithecus_coquereli ENSPCOG00000026372
prolemur_simus ENSPSMG00000005225
microcebus_murinus ENSMICG00000014457
gorilla_gorilla ENSGGOG00000004112
pongo_abelii ENSPPYG00000015815
nomascus_leucogenys ENSNLEG00000028826
piliocolobus_tephrosceles ENSPTEG00000033368
colobus_angolensis_palliatus ENSCANG00000041442
rhinopithecus_bieti ENSRBIG00000029583
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023155
mus_spicilegus ENSMSIG00000024040
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038071
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022244
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018977
meriones_unguiculatus ENSMUGG00000014018
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005907
cricetulus_griseus_crigri-picr ENSCGRG00015004370
cricetulus_griseus_crigri_1.0 ENSCGRG00000019386
mesocricetus_auratus ENSMAUG00000017787
peromyscus_maniculatus_bairdii ENSPEMG00000014740
nannospalax_galili ENSNGAG00000018531
jaculus_jaculus ENSJJAG00000000646
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017180
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015877
urocitellus_parryii ENSUPAG00010016667
ictidomys_tridecemlineatus ENSSTOG00000013744
spermophilus_dauricus ENSSDAG00000002627
marmota_marmota_marmota ENSMMMG00000006399
oryctolagus_cuniculus ENSOCUG00000011240
dasypus_novemcinctus ENSDNOG00000014367
phascolarctos_cinereus ENSPCIG00000023340
monodelphis_domestica ENSMODG00000014719
ornithorhynchus_anatinus ENSOANG00000015327
anser_brachyrhynchus ENSABRG00000004354
anas_platyrhynchos_platyrhynchos ENSAPLG00000011420
gallus_gallus ENSGALG00000021235
coturnix_japonica ENSCJPG00005005202
meleagris_gallopavo ENSMGAG00000007912
numida_meleagris ENSNMEG00000020373
calidris_pygmaea ENSCPGG00000003764
calidris_pugnax ENSCPUG00000003674
melopsittacus_undulatus ENSMUNG00000002992
taeniopygia_guttata ENSTGUG00000001193
lonchura_striata_domestica ENSLSDG00000009668
serinus_canaria ENSSCAG00000011089
zonotrichia_albicollis ENSZALG00000010254
junco_hyemalis ENSJHYG00000013969
parus_major ENSPMJG00000008751
cyanistes_caeruleus ENSCCEG00000010829
ficedula_albicollis ENSFALG00000014359
lepidothrix_coronata ENSLCOG00000007734
manacus_vitellinus ENSMVIG00005010771
apteryx_haastii ENSAHAG00000006449
apteryx_owenii ENSAOWG00000009270
apteryx_rowi ENSARWG00000002294
dromaius_novaehollandiae ENSDNVG00000010273
nothoprocta_perdicaria ENSNPEG00000007544
crocodylus_porosus ENSCPRG00005011351
gopherus_agassizii ENSGAGG00000005636
chelonoidis_abingdonii ENSCABG00000001389
chrysemys_picta_bellii ENSCPBG00000008744
pelodiscus_sinensis ENSPSIG00000000034
pogona_vitticeps ENSPVIG00000008004
anolis_carolinensis ENSACAG00000017107
notechis_scutatus ENSNSUG00000003074
salvator_merianae ENSSMRG00000017392
sphenodon_punctatus ENSSPUG00000016618
astyanax_mexicanus ENSAMXG00000019585
scleropages_formosus ENSSFOG00015000193
paramormyrops_kingsleyae ENSPKIG00000019454
lepisosteus_oculatus ENSLOCG00000018315
latimeria_chalumnae ENSLACG00000012022
