eptatretus_burgeri ENSEBUG00000001369
petromyzon_marinus ENSPMAG00000005604
tetraodon_nigroviridis ENSTNIG00000006802
tetraodon_nigroviridis ENSTNIG00000009275
tetraodon_nigroviridis ENSTNIG00000002212
takifugu_rubripes ENSTRUG00000021296
hippocampus_comes ENSHCOG00000012501
oryzias_latipes_asm223467v1 ENSORLG00000025500
oryzias_latipes_asm223469v1 ENSORLG00015001512
oryzias_melastigma ENSOMEG00000020395
cynoglossus_semilaevis ENSCSEG00000004189
mola_mola ENSMMOG00000015848
gasterosteus_aculeatus ENSGACG00000012039
neolamprologus_brichardi ENSNBRG00000009403
seriola_dumerili ENSSDUG00000014962
seriola_lalandi_dorsalis ENSSLDG00000021300
scophthalmus_maximus ENSSMAG00000007057
monopterus_albus ENSMALG00000018071
mastacembelus_armatus ENSMAMG00000019491
anabas_testudineus ENSATEG00000023174
cyprinodon_variegatus ENSCVAG00000012945
fundulus_heteroclitus ENSFHEG00000018196
xiphophorus_couchianus ENSXCOG00000019621
xiphophorus_maculatus ENSXMAG00000005218
poecilia_mexicana ENSPMEG00000005269
poecilia_reticulata ENSPREG00000018680
poecilia_formosa ENSPFOG00000014638
poecilia_latipinna ENSPLAG00000008904
gambusia_affinis ENSGAFG00000006626
kryptolebias_marmoratus ENSKMAG00000012318
astatotilapia_calliptera ENSACLG00000003908
maylandia_zebra ENSMZEG00005006563
pundamilia_nyererei ENSPNYG00000022101
haplochromis_burtoni ENSHBUG00000002468
oreochromis_niloticus ENSONIG00000018662
amphilophus_citrinellus ENSACIG00000012250
amphiprion_ocellaris ENSAOCG00000015192
amphiprion_percula ENSAPEG00000013705
acanthochromis_polyacanthus ENSAPOG00000008571
stegastes_partitus ENSSPAG00000019535
labrus_bergylta ENSLBEG00000008770
periophthalmus_magnuspinnatus ENSPMGG00000015488
gadus_morhua ENSGMOG00000008157
esox_lucius ENSELUG00000023876
pygocentrus_nattereri ENSPNAG00000005691
astyanax_mexicanus ENSAMXG00000010508
ictalurus_punctatus ENSIPUG00000004555
danio_rerio ENSDARG00000016743
paramormyrops_kingsleyae ENSPKIG00000001565
scleropages_formosus ENSSFOG00015014171
lepisosteus_oculatus ENSLOCG00000016793
pteropus_vampyrus ENSPVAG00000001686
myotis_lucifugus ENSMLUG00000002393
sorex_araneus ENSSARG00000001344
equus_asinus_asinus ENSEASG00005002856
equus_caballus ENSECAG00000010723
ovis_aries ENSOARG00000009633
capra_hircus ENSCHIG00000015562
bos_mutus ENSBMUG00000005645
bos_taurus ENSBTAG00000003702
bison_bison_bison ENSBBBG00000006232
tursiops_truncatus ENSTTRG00000013884
vicugna_pacos ENSVPAG00000008361
sus_scrofa ENSSSCG00000015588
ursus_americanus ENSUAMG00000008621
ursus_maritimus ENSUMAG00000017991
ailuropoda_melanoleuca ENSAMEG00000001436
neovison_vison ENSNVIG00000005114
mustela_putorius_furo ENSMPUG00000013439
canis_lupus_familiaris ENSCAFG00000012389
canis_lupus_dingo ENSCAFG00020013985
vulpes_vulpes ENSVVUG00000007956
panthera_tigris_altaica ENSPTIG00000013210
panthera_pardus ENSPPRG00000006421
felis_catus ENSFCAG00000000208
castor_canadensis ENSCCNG00000030154
dipodomys_ordii ENSDORG00000000752
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015840
mus_spicilegus ENSMSIG00000029399
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026634
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015040
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028272
rattus_norvegicus ENSRNOG00000003795
meriones_unguiculatus ENSMUGG00000005652
cricetulus_griseus_crigri_1.0 ENSCGRG00000014704
cricetulus_griseus_crigri-picr ENSCGRG00015005536
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024663
mesocricetus_auratus ENSMAUG00000010091
microtus_ochrogaster ENSMOCG00000022027
peromyscus_maniculatus_bairdii ENSPEMG00000009630
nannospalax_galili ENSNGAG00000009708
jaculus_jaculus ENSJJAG00000011228
chinchilla_lanigera ENSCLAG00000007133
octodon_degus ENSODEG00000014913
