poecilia_formosa ENSPFOG00000007785
poecilia_reticulata ENSPREG00000000272
poecilia_latipinna ENSPLAG00000006841
xiphophorus_maculatus ENSXMAG00000006094
xiphophorus_couchianus ENSXCOG00000014854
gambusia_affinis ENSGAFG00000016586
poecilia_mexicana ENSPMEG00000020222
cyprinodon_variegatus ENSCVAG00000022694
oryzias_latipes_asm223467v1 ENSORLG00000024892
oryzias_latipes_asm223469v1 ENSORLG00015017251
oryzias_latipes_asm223471v1 ENSORLG00020016441
oryzias_melastigma ENSOMEG00000007915
monopterus_albus ENSMALG00000008537
cynoglossus_semilaevis ENSCSEG00000012911
takifugu_rubripes ENSTRUG00000015628
tetraodon_nigroviridis ENSTNIG00000018066
mola_mola ENSMMOG00000021636
gasterosteus_aculeatus ENSGACG00000018597
maylandia_zebra ENSMZEG00005002464
pundamilia_nyererei ENSPNYG00000018986
astatotilapia_calliptera ENSACLG00000000882
haplochromis_burtoni ENSHBUG00000013445
oreochromis_niloticus ENSONIG00000016216
neolamprologus_brichardi ENSNBRG00000004582
amphilophus_citrinellus ENSACIG00000005899
fundulus_heteroclitus ENSFHEG00000013694
cyprinodon_variegatus ENSCVAG00000018900
kryptolebias_marmoratus ENSKMAG00000020944
amphiprion_ocellaris ENSAOCG00000020338
amphiprion_percula ENSAPEG00000004654
acanthochromis_polyacanthus ENSAPOG00000010063
stegastes_partitus ENSSPAG00000015154
hippocampus_comes ENSHCOG00000020585
mastacembelus_armatus ENSMAMG00000015603
anabas_testudineus ENSATEG00000007798
seriola_dumerili ENSSDUG00000010781
seriola_lalandi_dorsalis ENSSLDG00000001643
scophthalmus_maximus ENSSMAG00000018697
labrus_bergylta ENSLBEG00000008166
periophthalmus_magnuspinnatus ENSPMGG00000002471
gadus_morhua ENSGMOG00000009583
astyanax_mexicanus ENSAMXG00000031870
pygocentrus_nattereri ENSPNAG00000021310
ictalurus_punctatus ENSIPUG00000022289
danio_rerio ENSDARG00000078318
esox_lucius ENSELUG00000019753
scleropages_formosus ENSSFOG00015001049
scleropages_formosus ENSSFOG00015018790
paramormyrops_kingsleyae ENSPKIG00000000069
lepisosteus_oculatus ENSLOCG00000011358
apteryx_haastii ENSAHAG00000001169
apteryx_owenii ENSAOWG00000007154
apteryx_rowi ENSARWG00000017159
nothoprocta_perdicaria ENSNPEG00000009555
dromaius_novaehollandiae ENSDNVG00000018562
calidris_pygmaea ENSCPGG00000019495
calidris_pugnax ENSCPUG00000001244
melopsittacus_undulatus ENSMUNG00000012721
lepidothrix_coronata ENSLCOG00000007232
lepidothrix_coronata ENSLCOG00000014417
manacus_vitellinus ENSMVIG00005019796
lonchura_striata_domestica ENSLSDG00000011450
taeniopygia_guttata ENSTGUG00000001486
serinus_canaria ENSSCAG00000011149
parus_major ENSPMJG00000004708
cyanistes_caeruleus ENSCCEG00000014345
ficedula_albicollis ENSFALG00000001177
zonotrichia_albicollis ENSZALG00000003576
gallus_gallus ENSGALG00000002125
coturnix_japonica ENSCJPG00005003724
meleagris_gallopavo ENSMGAG00000016564
meleagris_gallopavo ENSMGAG00000008770
numida_meleagris ENSNMEG00000010298
anser_brachyrhynchus ENSABRG00000005874
anas_platyrhynchos_platyrhynchos ENSAPLG00000002916
crocodylus_porosus ENSCPRG00005012706
chelonoidis_abingdonii ENSCABG00000022247
chelonoidis_abingdonii ENSCABG00000006534
gopherus_agassizii ENSGAGG00000019705
chrysemys_picta_bellii ENSCPBG00000024334
pelodiscus_sinensis ENSPSIG00000004386
anolis_carolinensis ENSACAG00000004568
anolis_carolinensis ENSACAG00000001018
pogona_vitticeps ENSPVIG00000017702
notechis_scutatus ENSNSUG00000015395
salvator_merianae ENSSMRG00000008262
sphenodon_punctatus ENSSPUG00000008568
notamacropus_eugenii ENSMEUG00000010678
phascolarctos_cinereus ENSPCIG00000015787
sarcophilus_harrisii ENSSHAG00000015336
monodelphis_domestica ENSMODG00000003143
bos_taurus ENSBTAG00000014719
bos_mutus ENSBMUG00000002586
bison_bison_bison ENSBBBG00000018884
ovis_aries ENSOARG00000011271
capra_hircus ENSCHIG00000020222
tursiops_truncatus ENSTTRG00000000502
sus_scrofa ENSSSCG00000023010
vicugna_pacos ENSVPAG00000010531
equus_caballus ENSECAG00000007718
equus_asinus_asinus ENSEASG00005022789
ursus_americanus ENSUAMG00000005467
ursus_maritimus ENSUMAG00000011767
ailuropoda_melanoleuca ENSAMEG00000004831
canis_lupus_familiaris ENSCAFG00000002427
canis_lupus_dingo ENSCAFG00020017970
mustela_putorius_furo ENSMPUG00000006375
neovison_vison ENSNVIG00000015584
panthera_tigris_altaica ENSPTIG00000019839
panthera_pardus ENSPPRG00000018175
felis_catus ENSFCAG00000001203
pteropus_vampyrus ENSPVAG00000005920
myotis_lucifugus ENSMLUG00000015184
macaca_fascicularis ENSMFAG00000032858
macaca_mulatta ENSMMUG00000012278
macaca_nemestrina ENSMNEG00000033882
cercocebus_atys ENSCATG00000043369
chlorocebus_sabaeus ENSCSAG00000010904
theropithecus_gelada ENSTGEG00000003394
mandrillus_leucophaeus ENSMLEG00000031151
papio_anubis ENSPANG00000025593
rhinopithecus_roxellana ENSRROG00000033478
rhinopithecus_bieti ENSRBIG00000033846
piliocolobus_tephrosceles ENSPTEG00000025205
colobus_angolensis_palliatus ENSCANG00000043399
pan_troglodytes ENSPTRG00000021165
pan_paniscus ENSPPAG00000028497
homo_sapiens ENSG00000136842
gorilla_gorilla ENSGGOG00000001369
pongo_abelii ENSPPYG00000019424
nomascus_leucogenys ENSNLEG00000016899
saimiri_boliviensis_boliviensis ENSSBOG00000033970
callithrix_jacchus ENSCJAG00000010783
cebus_capucinus_imitator ENSCCAG00000032163
aotus_nancymaae ENSANAG00000033912
carlito_syrichta ENSTSYG00000011899
propithecus_coquereli ENSPCOG00000027862
microcebus_murinus ENSMICG00000012658
prolemur_simus ENSPSMG00000023809
