taeniopygia_guttata ENSTGUG00000013208
lonchura_striata_domestica ENSLSDG00000002456
serinus_canaria ENSSCAG00000014001
junco_hyemalis ENSJHYG00000017862
junco_hyemalis ENSJHYG00000017867
zonotrichia_albicollis ENSZALG00000000558
ficedula_albicollis ENSFALG00000001608
parus_major ENSPMJG00000012970
cyanistes_caeruleus ENSCCEG00000001128
lepidothrix_coronata ENSLCOG00000010252
manacus_vitellinus ENSMVIG00005001568
melopsittacus_undulatus ENSMUNG00000010608
calidris_pugnax ENSCPUG00000010281
calidris_pygmaea ENSCPGG00000018967
anser_brachyrhynchus ENSABRG00000002577
anas_platyrhynchos_platyrhynchos ENSAPLG00000014556
meleagris_gallopavo ENSMGAG00000014295
coturnix_japonica ENSCJPG00005002825
gallus_gallus ENSGALG00000016726
numida_meleagris ENSNMEG00000008673
apteryx_rowi ENSARWG00000013343
apteryx_haastii ENSAHAG00000007308
apteryx_owenii ENSAOWG00000015450
dromaius_novaehollandiae ENSDNVG00000001072
nothoprocta_perdicaria ENSNPEG00000008784
crocodylus_porosus ENSCPRG00005000335
gopherus_agassizii ENSGAGG00000013897
chelonoidis_abingdonii ENSCABG00000012090
chrysemys_picta_bellii ENSCPBG00000021649
pelodiscus_sinensis ENSPSIG00000014414
pogona_vitticeps ENSPVIG00000019684
anolis_carolinensis ENSACAG00000013506
notechis_scutatus ENSNSUG00000001885
salvator_merianae ENSSMRG00000021114
sphenodon_punctatus ENSSPUG00000019255
tupaia_belangeri ENSTBEG00000003456
oryctolagus_cuniculus ENSOCUG00000009411
prolemur_simus ENSPSMG00000019552
microcebus_murinus ENSMICG00000015380
otolemur_garnettii ENSOGAG00000006289
colobus_angolensis_palliatus ENSCANG00000034519
piliocolobus_tephrosceles ENSPTEG00000009794
rhinopithecus_roxellana ENSRROG00000023273
rhinopithecus_bieti ENSRBIG00000030193
macaca_fascicularis ENSMFAG00000035367
macaca_nemestrina ENSMNEG00000032175
macaca_mulatta ENSMMUG00000003719
theropithecus_gelada ENSTGEG00000029705
papio_anubis ENSPANG00000005252
chlorocebus_sabaeus ENSCSAG00000012696
pan_troglodytes ENSPTRG00000018252
pan_paniscus ENSPPAG00000042579
homo_sapiens ENSG00000244694
gorilla_gorilla ENSGGOG00000024650
pongo_abelii ENSPPYG00000016682
nomascus_leucogenys ENSNLEG00000004199
callithrix_jacchus ENSCJAG00000011815
saimiri_boliviensis_boliviensis ENSSBOG00000019763
aotus_nancymaae ENSANAG00000030161
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042256
mus_spicilegus ENSMSIG00000002583
