mastacembelus_armatus ENSMAMG00000010999
periophthalmus_magnuspinnatus ENSPMGG00000013301
fundulus_heteroclitus ENSFHEG00000009789
cyprinodon_variegatus ENSCVAG00000002794
kryptolebias_marmoratus ENSKMAG00000009688
oryzias_latipes_asm223469v1 ENSORLG00015011316
oryzias_melastigma ENSOMEG00000022263
astatotilapia_calliptera ENSACLG00000000083
maylandia_zebra ENSMZEG00005020861
pundamilia_nyererei ENSPNYG00000003156
neolamprologus_brichardi ENSNBRG00000001418
pygocentrus_nattereri ENSPNAG00000012501
ictalurus_punctatus ENSIPUG00000023205
scleropages_formosus ENSSFOG00015016727
seriola_dumerili ENSSDUG00000012301
seriola_lalandi_dorsalis ENSSLDG00000010916
cynoglossus_semilaevis ENSCSEG00000006763
stegastes_partitus ENSSPAG00000012781
amphiprion_percula ENSAPEG00000000275
astyanax_mexicanus ENSAMXG00000034421
paramormyrops_kingsleyae ENSPKIG00000017817
paramormyrops_kingsleyae ENSPKIG00000020853
haplochromis_burtoni ENSHBUG00000007937
serinus_canaria ENSSCAG00000005595
