ursus_maritimus ENSUMAG00000018118
ursus_americanus ENSUAMG00000019439
neovison_vison ENSNVIG00000016280
pongo_abelii ENSPPYG00000000598
pongo_abelii ENSPPYG00000004123
cebus_capucinus_imitator ENSCCAG00000021209
cercocebus_atys ENSCATG00000000003
cercocebus_atys ENSCATG00000024741
macaca_fascicularis ENSMFAG00000001908
colobus_angolensis_palliatus ENSCANG00000042641
rhinopithecus_bieti ENSRBIG00000021392
carlito_syrichta ENSTSYG00000033144
castor_canadensis ENSCCNG00000005257
ornithorhynchus_anatinus ENSOANG00000022046
poecilia_reticulata ENSPREG00000020205
amphiprion_ocellaris ENSAOCG00000012032
