astyanax_mexicanus ENSAMXG00000019051
pygocentrus_nattereri ENSPNAG00000023968
ictalurus_punctatus ENSIPUG00000010809
danio_rerio ENSDARG00000012535
paramormyrops_kingsleyae ENSPKIG00000018537
hippocampus_comes ENSHCOG00000020445
periophthalmus_magnuspinnatus ENSPMGG00000000609
mastacembelus_armatus ENSMAMG00000004700
monopterus_albus ENSMALG00000005145
anabas_testudineus ENSATEG00000011109
scophthalmus_maximus ENSSMAG00000013151
cynoglossus_semilaevis ENSCSEG00000008016
seriola_dumerili ENSSDUG00000019630
seriola_lalandi_dorsalis ENSSLDG00000022473
pundamilia_nyererei ENSPNYG00000015799
maylandia_zebra ENSMZEG00005001429
astatotilapia_calliptera ENSACLG00000012259
haplochromis_burtoni ENSHBUG00000019262
neolamprologus_brichardi ENSNBRG00000013829
oreochromis_niloticus ENSONIG00000015585
amphilophus_citrinellus ENSACIG00000006694
amphiprion_ocellaris ENSAOCG00000018475
amphiprion_percula ENSAPEG00000022437
acanthochromis_polyacanthus ENSAPOG00000017390
stegastes_partitus ENSSPAG00000020964
xiphophorus_couchianus ENSXCOG00000020022
xiphophorus_maculatus ENSXMAG00000003943
gambusia_affinis ENSGAFG00000020843
poecilia_mexicana ENSPMEG00000023447
poecilia_formosa ENSPFOG00000012504
poecilia_latipinna ENSPLAG00000005565
poecilia_reticulata ENSPREG00000013375
cyprinodon_variegatus ENSCVAG00000012963
fundulus_heteroclitus ENSFHEG00000004665
kryptolebias_marmoratus ENSKMAG00000021060
oryzias_latipes_asm223467v1 ENSORLG00000006117
oryzias_latipes_asm223471v1 ENSORLG00020000778
oryzias_latipes_asm223469v1 ENSORLG00015002184
oryzias_melastigma ENSOMEG00000017981
tetraodon_nigroviridis ENSTNIG00000006541
takifugu_rubripes ENSTRUG00000008481
mola_mola ENSMMOG00000000967
gasterosteus_aculeatus ENSGACG00000005618
labrus_bergylta ENSLBEG00000018966
gadus_morhua ENSGMOG00000018101
maylandia_zebra ENSMZEG00005001436
pundamilia_nyererei ENSPNYG00000015816
acanthochromis_polyacanthus ENSAPOG00000017353
fundulus_heteroclitus ENSFHEG00000004673
esox_lucius ENSELUG00000022691
lepisosteus_oculatus ENSLOCG00000007014
