xenopus_tropicalis ENSXETG00000032898
petromyzon_marinus ENSPMAG00000006036
latimeria_chalumnae ENSLACG00000015669
phascolarctos_cinereus ENSPCIG00000011807
notamacropus_eugenii ENSMEUG00000007522
monodelphis_domestica ENSMODG00000018677
sarcophilus_harrisii ENSSHAG00000001977
bison_bison_bison ENSBBBG00000022230
bos_mutus ENSBMUG00000023072
bos_taurus ENSBTAG00000039803
ovis_aries ENSOARG00000016054
capra_hircus ENSCHIG00000010823
tursiops_truncatus ENSTTRG00000011593
sus_scrofa ENSSSCG00000015864
equus_caballus ENSECAG00000020054
equus_asinus_asinus ENSEASG00005007148
ursus_maritimus ENSUMAG00000008309
ursus_americanus ENSUAMG00000004227
ailuropoda_melanoleuca ENSAMEG00000011843
neovison_vison ENSNVIG00000023615
mustela_putorius_furo ENSMPUG00000016692
canis_lupus_familiaris ENSCAFG00000004404
vulpes_vulpes ENSVVUG00000008848
panthera_pardus ENSPPRG00000023436
panthera_tigris_altaica ENSPTIG00000017560
felis_catus ENSFCAG00000013176
pteropus_vampyrus ENSPVAG00000009489
erinaceus_europaeus ENSEEUG00000012131
sorex_araneus ENSSARG00000014564
castor_canadensis ENSCCNG00000008476
dipodomys_ordii ENSDORG00000015044
mus_spicilegus ENSMSIG00000031885
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022983
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024388
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022071
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018805
rattus_norvegicus ENSRNOG00000015035
meriones_unguiculatus ENSMUGG00000011081
meriones_unguiculatus ENSMUGG00000011450
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013761
cricetulus_griseus_crigri_1.0 ENSCGRG00000005692
cricetulus_griseus_crigri-picr ENSCGRG00015023861
mesocricetus_auratus ENSMAUG00000012064
peromyscus_maniculatus_bairdii ENSPEMG00000014110
microtus_ochrogaster ENSMOCG00000015787
nannospalax_galili ENSNGAG00000019990
jaculus_jaculus ENSJJAG00000010394
ictidomys_tridecemlineatus ENSSTOG00000015334
spermophilus_dauricus ENSSDAG00000016810
urocitellus_parryii ENSUPAG00010006003
marmota_marmota_marmota ENSMMMG00000020579
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008609
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016357
fukomys_damarensis ENSFDAG00000006810
chinchilla_lanigera ENSCLAG00000006979
octodon_degus ENSODEG00000006919
oryctolagus_cuniculus ENSOCUG00000026619
ochotona_princeps ENSOPRG00000009055
pan_paniscus ENSPPAG00000030917
pan_troglodytes ENSPTRG00000012431
homo_sapiens ENSG00000169994
gorilla_gorilla ENSGGOG00000004731
pongo_abelii ENSPPYG00000012765
nomascus_leucogenys ENSNLEG00000015810
colobus_angolensis_palliatus ENSCANG00000016990
piliocolobus_tephrosceles ENSPTEG00000022392
rhinopithecus_roxellana ENSRROG00000031853
rhinopithecus_bieti ENSRBIG00000043950
mandrillus_leucophaeus ENSMLEG00000037042
cercocebus_atys ENSCATG00000028291
macaca_nemestrina ENSMNEG00000038391
macaca_fascicularis ENSMFAG00000031956
macaca_mulatta ENSMMUG00000004177
theropithecus_gelada ENSTGEG00000028983
papio_anubis ENSPANG00000010543
cebus_capucinus_imitator ENSCCAG00000021238
saimiri_boliviensis_boliviensis ENSSBOG00000031257
aotus_nancymaae ENSANAG00000036407
callithrix_jacchus ENSCJAG00000010630
carlito_syrichta ENSTSYG00000027604
propithecus_coquereli ENSPCOG00000017892
prolemur_simus ENSPSMG00000001871
microcebus_murinus ENSMICG00000002875
otolemur_garnettii ENSOGAG00000014859
tupaia_belangeri ENSTBEG00000005393
dasypus_novemcinctus ENSDNOG00000041958
loxodonta_africana ENSLAFG00000010345
procavia_capensis ENSPCAG00000006524
ornithorhynchus_anatinus ENSOANG00000015731
pelodiscus_sinensis ENSPSIG00000003047
pelodiscus_sinensis ENSPSIG00000003035
chelonoidis_abingdonii ENSCABG00000019134
gopherus_agassizii ENSGAGG00000001234
chrysemys_picta_bellii ENSCPBG00000018296
crocodylus_porosus ENSCPRG00005008663
pogona_vitticeps ENSPVIG00000023958
anolis_carolinensis ENSACAG00000005438
notechis_scutatus ENSNSUG00000012012
salvator_merianae ENSSMRG00000021984
calidris_pugnax ENSCPUG00000018849
calidris_pygmaea ENSCPGG00000007791
melopsittacus_undulatus ENSMUNG00000014199
lonchura_striata_domestica ENSLSDG00000006154
taeniopygia_guttata ENSTGUG00000007532
junco_hyemalis ENSJHYG00000016385
zonotrichia_albicollis ENSZALG00000011418
serinus_canaria ENSSCAG00000003107
