bos_mutus ENSBMUG00000007559
bos_taurus ENSBTAG00000002425
bison_bison_bison ENSBBBG00000017678
ovis_aries ENSOARG00000004675
capra_hircus ENSCHIG00000020127
tursiops_truncatus ENSTTRG00000003797
sus_scrofa ENSSSCG00000015913
vicugna_pacos ENSVPAG00000007808
erinaceus_europaeus ENSEEUG00000004952
sorex_araneus ENSSARG00000010873
equus_caballus ENSECAG00000022007
ursus_americanus ENSUAMG00000011255
ursus_americanus ENSUAMG00000011253
ursus_americanus ENSUAMG00000004187
ursus_maritimus ENSUMAG00000013160
ailuropoda_melanoleuca ENSAMEG00000015522
mustela_putorius_furo ENSMPUG00000000691
neovison_vison ENSNVIG00000004287
canis_lupus_familiaris ENSCAFG00000011438
canis_lupus_dingo ENSCAFG00020001333
vulpes_vulpes ENSVVUG00000016916
panthera_pardus ENSPPRG00000024735
panthera_tigris_altaica ENSPTIG00000012839
felis_catus ENSFCAG00000000647
equus_asinus_asinus ENSEASG00005022917
equus_asinus_asinus ENSEASG00005022916
equus_caballus ENSECAG00000037624
myotis_lucifugus ENSMLUG00000009695
pan_troglodytes ENSPTRG00000012597
pan_paniscus ENSPPAG00000034120
homo_sapiens ENSG00000169432
gorilla_gorilla ENSGGOG00000025559
pongo_abelii ENSPPYG00000012899
nomascus_leucogenys ENSNLEG00000003419
mandrillus_leucophaeus ENSMLEG00000027685
cercocebus_atys ENSCATG00000045164
theropithecus_gelada ENSTGEG00000014837
papio_anubis ENSPANG00000005059
macaca_mulatta ENSMMUG00000018510
macaca_fascicularis ENSMFAG00000034634
macaca_nemestrina ENSMNEG00000031766
chlorocebus_sabaeus ENSCSAG00000015404
rhinopithecus_bieti ENSRBIG00000035807
rhinopithecus_roxellana ENSRROG00000036038
colobus_angolensis_palliatus ENSCANG00000037947
piliocolobus_tephrosceles ENSPTEG00000035056
cebus_capucinus_imitator ENSCCAG00000030561
saimiri_boliviensis_boliviensis ENSSBOG00000015324
callithrix_jacchus ENSCJAG00000006358
aotus_nancymaae ENSANAG00000026511
carlito_syrichta ENSTSYG00000014242
microcebus_murinus ENSMICG00000004943
propithecus_coquereli ENSPCOG00000018891
prolemur_simus ENSPSMG00000021712
otolemur_garnettii ENSOGAG00000013021
tupaia_belangeri ENSTBEG00000005952
castor_canadensis ENSCCNG00000000530
dipodomys_ordii ENSDORG00000014776
urocitellus_parryii ENSUPAG00010019954
ictidomys_tridecemlineatus ENSSTOG00000005970
spermophilus_dauricus ENSSDAG00000006829
marmota_marmota_marmota ENSMMMG00000023238
mus_spicilegus ENSMSIG00000013374
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024529
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000075316
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023607
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025058
rattus_norvegicus ENSRNOG00000006639
meriones_unguiculatus ENSMUGG00000019647
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017498
cricetulus_griseus_crigri_1.0 ENSCGRG00000003591
cricetulus_griseus_crigri-picr ENSCGRG00015005640
mesocricetus_auratus ENSMAUG00000007261
peromyscus_maniculatus_bairdii ENSPEMG00000010302
microtus_ochrogaster ENSMOCG00000007809
nannospalax_galili ENSNGAG00000002759
jaculus_jaculus ENSJJAG00000023830
chinchilla_lanigera ENSCLAG00000003743
octodon_degus ENSODEG00000001114
cavia_porcellus ENSCPOG00000013017
cavia_aperea ENSCAPG00000008160
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006689
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005815
fukomys_damarensis ENSFDAG00000004572
oryctolagus_cuniculus ENSOCUG00000005623
ochotona_princeps ENSOPRG00000005900
procavia_capensis ENSPCAG00000006975
echinops_telfairi ENSETEG00000005371
loxodonta_africana ENSLAFG00000003123
choloepus_hoffmanni ENSCHOG00000001870
dasypus_novemcinctus ENSDNOG00000008515
sarcophilus_harrisii ENSSHAG00000014022
monodelphis_domestica ENSMODG00000006587
phascolarctos_cinereus ENSPCIG00000021615
notamacropus_eugenii ENSMEUG00000003817
monodelphis_domestica ENSMODG00000028392
sarcophilus_harrisii ENSSHAG00000001518
phascolarctos_cinereus ENSPCIG00000021551
ornithorhynchus_anatinus ENSOANG00000006228
pteropus_vampyrus ENSPVAG00000002662
equus_asinus_asinus ENSEASG00005022918
periophthalmus_magnuspinnatus ENSPMGG00000000362
