mastacembelus_armatus ENSMAMG00000023035
monopterus_albus ENSMALG00000018081
anabas_testudineus ENSATEG00000021890
amphiprion_ocellaris ENSAOCG00000023350
amphiprion_percula ENSAPEG00000011529
acanthochromis_polyacanthus ENSAPOG00000008364
stegastes_partitus ENSSPAG00000020874
haplochromis_burtoni ENSHBUG00000008745
pundamilia_nyererei ENSPNYG00000010538
maylandia_zebra ENSMZEG00005011915
neolamprologus_brichardi ENSNBRG00000015995
oreochromis_niloticus ENSONIG00000015588
amphilophus_citrinellus ENSACIG00000011797
poecilia_formosa ENSPFOG00000017149
poecilia_latipinna ENSPLAG00000014435
poecilia_mexicana ENSPMEG00000020587
xiphophorus_couchianus ENSXCOG00000000790
xiphophorus_maculatus ENSXMAG00000023821
gambusia_affinis ENSGAFG00000006065
cyprinodon_variegatus ENSCVAG00000009965
fundulus_heteroclitus ENSFHEG00000018903
kryptolebias_marmoratus ENSKMAG00000006291
hippocampus_comes ENSHCOG00000017737
seriola_dumerili ENSSDUG00000000763
seriola_lalandi_dorsalis ENSSLDG00000003338
scophthalmus_maximus ENSSMAG00000018929
labrus_bergylta ENSLBEG00000003959
takifugu_rubripes ENSTRUG00000023714
mola_mola ENSMMOG00000020350
periophthalmus_magnuspinnatus ENSPMGG00000003851
oryzias_latipes_asm223469v1 ENSORLG00015016448
oryzias_latipes_asm223467v1 ENSORLG00000027408
cynoglossus_semilaevis ENSCSEG00000000881
esox_lucius ENSELUG00000003381
pygocentrus_nattereri ENSPNAG00000017175
astyanax_mexicanus ENSAMXG00000040996
ictalurus_punctatus ENSIPUG00000007715
danio_rerio ENSDARG00000045797
scleropages_formosus ENSSFOG00015022179
paramormyrops_kingsleyae ENSPKIG00000016405
chelonoidis_abingdonii ENSCABG00000011515
gopherus_agassizii ENSGAGG00000003245
pelodiscus_sinensis ENSPSIG00000009827
anolis_carolinensis ENSACAG00000016187
salvator_merianae ENSSMRG00000015963
sphenodon_punctatus ENSSPUG00000001078
castor_canadensis ENSCCNG00000019546
dipodomys_ordii ENSDORG00000024851
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000063320
mus_spicilegus ENSMSIG00000002249
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031423
meriones_unguiculatus ENSMUGG00000025605
cricetulus_griseus_crigri_1.0 ENSCGRG00000007476
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021751
cricetulus_griseus_crigri-picr ENSCGRG00015013430
mesocricetus_auratus ENSMAUG00000000988
peromyscus_maniculatus_bairdii ENSPEMG00000026334
microtus_ochrogaster ENSMOCG00000014043
rattus_norvegicus ENSRNOG00000026982
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015661
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008617
cricetulus_griseus_crigri_1.0 ENSCGRG00000012463
cricetulus_griseus_crigri-picr ENSCGRG00015015422
nannospalax_galili ENSNGAG00000013621
jaculus_jaculus ENSJJAG00000000049
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011427
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006075
chinchilla_lanigera ENSCLAG00000008186
cavia_porcellus ENSCPOG00000040645
tupaia_belangeri ENSTBEG00000014465
ovis_aries ENSOARG00000016457
capra_hircus ENSCHIG00000022542
bos_taurus ENSBTAG00000048280
bos_mutus ENSBMUG00000007954
bison_bison_bison ENSBBBG00000016141
sus_scrofa ENSSSCG00000032910
sorex_araneus ENSSARG00000014340
canis_lupus_familiaris ENSCAFG00000030535
canis_lupus_dingo ENSCAFG00020025608
vulpes_vulpes ENSVVUG00000017559
neovison_vison ENSNVIG00000010617
ursus_maritimus ENSUMAG00000018904
ursus_americanus ENSUAMG00000009379
ailuropoda_melanoleuca ENSAMEG00000006605
panthera_tigris_altaica ENSPTIG00000016617
panthera_pardus ENSPPRG00000013349
equus_asinus_asinus ENSEASG00005020811
equus_caballus ENSECAG00000001215
pteropus_vampyrus ENSPVAG00000007279
myotis_lucifugus ENSMLUG00000004829
propithecus_coquereli ENSPCOG00000016206
microcebus_murinus ENSMICG00000032809
prolemur_simus ENSPSMG00000012018
otolemur_garnettii ENSOGAG00000017013
carlito_syrichta ENSTSYG00000013825
piliocolobus_tephrosceles ENSPTEG00000014193
colobus_angolensis_palliatus ENSCANG00000027704
rhinopithecus_bieti ENSRBIG00000031549
rhinopithecus_roxellana ENSRROG00000031417
macaca_fascicularis ENSMFAG00000042784
macaca_mulatta ENSMMUG00000031591
macaca_nemestrina ENSMNEG00000029279
mandrillus_leucophaeus ENSMLEG00000013592
papio_anubis ENSPANG00000005559
theropithecus_gelada ENSTGEG00000009418
cercocebus_atys ENSCATG00000039977
chlorocebus_sabaeus ENSCSAG00000003056
gorilla_gorilla ENSGGOG00000016103
homo_sapiens ENSG00000204954
pan_troglodytes ENSPTRG00000029559
pan_paniscus ENSPPAG00000041703
pongo_abelii ENSPPYG00000004889
nomascus_leucogenys ENSNLEG00000006530
saimiri_boliviensis_boliviensis ENSSBOG00000032576
saimiri_boliviensis_boliviensis ENSSBOG00000027795
cebus_capucinus_imitator ENSCCAG00000035579
callithrix_jacchus ENSCJAG00000039743
aotus_nancymaae ENSANAG00000017797
cebus_capucinus_imitator ENSCCAG00000024147
urocitellus_parryii ENSUPAG00010002519
urocitellus_parryii ENSUPAG00010019807
ictidomys_tridecemlineatus ENSSTOG00000005332
spermophilus_dauricus ENSSDAG00000022184
marmota_marmota_marmota ENSMMMG00000017405
procavia_capensis ENSPCAG00000001056
loxodonta_africana ENSLAFG00000005347
dasypus_novemcinctus ENSDNOG00000045478
phascolarctos_cinereus ENSPCIG00000013204
notamacropus_eugenii ENSMEUG00000014244
monodelphis_domestica ENSMODG00000024970
sarcophilus_harrisii ENSSHAG00000000313
gallus_gallus ENSGALG00000030933
meleagris_gallopavo ENSMGAG00000012998
anser_brachyrhynchus ENSABRG00000005952
melopsittacus_undulatus ENSMUNG00000001879
calidris_pygmaea ENSCPGG00000011150
parus_major ENSPMJG00000008838
cyanistes_caeruleus ENSCCEG00000008331
ficedula_albicollis ENSFALG00000000574
taeniopygia_guttata ENSTGUG00000011180
lonchura_striata_domestica ENSLSDG00000014753
junco_hyemalis ENSJHYG00000008984
lepidothrix_coronata ENSLCOG00000009481
manacus_vitellinus ENSMVIG00005017638
apteryx_haastii ENSAHAG00000008757
apteryx_owenii ENSAOWG00000002766
apteryx_rowi ENSARWG00000007242
dromaius_novaehollandiae ENSDNVG00000007038
nothoprocta_perdicaria ENSNPEG00000015728
latimeria_chalumnae ENSLACG00000022441
eptatretus_burgeri ENSEBUG00000015776
petromyzon_marinus ENSPMAG00000001120
