poecilia_formosa ENSPFOG00000004383
poecilia_latipinna ENSPLAG00000014230
poecilia_mexicana ENSPMEG00000007080
poecilia_reticulata ENSPREG00000010293
xiphophorus_maculatus ENSXMAG00000024149
xiphophorus_couchianus ENSXCOG00000020263
gambusia_affinis ENSGAFG00000005572
fundulus_heteroclitus ENSFHEG00000020630
cyprinodon_variegatus ENSCVAG00000014757
kryptolebias_marmoratus ENSKMAG00000019482
oryzias_latipes_asm223469v1 ENSORLG00015014788
oryzias_latipes_asm223471v1 ENSORLG00020016394
oryzias_latipes_asm223467v1 ENSORLG00000005254
oryzias_melastigma ENSOMEG00000007170
amphiprion_percula ENSAPEG00000004708
amphiprion_ocellaris ENSAOCG00000016787
acanthochromis_polyacanthus ENSAPOG00000004124
stegastes_partitus ENSSPAG00000019737
pundamilia_nyererei ENSPNYG00000016292
haplochromis_burtoni ENSHBUG00000007244
astatotilapia_calliptera ENSACLG00000027896
maylandia_zebra ENSMZEG00005005871
neolamprologus_brichardi ENSNBRG00000007232
oreochromis_niloticus ENSONIG00000012219
amphilophus_citrinellus ENSACIG00000000837
mastacembelus_armatus ENSMAMG00000022240
monopterus_albus ENSMALG00000010721
anabas_testudineus ENSATEG00000003664
cynoglossus_semilaevis ENSCSEG00000010375
scophthalmus_maximus ENSSMAG00000006998
seriola_lalandi_dorsalis ENSSLDG00000012772
seriola_dumerili ENSSDUG00000021713
mola_mola ENSMMOG00000006150
labrus_bergylta ENSLBEG00000025355
hippocampus_comes ENSHCOG00000009834
