lonchura_striata_domestica ENSLSDG00000006675
taeniopygia_guttata ENSTGUG00000013350
serinus_canaria ENSSCAG00000011445
junco_hyemalis ENSJHYG00000009252
zonotrichia_albicollis ENSZALG00000018016
ficedula_albicollis ENSFALG00000004998
cyanistes_caeruleus ENSCCEG00000015125
parus_major ENSPMJG00000010162
manacus_vitellinus ENSMVIG00005012246
lepidothrix_coronata ENSLCOG00000001992
calidris_pygmaea ENSCPGG00000006382
calidris_pugnax ENSCPUG00000006020
melopsittacus_undulatus ENSMUNG00000000056
anas_platyrhynchos_platyrhynchos ENSAPLG00000009246
anser_brachyrhynchus ENSABRG00000003413
gallus_gallus ENSGALG00000050907
gallus_gallus ENSGALG00000041564
coturnix_japonica ENSCJPG00005016703
meleagris_gallopavo ENSMGAG00000013989
numida_meleagris ENSNMEG00000016920
apteryx_owenii ENSAOWG00000005571
apteryx_haastii ENSAHAG00000007003
apteryx_rowi ENSARWG00000008773
apteryx_haastii ENSAHAG00000011599
dromaius_novaehollandiae ENSDNVG00000015975
nothoprocta_perdicaria ENSNPEG00000008781
crocodylus_porosus ENSCPRG00005012395
gopherus_agassizii ENSGAGG00000007779
chelonoidis_abingdonii ENSCABG00000006793
chelonoidis_abingdonii ENSCABG00000011200
chrysemys_picta_bellii ENSCPBG00000000822
pelodiscus_sinensis ENSPSIG00000007195
anolis_carolinensis ENSACAG00000007808
pogona_vitticeps ENSPVIG00000025265
notechis_scutatus ENSNSUG00000018904
salvator_merianae ENSSMRG00000019312
sphenodon_punctatus ENSSPUG00000004999
phascolarctos_cinereus ENSPCIG00000023762
notamacropus_eugenii ENSMEUG00000015550
sarcophilus_harrisii ENSSHAG00000001344
monodelphis_domestica ENSMODG00000005193
microcebus_murinus ENSMICG00000009764
microcebus_murinus ENSMICG00000036268
prolemur_simus ENSPSMG00000015225
otolemur_garnettii ENSOGAG00000003687
pan_paniscus ENSPPAG00000028925
pan_troglodytes ENSPTRG00000024134
homo_sapiens ENSG00000198162
gorilla_gorilla ENSGGOG00000014278
pongo_abelii ENSPPYG00000000973
nomascus_leucogenys ENSNLEG00000005272
macaca_nemestrina ENSMNEG00000031399
macaca_fascicularis ENSMFAG00000042171
theropithecus_gelada ENSTGEG00000008065
cercocebus_atys ENSCATG00000035447
mandrillus_leucophaeus ENSMLEG00000041597
papio_anubis ENSPANG00000012472
chlorocebus_sabaeus ENSCSAG00000001702
rhinopithecus_bieti ENSRBIG00000030646
rhinopithecus_roxellana ENSRROG00000001296
colobus_angolensis_palliatus ENSCANG00000041860
piliocolobus_tephrosceles ENSPTEG00000033417
saimiri_boliviensis_boliviensis ENSSBOG00000027903
callithrix_jacchus ENSCJAG00000005860
cebus_capucinus_imitator ENSCCAG00000034354
aotus_nancymaae ENSANAG00000025558
tupaia_belangeri ENSTBEG00000010544
microtus_ochrogaster ENSMOCG00000020901
peromyscus_maniculatus_bairdii ENSPEMG00000007670
cricetulus_griseus_crigri_1.0 ENSCGRG00000002015
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020266
cricetulus_griseus_crigri-picr ENSCGRG00015025680
mesocricetus_auratus ENSMAUG00000000417
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000008763
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026374
mus_spicilegus ENSMSIG00000017361
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025424
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026868
rattus_norvegicus ENSRNOG00000015226
nannospalax_galili ENSNGAG00000013740
jaculus_jaculus ENSJJAG00000017865
dipodomys_ordii ENSDORG00000025695
castor_canadensis ENSCCNG00000003305
meriones_unguiculatus ENSMUGG00000002411
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017646
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007375
fukomys_damarensis ENSFDAG00000013480
cavia_porcellus ENSCPOG00000004935
cavia_aperea ENSCAPG00000009223
octodon_degus ENSODEG00000005674
chinchilla_lanigera ENSCLAG00000008573
ictidomys_tridecemlineatus ENSSTOG00000016016
marmota_marmota_marmota ENSMMMG00000015283
spermophilus_dauricus ENSSDAG00000020281
urocitellus_parryii ENSUPAG00010013321
oryctolagus_cuniculus ENSOCUG00000012648
ochotona_princeps ENSOPRG00000008281
ailuropoda_melanoleuca ENSAMEG00000004421
ursus_maritimus ENSUMAG00000004672
mustela_putorius_furo ENSMPUG00000001585
neovison_vison ENSNVIG00000000375
canis_lupus_familiaris ENSCAFG00000009873
canis_lupus_dingo ENSCAFG00020020664
vulpes_vulpes ENSVVUG00000010442
panthera_tigris_altaica ENSPTIG00000013526
panthera_pardus ENSPPRG00000000605
felis_catus ENSFCAG00000019000
equus_asinus_asinus ENSEASG00005006389
equus_caballus ENSECAG00000019681
capra_hircus ENSCHIG00000013056
ovis_aries ENSOARG00000020315
bos_taurus ENSBTAG00000003586
bos_mutus ENSBMUG00000016570
bison_bison_bison ENSBBBG00000012766
tursiops_truncatus ENSTTRG00000010540
sus_scrofa ENSSSCG00000006730
vicugna_pacos ENSVPAG00000008282
myotis_lucifugus ENSMLUG00000014231
pteropus_vampyrus ENSPVAG00000002371
erinaceus_europaeus ENSEEUG00000000472
sorex_araneus ENSSARG00000001200
propithecus_coquereli ENSPCOG00000017904
carlito_syrichta ENSTSYG00000036384
macaca_mulatta ENSMMUG00000047035
macaca_mulatta ENSMMUG00000043784
castor_canadensis ENSCCNG00000003153
meriones_unguiculatus ENSMUGG00000011563
ursus_americanus ENSUAMG00000019070
loxodonta_africana ENSLAFG00000017263
procavia_capensis ENSPCAG00000011896
echinops_telfairi ENSETEG00000003095
choloepus_hoffmanni ENSCHOG00000000232
dasypus_novemcinctus ENSDNOG00000008114
ornithorhynchus_anatinus ENSOANG00000003066
xenopus_tropicalis ENSXETG00000009907
latimeria_chalumnae ENSLACG00000002202
acanthochromis_polyacanthus ENSAPOG00000012583
amphiprion_ocellaris ENSAOCG00000016025
stegastes_partitus ENSSPAG00000000757
haplochromis_burtoni ENSHBUG00000004458
cyprinodon_variegatus ENSCVAG00000014750
fundulus_heteroclitus ENSFHEG00000012280
xiphophorus_maculatus ENSXMAG00000015078
xiphophorus_couchianus ENSXCOG00000018190
gambusia_affinis ENSGAFG00000013194
poecilia_formosa ENSPFOG00000017997
poecilia_latipinna ENSPLAG00000014215
poecilia_mexicana ENSPMEG00000009233
kryptolebias_marmoratus ENSKMAG00000016151
mastacembelus_armatus ENSMAMG00000020772
monopterus_albus ENSMALG00000020286
maylandia_zebra ENSMZEG00005019424
astatotilapia_calliptera ENSACLG00000016772
pundamilia_nyererei ENSPNYG00000006092
neolamprologus_brichardi ENSNBRG00000014990
oreochromis_niloticus ENSONIG00000015671
amphilophus_citrinellus ENSACIG00000007106
oryzias_latipes_asm223467v1 ENSORLG00000008338
oryzias_latipes_asm223471v1 ENSORLG00020022399
oryzias_latipes_asm223469v1 ENSORLG00015023222
oryzias_melastigma ENSOMEG00000017454
cynoglossus_semilaevis ENSCSEG00000004472
periophthalmus_magnuspinnatus ENSPMGG00000022707
hippocampus_comes ENSHCOG00000017733
gadus_morhua ENSGMOG00000004751
seriola_lalandi_dorsalis ENSSLDG00000004306
seriola_lalandi_dorsalis ENSSLDG00000008447
mola_mola ENSMMOG00000019411
labrus_bergylta ENSLBEG00000013633
gasterosteus_aculeatus ENSGACG00000008277
amphiprion_percula ENSAPEG00000018405
seriola_dumerili ENSSDUG00000014408
seriola_lalandi_dorsalis ENSSLDG00000023446
scophthalmus_maximus ENSSMAG00000008488
poecilia_reticulata ENSPREG00000019503
takifugu_rubripes ENSTRUG00000001445
tetraodon_nigroviridis ENSTNIG00000015657
anabas_testudineus ENSATEG00000000565
acanthochromis_polyacanthus ENSAPOG00000022143
stegastes_partitus ENSSPAG00000006372
amphiprion_ocellaris ENSAOCG00000020518
haplochromis_burtoni ENSHBUG00000010759
cyprinodon_variegatus ENSCVAG00000009817
cyprinodon_variegatus ENSCVAG00000020228
astyanax_mexicanus ENSAMXG00000037740
esox_lucius ENSELUG00000005773
pygocentrus_nattereri ENSPNAG00000024992
astyanax_mexicanus ENSAMXG00000034933
ictalurus_punctatus ENSIPUG00000003278
danio_rerio ENSDARG00000041728
paramormyrops_kingsleyae ENSPKIG00000024949
scleropages_formosus ENSSFOG00015000479
paramormyrops_kingsleyae ENSPKIG00000011753
scleropages_formosus ENSSFOG00015009725
lepisosteus_oculatus ENSLOCG00000011087
petromyzon_marinus ENSPMAG00000000921
eptatretus_burgeri ENSEBUG00000008759
