scophthalmus_maximus ENSSMAG00000011819
mastacembelus_armatus ENSMAMG00000001850
poecilia_formosa ENSPFOG00000012963
oryzias_latipes_asm223467v1 ENSORLG00000012132
maylandia_zebra ENSMZEG00005017525
astatotilapia_calliptera ENSACLG00000023591
haplochromis_burtoni ENSHBUG00000014815
pundamilia_nyererei ENSPNYG00000023182
neolamprologus_brichardi ENSNBRG00000001211
mola_mola ENSMMOG00000016093
castor_canadensis ENSCCNG00000009341
rhinopithecus_roxellana ENSRROG00000023787
scleropages_formosus ENSSFOG00015010303
ciona_intestinalis ENSCING00000006648
drosophila_melanogaster FBgn0011642
caenorhabditis_elegans_strain_n2 WBGene00006999
