bos_taurus ENSBTAG00000051428
bison_bison_bison ENSBBBG00000022550
bos_mutus ENSBMUG00000003580
capra_hircus ENSCHIG00000013154
capra_hircus ENSCHIG00000026073
bison_bison_bison ENSBBBG00000022544
sus_scrofa ENSSSCG00000031517
sus_scrofa ENSSSCG00000035233
sus_scrofa ENSSSCG00000039742
sus_scrofa ENSSSCG00000029164
sorex_araneus ENSSARG00000014269
erinaceus_europaeus ENSEEUG00000013236
mustela_putorius_furo ENSMPUG00000019957
mustela_putorius_furo ENSMPUG00000019955
neovison_vison ENSNVIG00000003757
neovison_vison ENSNVIG00000003780
mustela_putorius_furo ENSMPUG00000019956
neovison_vison ENSNVIG00000003768
ursus_americanus ENSUAMG00000008239
ursus_americanus ENSUAMG00000007833
ailuropoda_melanoleuca ENSAMEG00000007638
felis_catus ENSFCAG00000042366
felis_catus ENSFCAG00000045434
panthera_tigris_altaica ENSPTIG00000002349
panthera_tigris_altaica ENSPTIG00000014415
panthera_pardus ENSPPRG00000020733
panthera_pardus ENSPPRG00000020719
equus_asinus_asinus ENSEASG00005017382
equus_caballus ENSECAG00000038915
equus_caballus ENSECAG00000034591
equus_caballus ENSECAG00000032768
equus_asinus_asinus ENSEASG00005017327
ailuropoda_melanoleuca ENSAMEG00000001649
prolemur_simus ENSPSMG00000016446
otolemur_garnettii ENSOGAG00000014688
theropithecus_gelada ENSTGEG00000013414
callithrix_jacchus ENSCJAG00000021182
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021410
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020746
fukomys_damarensis ENSFDAG00000016820
urocitellus_parryii ENSUPAG00010023270
spermophilus_dauricus ENSSDAG00000000934
marmota_marmota_marmota ENSMMMG00000000675
urocitellus_parryii ENSUPAG00010021082
spermophilus_dauricus ENSSDAG00000001270
marmota_marmota_marmota ENSMMMG00000000604
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010713
cricetulus_griseus_crigri_1.0 ENSCGRG00000018973
cricetulus_griseus_crigri-picr ENSCGRG00015007827
mesocricetus_auratus ENSMAUG00000001930
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005019
cricetulus_griseus_crigri-picr ENSCGRG00015007694
cricetulus_griseus_crigri_1.0 ENSCGRG00000018871
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010791
cricetulus_griseus_crigri-picr ENSCGRG00015007800
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011138
cricetulus_griseus_crigri_1.0 ENSCGRG00000018818
cricetulus_griseus_crigri-picr ENSCGRG00015007818
cricetulus_griseus_crigri-picr ENSCGRG00015007824
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001860
mesocricetus_auratus ENSMAUG00000001244
cricetulus_griseus_crigri-picr ENSCGRG00015007807
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001329
cricetulus_griseus_crigri_1.0 ENSCGRG00000018993
microtus_ochrogaster ENSMOCG00000008227
microtus_ochrogaster ENSMOCG00000000047
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000109449
mus_spicilegus ENSMSIG00000018545
rattus_norvegicus ENSRNOG00000046847
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024065
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095586
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000109322
mus_spicilegus ENSMSIG00000008997
rattus_norvegicus ENSRNOG00000048607
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024977
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024063
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025505
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025504
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000096703
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024981
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000096554
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024978
mus_spicilegus ENSMSIG00000018556
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095156
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025503
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024979
rattus_norvegicus ENSRNOG00000050411
rattus_norvegicus ENSRNOG00000054410
meriones_unguiculatus ENSMUGG00000014666
meriones_unguiculatus ENSMUGG00000014659
meriones_unguiculatus ENSMUGG00000014674
nannospalax_galili ENSNGAG00000000870
jaculus_jaculus ENSJJAG00000000274
castor_canadensis ENSCCNG00000012498
castor_canadensis ENSCCNG00000006038
castor_canadensis ENSCCNG00000005964
oryctolagus_cuniculus ENSOCUG00000026583
loxodonta_africana ENSLAFG00000008894
loxodonta_africana ENSLAFG00000030444
loxodonta_africana ENSLAFG00000031505
dasypus_novemcinctus ENSDNOG00000033717
dasypus_novemcinctus ENSDNOG00000012143
dasypus_novemcinctus ENSDNOG00000040622
