ciona_intestinalis ENSCING00000007832
ciona_savignyi ENSCSAVG00000004383
scleropages_formosus ENSSFOG00015006162
paramormyrops_kingsleyae ENSPKIG00000020126
scophthalmus_maximus ENSSMAG00000018026
cynoglossus_semilaevis ENSCSEG00000019578
hippocampus_comes ENSHCOG00000012533
hippocampus_comes ENSHCOG00000017237
mastacembelus_armatus ENSMAMG00000013330
monopterus_albus ENSMALG00000013970
anabas_testudineus ENSATEG00000002300
seriola_lalandi_dorsalis ENSSLDG00000021523
seriola_dumerili ENSSDUG00000013042
labrus_bergylta ENSLBEG00000014927
gasterosteus_aculeatus ENSGACG00000020576
poecilia_formosa ENSPFOG00000017012
poecilia_latipinna ENSPLAG00000017532
poecilia_mexicana ENSPMEG00000007615
poecilia_reticulata ENSPREG00000012558
xiphophorus_maculatus ENSXMAG00000017571
xiphophorus_couchianus ENSXCOG00000011904
gambusia_affinis ENSGAFG00000019465
fundulus_heteroclitus ENSFHEG00000017720
cyprinodon_variegatus ENSCVAG00000019278
kryptolebias_marmoratus ENSKMAG00000004180
oryzias_latipes_asm223471v1 ENSORLG00020011940
oryzias_latipes_asm223469v1 ENSORLG00015017977
oryzias_latipes_asm223467v1 ENSORLG00000004334
oryzias_melastigma ENSOMEG00000014367
pundamilia_nyererei ENSPNYG00000023061
haplochromis_burtoni ENSHBUG00000007824
maylandia_zebra ENSMZEG00005024356
astatotilapia_calliptera ENSACLG00000002217
neolamprologus_brichardi ENSNBRG00000011889
oreochromis_niloticus ENSONIG00000004673
amphilophus_citrinellus ENSACIG00000009160
amphiprion_ocellaris ENSAOCG00000009897
amphiprion_percula ENSAPEG00000021084
acanthochromis_polyacanthus ENSAPOG00000002854
stegastes_partitus ENSSPAG00000006769
stegastes_partitus ENSSPAG00000016980
mola_mola ENSMMOG00000010177
mola_mola ENSMMOG00000010171
tetraodon_nigroviridis ENSTNIG00000009941
takifugu_rubripes ENSTRUG00000007351
periophthalmus_magnuspinnatus ENSPMGG00000016762
gadus_morhua ENSGMOG00000014924
esox_lucius ENSELUG00000009800
pygocentrus_nattereri ENSPNAG00000021162
astyanax_mexicanus ENSAMXG00000034960
ictalurus_punctatus ENSIPUG00000010657
danio_rerio ENSDARG00000035332
lepisosteus_oculatus ENSLOCG00000009219
gopherus_agassizii ENSGAGG00000022541
chelonoidis_abingdonii ENSCABG00000009324
chrysemys_picta_bellii ENSCPBG00000006417
pelodiscus_sinensis ENSPSIG00000013627
lepidothrix_coronata ENSLCOG00000010892
manacus_vitellinus ENSMVIG00005001504
taeniopygia_guttata ENSTGUG00000013444
lonchura_striata_domestica ENSLSDG00000004529
serinus_canaria ENSSCAG00000008872
zonotrichia_albicollis ENSZALG00000009587
junco_hyemalis ENSJHYG00000015598
parus_major ENSPMJG00000002842
cyanistes_caeruleus ENSCCEG00000004461
ficedula_albicollis ENSFALG00000004671
melopsittacus_undulatus ENSMUNG00000006117
calidris_pygmaea ENSCPGG00000015857
calidris_pugnax ENSCPUG00000012643
anser_brachyrhynchus ENSABRG00000015139
anas_platyrhynchos_platyrhynchos ENSAPLG00000012558
gallus_gallus ENSGALG00000037962
coturnix_japonica ENSCJPG00005005211
meleagris_gallopavo ENSMGAG00000014517
numida_meleagris ENSNMEG00000011168
apteryx_rowi ENSARWG00000013887
apteryx_owenii ENSAOWG00000008959
apteryx_haastii ENSAHAG00000019174
dromaius_novaehollandiae ENSDNVG00000008725
nothoprocta_perdicaria ENSNPEG00000009176
crocodylus_porosus ENSCPRG00005014434
pogona_vitticeps ENSPVIG00000011750
anolis_carolinensis ENSACAG00000002935
notechis_scutatus ENSNSUG00000017210
salvator_merianae ENSSMRG00000023062
sphenodon_punctatus ENSSPUG00000012531
phascolarctos_cinereus ENSPCIG00000016362
notamacropus_eugenii ENSMEUG00000004058
monodelphis_domestica ENSMODG00000021074
sarcophilus_harrisii ENSSHAG00000009555
microcebus_murinus ENSMICG00000016456
microcebus_murinus ENSMICG00000044167
propithecus_coquereli ENSPCOG00000027544
prolemur_simus ENSPSMG00000009317
otolemur_garnettii ENSOGAG00000006008
pan_paniscus ENSPPAG00000009038
pan_troglodytes ENSPTRG00000013857
homo_sapiens ENSG00000159079
gorilla_gorilla ENSGGOG00000037164
pongo_abelii ENSPPYG00000011364
nomascus_leucogenys ENSNLEG00000030059
rhinopithecus_roxellana ENSRROG00000037887
rhinopithecus_bieti ENSRBIG00000026515
piliocolobus_tephrosceles ENSPTEG00000012353
colobus_angolensis_palliatus ENSCANG00000033052
macaca_fascicularis ENSMFAG00000037088
macaca_nemestrina ENSMNEG00000030779
mandrillus_leucophaeus ENSMLEG00000028996
cercocebus_atys ENSCATG00000037049
theropithecus_gelada ENSTGEG00000027276
papio_anubis ENSPANG00000022530
chlorocebus_sabaeus ENSCSAG00000009638
macaca_mulatta ENSMMUG00000010304
homo_sapiens ENSG00000265590
cebus_capucinus_imitator ENSCCAG00000027358
callithrix_jacchus ENSCJAG00000009160
saimiri_boliviensis_boliviensis ENSSBOG00000019656
aotus_nancymaae ENSANAG00000027049
carlito_syrichta ENSTSYG00000000980
tupaia_belangeri ENSTBEG00000015965
dasypus_novemcinctus ENSDNOG00000008197
capra_hircus ENSCHIG00000026948
ovis_aries ENSOARG00000013554
bos_taurus ENSBTAG00000003059
bos_mutus ENSBMUG00000007881
bison_bison_bison ENSBBBG00000017374
tursiops_truncatus ENSTTRG00000002215
sus_scrofa ENSSSCG00000040827
vicugna_pacos ENSVPAG00000001235
pteropus_vampyrus ENSPVAG00000000891
canis_lupus_familiaris ENSCAFG00000008998
canis_lupus_dingo ENSCAFG00020025972
vulpes_vulpes ENSVVUG00000023156
mustela_putorius_furo ENSMPUG00000001149
neovison_vison ENSNVIG00000005117
ursus_maritimus ENSUMAG00000018123
ursus_americanus ENSUAMG00000018567
ailuropoda_melanoleuca ENSAMEG00000015081
panthera_pardus ENSPPRG00000023279
panthera_tigris_altaica ENSPTIG00000005801
felis_catus ENSFCAG00000046205
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004883
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010651
fukomys_damarensis ENSFDAG00000011088
chinchilla_lanigera ENSCLAG00000010614
octodon_degus ENSODEG00000002448
cavia_porcellus ENSCPOG00000036050
cavia_aperea ENSCAPG00000015226
urocitellus_parryii ENSUPAG00010001693
ictidomys_tridecemlineatus ENSSTOG00000015799
marmota_marmota_marmota ENSMMMG00000000468
peromyscus_maniculatus_bairdii ENSPEMG00000021301
microtus_ochrogaster ENSMOCG00000008204
cricetulus_griseus_crigri_1.0 ENSCGRG00000017650
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014106
cricetulus_griseus_crigri-picr ENSCGRG00015013364
mesocricetus_auratus ENSMAUG00000013919
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022972
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021856
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020950
mus_spicilegus ENSMSIG00000016647
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016655
rattus_norvegicus ENSRNOG00000021399
meriones_unguiculatus ENSMUGG00000012579
nannospalax_galili ENSNGAG00000009170
jaculus_jaculus ENSJJAG00000017189
castor_canadensis ENSCCNG00000029214
dipodomys_ordii ENSDORG00000014733
loxodonta_africana ENSLAFG00000011803
echinops_telfairi ENSETEG00000018671
equus_asinus_asinus ENSEASG00005007688
equus_caballus ENSECAG00000019974
procavia_capensis ENSPCAG00000009853
myotis_lucifugus ENSMLUG00000017336
erinaceus_europaeus ENSEEUG00000013743
oryctolagus_cuniculus ENSOCUG00000000461
ochotona_princeps ENSOPRG00000013583
xenopus_tropicalis ENSXETG00000009902
latimeria_chalumnae ENSLACG00000004992
eptatretus_burgeri ENSEBUG00000012400
petromyzon_marinus ENSPMAG00000001231
drosophila_melanogaster FBgn0040696
