drosophila_melanogaster FBgn0003268
caenorhabditis_elegans_strain_n2 WBGene00018900
ornithorhynchus_anatinus ENSOANG00000029222
ornithorhynchus_anatinus ENSOANG00000028908
mastacembelus_armatus ENSMAMG00000017526
anabas_testudineus ENSATEG00000011866
seriola_dumerili ENSSDUG00000020622
seriola_lalandi_dorsalis ENSSLDG00000017822
scophthalmus_maximus ENSSMAG00000017012
fundulus_heteroclitus ENSFHEG00000001766
cyprinodon_variegatus ENSCVAG00000023249
xiphophorus_maculatus ENSXMAG00000017627
gambusia_affinis ENSGAFG00000000394
poecilia_formosa ENSPFOG00000012079
poecilia_mexicana ENSPMEG00000018505
poecilia_latipinna ENSPLAG00000012376
poecilia_reticulata ENSPREG00000021130
kryptolebias_marmoratus ENSKMAG00000018935
oryzias_latipes_asm223469v1 ENSORLG00015006109
oryzias_latipes_asm223471v1 ENSORLG00020017488
oryzias_latipes_asm223467v1 ENSORLG00000006047
oryzias_melastigma ENSOMEG00000001609
pundamilia_nyererei ENSPNYG00000014140
haplochromis_burtoni ENSHBUG00000007770
maylandia_zebra ENSMZEG00005001185
astatotilapia_calliptera ENSACLG00000023610
oreochromis_niloticus ENSONIG00000013274
neolamprologus_brichardi ENSNBRG00000008425
amphilophus_citrinellus ENSACIG00000001828
amphiprion_ocellaris ENSAOCG00000005350
amphiprion_percula ENSAPEG00000024661
acanthochromis_polyacanthus ENSAPOG00000013413
stegastes_partitus ENSSPAG00000023488
tetraodon_nigroviridis ENSTNIG00000015826
takifugu_rubripes ENSTRUG00000008388
mola_mola ENSMMOG00000017091
labrus_bergylta ENSLBEG00000013796
gasterosteus_aculeatus ENSGACG00000008197
cynoglossus_semilaevis ENSCSEG00000014672
hippocampus_comes ENSHCOG00000019711
gadus_morhua ENSGMOG00000013998
esox_lucius ENSELUG00000015729
pygocentrus_nattereri ENSPNAG00000009055
astyanax_mexicanus ENSAMXG00000011908
ictalurus_punctatus ENSIPUG00000020947
danio_rerio ENSDARG00000101670
scleropages_formosus ENSSFOG00015018383
paramormyrops_kingsleyae ENSPKIG00000002395
lepisosteus_oculatus ENSLOCG00000005474
anser_brachyrhynchus ENSABRG00000017204
anas_platyrhynchos_platyrhynchos ENSAPLG00000007872
coturnix_japonica ENSCJPG00005020744
meleagris_gallopavo ENSMGAG00000004874
gallus_gallus ENSGALG00000004515
numida_meleagris ENSNMEG00000019830
lonchura_striata_domestica ENSLSDG00000004868
taeniopygia_guttata ENSTGUG00000006320
