mus_spicilegus ENSMSIG00000017889
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036721
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019124
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018268
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019318
rattus_norvegicus ENSRNOG00000052959
meriones_unguiculatus ENSMUGG00000019298
castor_canadensis ENSCCNG00000001167
ictidomys_tridecemlineatus ENSSTOG00000031908
urocitellus_parryii ENSUPAG00010011452
spermophilus_dauricus ENSSDAG00000022693
marmota_marmota_marmota ENSMMMG00000020571
oryctolagus_cuniculus ENSOCUG00000029211
cercocebus_atys ENSCATG00000038891
theropithecus_gelada ENSTGEG00000003619
macaca_mulatta ENSMMUG00000011675
piliocolobus_tephrosceles ENSPTEG00000036438
homo_sapiens ENSG00000158691
saimiri_boliviensis_boliviensis ENSSBOG00000033374
callithrix_jacchus ENSCJAG00000018619
pan_troglodytes ENSPTRG00000023946
pan_paniscus ENSPPAG00000036815
gorilla_gorilla ENSGGOG00000026544
pongo_abelii ENSPPYG00000016372
nomascus_leucogenys ENSNLEG00000004573
papio_anubis ENSPANG00000026498
mandrillus_leucophaeus ENSMLEG00000031747
macaca_fascicularis ENSMFAG00000046122
macaca_nemestrina ENSMNEG00000045286
chlorocebus_sabaeus ENSCSAG00000008038
rhinopithecus_bieti ENSRBIG00000038559
rhinopithecus_roxellana ENSRROG00000045536
colobus_angolensis_palliatus ENSCANG00000017644
aotus_nancymaae ENSANAG00000025013
cebus_capucinus_imitator ENSCCAG00000003675
prolemur_simus ENSPSMG00000015842
propithecus_coquereli ENSPCOG00000014791
otolemur_garnettii ENSOGAG00000027899
carlito_syrichta ENSTSYG00000006580
tupaia_belangeri ENSTBEG00000005941
capra_hircus ENSCHIG00000020036
ovis_aries ENSOARG00000017775
bison_bison_bison ENSBBBG00000003270
tursiops_truncatus ENSTTRG00000015642
vicugna_pacos ENSVPAG00000000041
equus_caballus ENSECAG00000039104
equus_asinus_asinus ENSEASG00005012118
bos_mutus ENSBMUG00000024287
bos_taurus ENSBTAG00000008943
sus_scrofa ENSSSCG00000001209
sorex_araneus ENSSARG00000013323
procavia_capensis ENSPCAG00000002240
loxodonta_africana ENSLAFG00000027269
mustela_putorius_furo ENSMPUG00000001275
neovison_vison ENSNVIG00000014181
ursus_maritimus ENSUMAG00000019372
ursus_americanus ENSUAMG00000012418
ailuropoda_melanoleuca ENSAMEG00000010443
canis_lupus_dingo ENSCAFG00020003048
canis_lupus_familiaris ENSCAFG00000024901
vulpes_vulpes ENSVVUG00000020150
panthera_pardus ENSPPRG00000013472
panthera_tigris_altaica ENSPTIG00000021525
felis_catus ENSFCAG00000024171
choloepus_hoffmanni ENSCHOG00000010682
dasypus_novemcinctus ENSDNOG00000036404
phascolarctos_cinereus ENSPCIG00000016598
