cynoglossus_semilaevis ENSCSEG00000001511
periophthalmus_magnuspinnatus ENSPMGG00000005230
takifugu_rubripes ENSTRUG00000014968
tetraodon_nigroviridis ENSTNIG00000014707
labrus_bergylta ENSLBEG00000019890
mola_mola ENSMMOG00000021696
gasterosteus_aculeatus ENSGACG00000001514
poecilia_mexicana ENSPMEG00000012241
poecilia_latipinna ENSPLAG00000012977
poecilia_formosa ENSPFOG00000018304
poecilia_reticulata ENSPREG00000001719
xiphophorus_maculatus ENSXMAG00000017432
gambusia_affinis ENSGAFG00000009800
fundulus_heteroclitus ENSFHEG00000015325
cyprinodon_variegatus ENSCVAG00000010029
kryptolebias_marmoratus ENSKMAG00000008909
oryzias_latipes_asm223471v1 ENSORLG00020003867
oryzias_latipes_asm223467v1 ENSORLG00000001908
oryzias_latipes_asm223469v1 ENSORLG00015022420
oryzias_melastigma ENSOMEG00000005956
astatotilapia_calliptera ENSACLG00000018502
maylandia_zebra ENSMZEG00005013200
haplochromis_burtoni ENSHBUG00000011054
pundamilia_nyererei ENSPNYG00000020135
neolamprologus_brichardi ENSNBRG00000000228
oreochromis_niloticus ENSONIG00000014428
amphilophus_citrinellus ENSACIG00000017227
amphiprion_percula ENSAPEG00000013987
amphiprion_ocellaris ENSAOCG00000003453
acanthochromis_polyacanthus ENSAPOG00000018927
stegastes_partitus ENSSPAG00000017092
monopterus_albus ENSMALG00000020828
mastacembelus_armatus ENSMAMG00000023718
anabas_testudineus ENSATEG00000010774
seriola_dumerili ENSSDUG00000016003
seriola_lalandi_dorsalis ENSSLDG00000024294
scophthalmus_maximus ENSSMAG00000020903
hippocampus_comes ENSHCOG00000012645
gadus_morhua ENSGMOG00000009430
esox_lucius ENSELUG00000024352
pygocentrus_nattereri ENSPNAG00000016395
astyanax_mexicanus ENSAMXG00000002233
ictalurus_punctatus ENSIPUG00000016785
danio_rerio ENSDARG00000001882
scleropages_formosus ENSSFOG00015020200
paramormyrops_kingsleyae ENSPKIG00000000831
labrus_bergylta ENSLBEG00000018766
tetraodon_nigroviridis ENSTNIG00000006140
mola_mola ENSMMOG00000013153
seriola_lalandi_dorsalis ENSSLDG00000025372
seriola_dumerili ENSSDUG00000016753
scophthalmus_maximus ENSSMAG00000008964
amphiprion_ocellaris ENSAOCG00000019602
amphiprion_percula ENSAPEG00000007406
acanthochromis_polyacanthus ENSAPOG00000020104
acanthochromis_polyacanthus ENSAPOG00000016790
stegastes_partitus ENSSPAG00000019800
astatotilapia_calliptera ENSACLG00000009650
maylandia_zebra ENSMZEG00005027064
pundamilia_nyererei ENSPNYG00000014218
haplochromis_burtoni ENSHBUG00000008249
neolamprologus_brichardi ENSNBRG00000020690
oreochromis_niloticus ENSONIG00000012463
amphilophus_citrinellus ENSACIG00000012801
xiphophorus_maculatus ENSXMAG00000007470
xiphophorus_couchianus ENSXCOG00000007995
gambusia_affinis ENSGAFG00000006191
poecilia_reticulata ENSPREG00000018575
poecilia_latipinna ENSPLAG00000010178
poecilia_mexicana ENSPMEG00000006781
poecilia_formosa ENSPFOG00000009220
fundulus_heteroclitus ENSFHEG00000018861
cyprinodon_variegatus ENSCVAG00000015385
kryptolebias_marmoratus ENSKMAG00000018672
oryzias_latipes_asm223467v1 ENSORLG00000009182
oryzias_latipes_asm223471v1 ENSORLG00020003507
oryzias_melastigma ENSOMEG00000013258
monopterus_albus ENSMALG00000010494
mastacembelus_armatus ENSMAMG00000010060
anabas_testudineus ENSATEG00000003786
hippocampus_comes ENSHCOG00000001709
periophthalmus_magnuspinnatus ENSPMGG00000005982
esox_lucius ENSELUG00000002782
lepidothrix_coronata ENSLCOG00000011281
manacus_vitellinus ENSMVIG00005018174
lonchura_striata_domestica ENSLSDG00000009904
taeniopygia_guttata ENSTGUG00000007987
serinus_canaria ENSSCAG00000004717
