pteropus_vampyrus ENSPVAG00000009117
myotis_lucifugus ENSMLUG00000030462
bos_mutus ENSBMUG00000014810
bos_taurus ENSBTAG00000002140
bison_bison_bison ENSBBBG00000012738
capra_hircus ENSCHIG00000017795
ovis_aries ENSOARG00000015525
tursiops_truncatus ENSTTRG00000006976
ailuropoda_melanoleuca ENSAMEG00000017657
mustela_putorius_furo ENSMPUG00000011550
canis_lupus_familiaris ENSCAFG00000000817
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000018914
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017197
mus_spicilegus ENSMSIG00000005124
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016355
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017490
rattus_norvegicus ENSRNOG00000026786
ochotona_princeps ENSOPRG00000004355
pan_troglodytes ENSPTRG00000017211
pan_paniscus ENSPPAG00000034624
homo_sapiens ENSG00000164399
gorilla_gorilla ENSGGOG00000001048
pongo_abelii ENSPPYG00000015753
nomascus_leucogenys ENSNLEG00000012611
macaca_nemestrina ENSMNEG00000042699
macaca_fascicularis ENSMFAG00000046164
macaca_mulatta ENSMMUG00000016912
papio_anubis ENSPANG00000011666
theropithecus_gelada ENSTGEG00000018533
mandrillus_leucophaeus ENSMLEG00000016086
cercocebus_atys ENSCATG00000041084
chlorocebus_sabaeus ENSCSAG00000013891
colobus_angolensis_palliatus ENSCANG00000028889
piliocolobus_tephrosceles ENSPTEG00000002440
rhinopithecus_bieti ENSRBIG00000032613
rhinopithecus_roxellana ENSRROG00000030385
cebus_capucinus_imitator ENSCCAG00000032589
saimiri_boliviensis_boliviensis ENSSBOG00000020935
callithrix_jacchus ENSCJAG00000012921
aotus_nancymaae ENSANAG00000036943
loxodonta_africana ENSLAFG00000025619
loxodonta_africana ENSLAFG00000031213
procavia_capensis ENSPCAG00000011661
echinops_telfairi ENSETEG00000012468
