salvator_merianae ENSSMRG00000021554
anolis_carolinensis ENSACAG00000005016
sphenodon_punctatus ENSSPUG00000013045
coturnix_japonica ENSCJPG00005021003
meleagris_gallopavo ENSMGAG00000010133
gallus_gallus ENSGALG00000008077
numida_meleagris ENSNMEG00000000684
anser_brachyrhynchus ENSABRG00000007901
calidris_pygmaea ENSCPGG00000005714
calidris_pugnax ENSCPUG00000006761
lepidothrix_coronata ENSLCOG00000006308
manacus_vitellinus ENSMVIG00005009526
melopsittacus_undulatus ENSMUNG00000001598
apteryx_haastii ENSAHAG00000000161
apteryx_rowi ENSARWG00000013196
apteryx_owenii ENSAOWG00000006471
dromaius_novaehollandiae ENSDNVG00000003374
crocodylus_porosus ENSCPRG00005000997
gopherus_agassizii ENSGAGG00000000402
chrysemys_picta_bellii ENSCPBG00000025513
pelodiscus_sinensis ENSPSIG00000015595
chelonoidis_abingdonii ENSCABG00000007083
chelonoidis_abingdonii ENSCABG00000007082
anas_platyrhynchos_platyrhynchos ENSAPLG00000018841
gallus_gallus ENSGALG00000046988
lonchura_striata_domestica ENSLSDG00000018103
serinus_canaria ENSSCAG00000010668
nothoprocta_perdicaria ENSNPEG00000008799
apteryx_rowi ENSARWG00000013195
apteryx_owenii ENSAOWG00000006467
apteryx_haastii ENSAHAG00000000147
crocodylus_porosus ENSCPRG00005000993
junco_hyemalis ENSJHYG00000014287
phascolarctos_cinereus ENSPCIG00000013860
notamacropus_eugenii ENSMEUG00000012334
sarcophilus_harrisii ENSSHAG00000014510
monodelphis_domestica ENSMODG00000009253
ursus_maritimus ENSUMAG00000011621
ursus_americanus ENSUAMG00000026499
ailuropoda_melanoleuca ENSAMEG00000014182
neovison_vison ENSNVIG00000015474
mustela_putorius_furo ENSMPUG00000000205
canis_lupus_dingo ENSCAFG00020007503
canis_lupus_familiaris ENSCAFG00000017523
vulpes_vulpes ENSVVUG00000014764
panthera_pardus ENSPPRG00000022419
panthera_tigris_altaica ENSPTIG00000008616
felis_catus ENSFCAG00000010285
tursiops_truncatus ENSTTRG00000013483
sus_scrofa ENSSSCG00000004968
ovis_aries ENSOARG00000018618
capra_hircus ENSCHIG00000016710
bos_mutus ENSBMUG00000022793
bos_taurus ENSBTAG00000020352
bison_bison_bison ENSBBBG00000009457
equus_caballus ENSECAG00000008154
equus_asinus_asinus ENSEASG00005006222
pteropus_vampyrus ENSPVAG00000017935
myotis_lucifugus ENSMLUG00000004689
castor_canadensis ENSCCNG00000017839
dipodomys_ordii ENSDORG00000014802
chinchilla_lanigera ENSCLAG00000008730
octodon_degus ENSODEG00000015793
cavia_aperea ENSCAPG00000014244
cavia_porcellus ENSCPOG00000030739
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009727
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014727
fukomys_damarensis ENSFDAG00000002052
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032278
mus_spicilegus ENSMSIG00000001567
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033458
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032320
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015186
rattus_norvegicus ENSRNOG00000014164
meriones_unguiculatus ENSMUGG00000018613
cricetulus_griseus_crigri_1.0 ENSCGRG00000013822
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021586
cricetulus_griseus_crigri-picr ENSCGRG00015021358
mesocricetus_auratus ENSMAUG00000009377
peromyscus_maniculatus_bairdii ENSPEMG00000016716
microtus_ochrogaster ENSMOCG00000009266
nannospalax_galili ENSNGAG00000002130
spermophilus_dauricus ENSSDAG00000017605
marmota_marmota_marmota ENSMMMG00000005396
urocitellus_parryii ENSUPAG00010002802
ictidomys_tridecemlineatus ENSSTOG00000000507
oryctolagus_cuniculus ENSOCUG00000002972
ochotona_princeps ENSOPRG00000001150
propithecus_coquereli ENSPCOG00000022087
prolemur_simus ENSPSMG00000002489
microcebus_murinus ENSMICG00000012222
otolemur_garnettii ENSOGAG00000012036
pan_paniscus ENSPPAG00000043450
pan_troglodytes ENSPTRG00000040959
gorilla_gorilla ENSGGOG00000003967
homo_sapiens ENSG00000137819
pongo_abelii ENSPPYG00000006599
nomascus_leucogenys ENSNLEG00000032338
theropithecus_gelada ENSTGEG00000025895
mandrillus_leucophaeus ENSMLEG00000039613
macaca_fascicularis ENSMFAG00000040350
macaca_mulatta ENSMMUG00000014886
macaca_nemestrina ENSMNEG00000008177
papio_anubis ENSPANG00000016380
cercocebus_atys ENSCATG00000031384
chlorocebus_sabaeus ENSCSAG00000013592
piliocolobus_tephrosceles ENSPTEG00000031526
colobus_angolensis_palliatus ENSCANG00000024281
rhinopithecus_roxellana ENSRROG00000036465
rhinopithecus_bieti ENSRBIG00000030408
saimiri_boliviensis_boliviensis ENSSBOG00000033866
cebus_capucinus_imitator ENSCCAG00000035865
callithrix_jacchus ENSCJAG00000042293
aotus_nancymaae ENSANAG00000036280
tupaia_belangeri ENSTBEG00000006557
carlito_syrichta ENSTSYG00000027207
jaculus_jaculus ENSJJAG00000017304
dasypus_novemcinctus ENSDNOG00000044935
choloepus_hoffmanni ENSCHOG00000011049
loxodonta_africana ENSLAFG00000015067
procavia_capensis ENSPCAG00000007955
erinaceus_europaeus ENSEEUG00000004929
sorex_araneus ENSSARG00000010086
echinops_telfairi ENSETEG00000009931
ornithorhynchus_anatinus ENSOANG00000013535
xenopus_tropicalis ENSXETG00000007827
latimeria_chalumnae ENSLACG00000012656
anabas_testudineus ENSATEG00000019041
labrus_bergylta ENSLBEG00000004443
seriola_dumerili ENSSDUG00000017537
seriola_lalandi_dorsalis ENSSLDG00000011203
scophthalmus_maximus ENSSMAG00000011014
monopterus_albus ENSMALG00000013367
mastacembelus_armatus ENSMAMG00000012518
cynoglossus_semilaevis ENSCSEG00000011095
takifugu_rubripes ENSTRUG00000016784
tetraodon_nigroviridis ENSTNIG00000009556
mola_mola ENSMMOG00000000472
gasterosteus_aculeatus ENSGACG00000016926
maylandia_zebra ENSMZEG00005012750
haplochromis_burtoni ENSHBUG00000015365
pundamilia_nyererei ENSPNYG00000012043
astatotilapia_calliptera ENSACLG00000014930
neolamprologus_brichardi ENSNBRG00000021452
oreochromis_niloticus ENSONIG00000013225
amphilophus_citrinellus ENSACIG00000017168
amphiprion_percula ENSAPEG00000001179
amphiprion_ocellaris ENSAOCG00000003704
acanthochromis_polyacanthus ENSAPOG00000020744
stegastes_partitus ENSSPAG00000008002
fundulus_heteroclitus ENSFHEG00000017345
cyprinodon_variegatus ENSCVAG00000011779
xiphophorus_maculatus ENSXMAG00000025024
xiphophorus_couchianus ENSXCOG00000018270
gambusia_affinis ENSGAFG00000004579
poecilia_formosa ENSPFOG00000023869
poecilia_mexicana ENSPMEG00000002863
poecilia_latipinna ENSPLAG00000017272
poecilia_reticulata ENSPREG00000007606
kryptolebias_marmoratus ENSKMAG00000000841
oryzias_latipes_asm223469v1 ENSORLG00015022298
oryzias_latipes_asm223467v1 ENSORLG00000001912
oryzias_latipes_asm223471v1 ENSORLG00020022390
oryzias_melastigma ENSOMEG00000008240
hippocampus_comes ENSHCOG00000010220
periophthalmus_magnuspinnatus ENSPMGG00000001739
gadus_morhua ENSGMOG00000015675
esox_lucius ENSELUG00000021700
pygocentrus_nattereri ENSPNAG00000014000
astyanax_mexicanus ENSAMXG00000034830
ictalurus_punctatus ENSIPUG00000023028
danio_rerio ENSDARG00000041145
scleropages_formosus ENSSFOG00015009123
paramormyrops_kingsleyae ENSPKIG00000016740
pygocentrus_nattereri ENSPNAG00000003288
astyanax_mexicanus ENSAMXG00000040389
ictalurus_punctatus ENSIPUG00000019056
danio_rerio ENSDARG00000052688
lepisosteus_oculatus ENSLOCG00000013987
petromyzon_marinus ENSPMAG00000002139
eptatretus_burgeri ENSEBUG00000001995
eptatretus_burgeri ENSEBUG00000001320
