anabas_testudineus ENSATEG00000006794
mastacembelus_armatus ENSMAMG00000016671
labrus_bergylta ENSLBEG00000003062
monopterus_albus ENSMALG00000011947
scophthalmus_maximus ENSSMAG00000013848
cynoglossus_semilaevis ENSCSEG00000009460
seriola_dumerili ENSSDUG00000000950
seriola_lalandi_dorsalis ENSSLDG00000001978
takifugu_rubripes ENSTRUG00000008126
tetraodon_nigroviridis ENSTNIG00000007927
mola_mola ENSMMOG00000013389
gasterosteus_aculeatus ENSGACG00000012836
fundulus_heteroclitus ENSFHEG00000017979
cyprinodon_variegatus ENSCVAG00000015094
xiphophorus_maculatus ENSXMAG00000000298
xiphophorus_couchianus ENSXCOG00000007853
poecilia_mexicana ENSPMEG00000006917
poecilia_formosa ENSPFOG00000015954
poecilia_latipinna ENSPLAG00000020849
poecilia_reticulata ENSPREG00000021772
gambusia_affinis ENSGAFG00000006099
kryptolebias_marmoratus ENSKMAG00000019923
oryzias_latipes_asm223471v1 ENSORLG00020008242
oryzias_latipes_asm223469v1 ENSORLG00015002756
oryzias_latipes_asm223467v1 ENSORLG00000011942
oryzias_melastigma ENSOMEG00000012443
astatotilapia_calliptera ENSACLG00000019358
maylandia_zebra ENSMZEG00005011820
pundamilia_nyererei ENSPNYG00000017713
haplochromis_burtoni ENSHBUG00000000795
neolamprologus_brichardi ENSNBRG00000017263
oreochromis_niloticus ENSONIG00000015597
amphilophus_citrinellus ENSACIG00000006933
amphiprion_ocellaris ENSAOCG00000017360
amphiprion_percula ENSAPEG00000020649
acanthochromis_polyacanthus ENSAPOG00000016021
stegastes_partitus ENSSPAG00000022875
periophthalmus_magnuspinnatus ENSPMGG00000019775
hippocampus_comes ENSHCOG00000015828
gadus_morhua ENSGMOG00000002209
esox_lucius ENSELUG00000016220
astyanax_mexicanus ENSAMXG00000036414
pygocentrus_nattereri ENSPNAG00000028220
ictalurus_punctatus ENSIPUG00000003051
danio_rerio ENSDARG00000028878
paramormyrops_kingsleyae ENSPKIG00000015105
scleropages_formosus ENSSFOG00015000750
