mastacembelus_armatus ENSMAMG00000012553
monopterus_albus ENSMALG00000010144
anabas_testudineus ENSATEG00000006212
seriola_lalandi_dorsalis ENSSLDG00000004501
seriola_dumerili ENSSDUG00000004548
tetraodon_nigroviridis ENSTNIG00000008833
tetraodon_nigroviridis ENSTNIG00000002982
takifugu_rubripes ENSTRUG00000005766
mola_mola ENSMMOG00000010720
labrus_bergylta ENSLBEG00000006242
pundamilia_nyererei ENSPNYG00000007404
haplochromis_burtoni ENSHBUG00000018768
maylandia_zebra ENSMZEG00005000274
astatotilapia_calliptera ENSACLG00000000605
neolamprologus_brichardi ENSNBRG00000016847
oreochromis_niloticus ENSONIG00000010709
amphilophus_citrinellus ENSACIG00000015094
cyprinodon_variegatus ENSCVAG00000021232
fundulus_heteroclitus ENSFHEG00000000212
poecilia_formosa ENSPFOG00000012029
poecilia_latipinna ENSPLAG00000023424
poecilia_mexicana ENSPMEG00000020836
poecilia_reticulata ENSPREG00000000605
xiphophorus_maculatus ENSXMAG00000028755
xiphophorus_couchianus ENSXCOG00000005780
kryptolebias_marmoratus ENSKMAG00000021135
oryzias_latipes_asm223467v1 ENSORLG00000015416
oryzias_latipes_asm223471v1 ENSORLG00020012776
oryzias_latipes_asm223469v1 ENSORLG00015003061
oryzias_melastigma ENSOMEG00000019983
amphiprion_percula ENSAPEG00000006173
amphiprion_ocellaris ENSAOCG00000005380
acanthochromis_polyacanthus ENSAPOG00000016949
stegastes_partitus ENSSPAG00000023408
cynoglossus_semilaevis ENSCSEG00000000316
scophthalmus_maximus ENSSMAG00000000405
gasterosteus_aculeatus ENSGACG00000000473
periophthalmus_magnuspinnatus ENSPMGG00000001980
gadus_morhua ENSGMOG00000004158
esox_lucius ENSELUG00000013288
pygocentrus_nattereri ENSPNAG00000021493
pygocentrus_nattereri ENSPNAG00000021532
pygocentrus_nattereri ENSPNAG00000021612
astyanax_mexicanus ENSAMXG00000030151
ictalurus_punctatus ENSIPUG00000006082
danio_rerio ENSDARG00000099728
scleropages_formosus ENSSFOG00015023233
paramormyrops_kingsleyae ENSPKIG00000004405
lepisosteus_oculatus ENSLOCG00000002811
