propithecus_coquereli ENSPCOG00000020534
microcebus_murinus ENSMICG00000032486
prolemur_simus ENSPSMG00000025503
urocitellus_parryii ENSUPAG00010013318
marmota_marmota_marmota ENSMMMG00000020798
spermophilus_dauricus ENSSDAG00000007771
castor_canadensis ENSCCNG00000018527
peromyscus_maniculatus_bairdii ENSPEMG00000030805
cricetulus_griseus_crigri-picr ENSCGRG00015005165
bos_taurus ENSBTAG00000052917
bison_bison_bison ENSBBBG00000023766
bos_mutus ENSBMUG00000026175
capra_hircus ENSCHIG00000026216
sus_scrofa ENSSSCG00000031491
equus_asinus_asinus ENSEASG00005011336
panthera_tigris_altaica ENSPTIG00000013431
panthera_pardus ENSPPRG00000023503
felis_catus ENSFCAG00000039778
ursus_maritimus ENSUMAG00000018486
ursus_americanus ENSUAMG00000023837
neovison_vison ENSNVIG00000022947
vulpes_vulpes ENSVVUG00000025736
canis_lupus_dingo ENSCAFG00020026966
phascolarctos_cinereus ENSPCIG00000010148
