equus_caballus ENSECAG00000022619
equus_asinus_asinus ENSEASG00005020729
ursus_americanus ENSUAMG00000019354
ursus_maritimus ENSUMAG00000024591
ailuropoda_melanoleuca ENSAMEG00000018908
neovison_vison ENSNVIG00000012431
canis_lupus_familiaris ENSCAFG00000030962
canis_lupus_dingo ENSCAFG00020015474
vulpes_vulpes ENSVVUG00000007013
felis_catus ENSFCAG00000011497
panthera_pardus ENSPPRG00000018722
capra_hircus ENSCHIG00000011074
ovis_aries ENSOARG00000001127
bison_bison_bison ENSBBBG00000000361
bos_taurus ENSBTAG00000012333
sus_scrofa ENSSSCG00000024661
prolemur_simus ENSPSMG00000007895
propithecus_coquereli ENSPCOG00000004661
microcebus_murinus ENSMICG00000029589
otolemur_garnettii ENSOGAG00000011731
homo_sapiens ENSG00000171443
pan_troglodytes ENSPTRG00000011519
gorilla_gorilla ENSGGOG00000010748
pongo_abelii ENSPPYG00000010424
rhinopithecus_roxellana ENSRROG00000000770
rhinopithecus_bieti ENSRBIG00000010601
piliocolobus_tephrosceles ENSPTEG00000039754
colobus_angolensis_palliatus ENSCANG00000000257
theropithecus_gelada ENSTGEG00000013136
papio_anubis ENSPANG00000025646
macaca_fascicularis ENSMFAG00000023561
macaca_mulatta ENSMMUG00000006774
macaca_nemestrina ENSMNEG00000019307
mandrillus_leucophaeus ENSMLEG00000007779
cercocebus_atys ENSCATG00000023063
chlorocebus_sabaeus ENSCSAG00000001727
callithrix_jacchus ENSCJAG00000041104
cricetulus_griseus_crigri-picr ENSCGRG00015027324
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000738
mesocricetus_auratus ENSMAUG00000004637
peromyscus_maniculatus_bairdii ENSPEMG00000023517
microtus_ochrogaster ENSMOCG00000012047
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000109129
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051184
mus_spicilegus ENSMSIG00000013074
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030195
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029142
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021010
rattus_norvegicus ENSRNOG00000016565
meriones_unguiculatus ENSMUGG00000004968
nannospalax_galili ENSNGAG00000012292
jaculus_jaculus ENSJJAG00000018662
castor_canadensis ENSCCNG00000012269
chinchilla_lanigera ENSCLAG00000001761
octodon_degus ENSODEG00000011352
fukomys_damarensis ENSFDAG00000008878
cavia_aperea ENSCAPG00000012527
cavia_porcellus ENSCPOG00000019987
ictidomys_tridecemlineatus ENSSTOG00000001503
urocitellus_parryii ENSUPAG00010001979
spermophilus_dauricus ENSSDAG00000007428
marmota_marmota_marmota ENSMMMG00000001464
dasypus_novemcinctus ENSDNOG00000031876
phascolarctos_cinereus ENSPCIG00000018023
phascolarctos_cinereus ENSPCIG00000035790
sarcophilus_harrisii ENSSHAG00000003689
gopherus_agassizii ENSGAGG00000003094
chelonoidis_abingdonii ENSCABG00000010845
salvator_merianae ENSSMRG00000002498
