pan_troglodytes ENSPTRG00000022219
pan_paniscus ENSPPAG00000033897
homo_sapiens ENSG00000250423
gorilla_gorilla ENSGGOG00000025414
nomascus_leucogenys ENSNLEG00000014834
chlorocebus_sabaeus ENSCSAG00000018361
papio_anubis ENSPANG00000032487
macaca_fascicularis ENSMFAG00000045467
macaca_mulatta ENSMMUG00000019533
macaca_nemestrina ENSMNEG00000041033
cercocebus_atys ENSCATG00000015100
mandrillus_leucophaeus ENSMLEG00000041621
theropithecus_gelada ENSTGEG00000019379
piliocolobus_tephrosceles ENSPTEG00000030129
colobus_angolensis_palliatus ENSCANG00000033423
rhinopithecus_roxellana ENSRROG00000038641
rhinopithecus_bieti ENSRBIG00000012009
aotus_nancymaae ENSANAG00000036561
otolemur_garnettii ENSOGAG00000032488
tupaia_belangeri ENSTBEG00000016112
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003342
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011436
chinchilla_lanigera ENSCLAG00000002989
urocitellus_parryii ENSUPAG00010001262
spermophilus_dauricus ENSSDAG00000002037
canis_lupus_familiaris ENSCAFG00000018366
vulpes_vulpes ENSVVUG00000011485
canis_lupus_dingo ENSCAFG00020004266
mustela_putorius_furo ENSMPUG00000001586
dasypus_novemcinctus ENSDNOG00000035968
choloepus_hoffmanni ENSCHOG00000004198
cricetulus_griseus_crigri_1.0 ENSCGRG00000007832
cricetulus_griseus_crigri-picr ENSCGRG00015017032
mesocricetus_auratus ENSMAUG00000019877
peromyscus_maniculatus_bairdii ENSPEMG00000027055
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034141
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000091556
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032988
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031532
rattus_norvegicus ENSRNOG00000027837
mus_spicilegus ENSMSIG00000003048
ornithorhynchus_anatinus ENSOANG00000021615
sphenodon_punctatus ENSSPUG00000013256
salvator_merianae ENSSMRG00000017796
gopherus_agassizii ENSGAGG00000015781
chrysemys_picta_bellii ENSCPBG00000020719
pelodiscus_sinensis ENSPSIG00000017337
anser_brachyrhynchus ENSABRG00000002791
anas_platyrhynchos_platyrhynchos ENSAPLG00000012423
gallus_gallus ENSGALG00000045350
meleagris_gallopavo ENSMGAG00000007712
coturnix_japonica ENSCJPG00005018827
numida_meleagris ENSNMEG00000001753
serinus_canaria ENSSCAG00000017004
taeniopygia_guttata ENSTGUG00000003312
junco_hyemalis ENSJHYG00000014764
zonotrichia_albicollis ENSZALG00000018223
ficedula_albicollis ENSFALG00000001632
parus_major ENSPMJG00000011364
cyanistes_caeruleus ENSCCEG00000004396
lepidothrix_coronata ENSLCOG00000000226
manacus_vitellinus ENSMVIG00005006035
melopsittacus_undulatus ENSMUNG00000013853
calidris_pugnax ENSCPUG00000001508
calidris_pygmaea ENSCPGG00000010965
apteryx_rowi ENSARWG00000001581
apteryx_haastii ENSAHAG00000012327
apteryx_owenii ENSAOWG00000008421
dromaius_novaehollandiae ENSDNVG00000009895
crocodylus_porosus ENSCPRG00005006043
ornithorhynchus_anatinus ENSOANG00000028308
xenopus_tropicalis ENSXETG00000004330
latimeria_chalumnae ENSLACG00000012015
mola_mola ENSMMOG00000009976
labrus_bergylta ENSLBEG00000014153
mastacembelus_armatus ENSMAMG00000000623
anabas_testudineus ENSATEG00000017886
cynoglossus_semilaevis ENSCSEG00000016912
scophthalmus_maximus ENSSMAG00000013564
seriola_dumerili ENSSDUG00000013825
seriola_lalandi_dorsalis ENSSLDG00000022386
amphiprion_percula ENSAPEG00000015206
amphiprion_ocellaris ENSAOCG00000011494
acanthochromis_polyacanthus ENSAPOG00000013899
stegastes_partitus ENSSPAG00000003297
astatotilapia_calliptera ENSACLG00000021734
maylandia_zebra ENSMZEG00005005559
pundamilia_nyererei ENSPNYG00000000049
haplochromis_burtoni ENSHBUG00000012334
neolamprologus_brichardi ENSNBRG00000022057
oreochromis_niloticus ENSONIG00000015804
fundulus_heteroclitus ENSFHEG00000000874
cyprinodon_variegatus ENSCVAG00000021566
poecilia_formosa ENSPFOG00000004983
poecilia_latipinna ENSPLAG00000004948
poecilia_mexicana ENSPMEG00000005587
xiphophorus_maculatus ENSXMAG00000015791
gambusia_affinis ENSGAFG00000015544
kryptolebias_marmoratus ENSKMAG00000006338
oryzias_latipes_asm223471v1 ENSORLG00020020127
oryzias_latipes_asm223469v1 ENSORLG00015015173
oryzias_latipes_asm223467v1 ENSORLG00000022533
oryzias_melastigma ENSOMEG00000017101
gasterosteus_aculeatus ENSGACG00000018733
hippocampus_comes ENSHCOG00000004894
gadus_morhua ENSGMOG00000005980
esox_lucius ENSELUG00000013531
pygocentrus_nattereri ENSPNAG00000004963
astyanax_mexicanus ENSAMXG00000000404
