equus_caballus ENSECAG00000031168
equus_asinus_asinus ENSEASG00005004130
pteropus_vampyrus ENSPVAG00000005692
bos_taurus ENSBTAG00000050313
capra_hircus ENSCHIG00000010347
tursiops_truncatus ENSTTRG00000002238
sus_scrofa ENSSSCG00000003112
canis_lupus_familiaris ENSCAFG00000031973
prolemur_simus ENSPSMG00000023660
otolemur_garnettii ENSOGAG00000034738
chlorocebus_sabaeus ENSCSAG00000002981
piliocolobus_tephrosceles ENSPTEG00000012819
pongo_abelii ENSPPYG00000010169
mesocricetus_auratus ENSMAUG00000009202
cricetulus_griseus_crigri-picr ENSCGRG00015011540
microtus_ochrogaster ENSMOCG00000017283
peromyscus_maniculatus_bairdii ENSPEMG00000014228
mus_spicilegus ENSMSIG00000017856
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030310
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000002083
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029231
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021087
meriones_unguiculatus ENSMUGG00000003918
nannospalax_galili ENSNGAG00000004788
jaculus_jaculus ENSJJAG00000016781
castor_canadensis ENSCCNG00000012153
chinchilla_lanigera ENSCLAG00000000578
octodon_degus ENSODEG00000006470
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014921
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007644
urocitellus_parryii ENSUPAG00010009844
dasypus_novemcinctus ENSDNOG00000033744
procavia_capensis ENSPCAG00000008682
neovison_vison ENSNVIG00000010884
mustela_putorius_furo ENSMPUG00000004953
panthera_pardus ENSPPRG00000000897
ailuropoda_melanoleuca ENSAMEG00000008310
saimiri_boliviensis_boliviensis ENSSBOG00000022164
pan_paniscus ENSPPAG00000039786
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017224
loxodonta_africana ENSLAFG00000008852
bison_bison_bison ENSBBBG00000014369
bos_mutus ENSBMUG00000004887
phascolarctos_cinereus ENSPCIG00000028133
notamacropus_eugenii ENSMEUG00000015567
monodelphis_domestica ENSMODG00000008934
