poecilia_formosa ENSPFOG00000009284
poecilia_latipinna ENSPLAG00000011175
poecilia_mexicana ENSPMEG00000007932
poecilia_reticulata ENSPREG00000009605
gambusia_affinis ENSGAFG00000016549
xiphophorus_couchianus ENSXCOG00000001357
xiphophorus_maculatus ENSXMAG00000023732
fundulus_heteroclitus ENSFHEG00000019668
cyprinodon_variegatus ENSCVAG00000013878
scophthalmus_maximus ENSSMAG00000004133
amphiprion_ocellaris ENSAOCG00000020106
amphiprion_percula ENSAPEG00000000075
acanthochromis_polyacanthus ENSAPOG00000018256
labrus_bergylta ENSLBEG00000026857
mastacembelus_armatus ENSMAMG00000017327
anabas_testudineus ENSATEG00000022531
kryptolebias_marmoratus ENSKMAG00000011905
seriola_lalandi_dorsalis ENSSLDG00000009438
seriola_dumerili ENSSDUG00000002580
oryzias_latipes_asm223469v1 ENSORLG00015010257
oryzias_latipes_asm223467v1 ENSORLG00000018331
oryzias_melastigma ENSOMEG00000017467
cynoglossus_semilaevis ENSCSEG00000007383
monopterus_albus ENSMALG00000003050
hippocampus_comes ENSHCOG00000005652
haplochromis_burtoni ENSHBUG00000023035
pundamilia_nyererei ENSPNYG00000002252
maylandia_zebra ENSMZEG00005017063
astatotilapia_calliptera ENSACLG00000001775
neolamprologus_brichardi ENSNBRG00000012893
oreochromis_niloticus ENSONIG00000015072
amphilophus_citrinellus ENSACIG00000003092
takifugu_rubripes ENSTRUG00000020792
gadus_morhua ENSGMOG00000004096
paramormyrops_kingsleyae ENSPKIG00000007606
gadus_morhua ENSGMOG00000008355
pygocentrus_nattereri ENSPNAG00000014863
astyanax_mexicanus ENSAMXG00000003155
danio_rerio ENSDARG00000041450
esox_lucius ENSELUG00000002999
scleropages_formosus ENSSFOG00015024042
lepisosteus_oculatus ENSLOCG00000013835
lepidothrix_coronata ENSLCOG00000004856
manacus_vitellinus ENSMVIG00005010149
lonchura_striata_domestica ENSLSDG00000011642
taeniopygia_guttata ENSTGUG00000009279
serinus_canaria ENSSCAG00000010226
ficedula_albicollis ENSFALG00000010052
junco_hyemalis ENSJHYG00000013570
zonotrichia_albicollis ENSZALG00000005985
parus_major ENSPMJG00000009921
ornithorhynchus_anatinus ENSOANG00000002201
pogona_vitticeps ENSPVIG00000012910
anolis_carolinensis ENSACAG00000004479
notechis_scutatus ENSNSUG00000003908
salvator_merianae ENSSMRG00000021588
dromaius_novaehollandiae ENSDNVG00000010960
nothoprocta_perdicaria ENSNPEG00000008444
apteryx_rowi ENSARWG00000004250
apteryx_owenii ENSAOWG00000016549
apteryx_haastii ENSAHAG00000001473
calidris_pygmaea ENSCPGG00000006252
calidris_pugnax ENSCPUG00000017242
melopsittacus_undulatus ENSMUNG00000008892
meleagris_gallopavo ENSMGAG00000009797
coturnix_japonica ENSCJPG00005020908
numida_meleagris ENSNMEG00000023239
gallus_gallus ENSGALG00000007615
