hippocampus_comes ENSHCOG00000006463
cynoglossus_semilaevis ENSCSEG00000013631
poecilia_formosa ENSPFOG00000005939
poecilia_mexicana ENSPMEG00000004911
poecilia_latipinna ENSPLAG00000009955
poecilia_reticulata ENSPREG00000014983
xiphophorus_maculatus ENSXMAG00000010337
xiphophorus_couchianus ENSXCOG00000015053
gambusia_affinis ENSGAFG00000013071
fundulus_heteroclitus ENSFHEG00000022988
cyprinodon_variegatus ENSCVAG00000011546
kryptolebias_marmoratus ENSKMAG00000010723
oryzias_latipes_asm223471v1 ENSORLG00020019777
oryzias_latipes_asm223467v1 ENSORLG00000016121
oryzias_latipes_asm223469v1 ENSORLG00015009160
oryzias_melastigma ENSOMEG00000003329
anabas_testudineus ENSATEG00000012726
monopterus_albus ENSMALG00000014986
seriola_lalandi_dorsalis ENSSLDG00000013023
seriola_dumerili ENSSDUG00000005729
labrus_bergylta ENSLBEG00000008421
amphiprion_percula ENSAPEG00000024519
amphiprion_ocellaris ENSAOCG00000001220
acanthochromis_polyacanthus ENSAPOG00000012763
stegastes_partitus ENSSPAG00000010201
haplochromis_burtoni ENSHBUG00000006251
astatotilapia_calliptera ENSACLG00000005362
maylandia_zebra ENSMZEG00005004775
pundamilia_nyererei ENSPNYG00000006431
neolamprologus_brichardi ENSNBRG00000011730
oreochromis_niloticus ENSONIG00000016043
amphilophus_citrinellus ENSACIG00000010002
scophthalmus_maximus ENSSMAG00000017759
gasterosteus_aculeatus ENSGACG00000005187
mastacembelus_armatus ENSMAMG00000019973
mola_mola ENSMMOG00000012645
takifugu_rubripes ENSTRUG00000006318
periophthalmus_magnuspinnatus ENSPMGG00000014045
gadus_morhua ENSGMOG00000019448
tetraodon_nigroviridis ENSTNIG00000018865
esox_lucius ENSELUG00000005227
astyanax_mexicanus ENSAMXG00000041596
pygocentrus_nattereri ENSPNAG00000022227
ictalurus_punctatus ENSIPUG00000022327
danio_rerio ENSDARG00000014962
scleropages_formosus ENSSFOG00015013004
paramormyrops_kingsleyae ENSPKIG00000021868
gadus_morhua ENSGMOG00000000016
scleropages_formosus ENSSFOG00015015580
