fundulus_heteroclitus ENSFHEG00000013006
cyprinodon_variegatus ENSCVAG00000012071
poecilia_formosa ENSPFOG00000009945
poecilia_latipinna ENSPLAG00000022181
poecilia_mexicana ENSPMEG00000002539
poecilia_reticulata ENSPREG00000011048
xiphophorus_couchianus ENSXCOG00000017235
xiphophorus_maculatus ENSXMAG00000008686
gambusia_affinis ENSGAFG00000001815
kryptolebias_marmoratus ENSKMAG00000020624
oryzias_latipes_asm223471v1 ENSORLG00020009235
oryzias_latipes_asm223467v1 ENSORLG00000003410
oryzias_latipes_asm223469v1 ENSORLG00015002060
oryzias_melastigma ENSOMEG00000022577
astatotilapia_calliptera ENSACLG00000001878
maylandia_zebra ENSMZEG00005022821
haplochromis_burtoni ENSHBUG00000001711
pundamilia_nyererei ENSPNYG00000011794
neolamprologus_brichardi ENSNBRG00000019681
oreochromis_niloticus ENSONIG00000000999
amphilophus_citrinellus ENSACIG00000009721
labrus_bergylta ENSLBEG00000005087
mastacembelus_armatus ENSMAMG00000022252
monopterus_albus ENSMALG00000007654
anabas_testudineus ENSATEG00000001010
seriola_dumerili ENSSDUG00000022809
seriola_lalandi_dorsalis ENSSLDG00000002174
takifugu_rubripes ENSTRUG00000016279
tetraodon_nigroviridis ENSTNIG00000011721
mola_mola ENSMMOG00000020778
gasterosteus_aculeatus ENSGACG00000008937
amphiprion_percula ENSAPEG00000003942
amphiprion_ocellaris ENSAOCG00000012659
acanthochromis_polyacanthus ENSAPOG00000019990
stegastes_partitus ENSSPAG00000015936
scophthalmus_maximus ENSSMAG00000009710
hippocampus_comes ENSHCOG00000005825
cynoglossus_semilaevis ENSCSEG00000016548
periophthalmus_magnuspinnatus ENSPMGG00000002350
gadus_morhua ENSGMOG00000000180
esox_lucius ENSELUG00000017785
astyanax_mexicanus ENSAMXG00000039253
pygocentrus_nattereri ENSPNAG00000000706
danio_rerio ENSDARG00000011076
scleropages_formosus ENSSFOG00015011817
ictalurus_punctatus ENSIPUG00000012182
paramormyrops_kingsleyae ENSPKIG00000012054
scleropages_formosus ENSSFOG00015023416
lepisosteus_oculatus ENSLOCG00000012737
crocodylus_porosus ENSCPRG00005002740
chrysemys_picta_bellii ENSCPBG00000004302
pogona_vitticeps ENSPVIG00000015594
anolis_carolinensis ENSACAG00000003820
notechis_scutatus ENSNSUG00000016995
xenopus_tropicalis ENSXETG00000015143
xenopus_tropicalis ENSXETG00000025280
latimeria_chalumnae ENSLACG00000015850
