gallus_gallus ENSGALG00000004671
meleagris_gallopavo ENSMGAG00000005555
coturnix_japonica ENSCJPG00005014437
numida_meleagris ENSNMEG00000018518
anser_brachyrhynchus ENSABRG00000010934
anas_platyrhynchos_platyrhynchos ENSAPLG00000011807
calidris_pugnax ENSCPUG00000008078
calidris_pygmaea ENSCPGG00000003973
lepidothrix_coronata ENSLCOG00000006070
manacus_vitellinus ENSMVIG00005003382
parus_major ENSPMJG00000003422
cyanistes_caeruleus ENSCCEG00000019522
ficedula_albicollis ENSFALG00000000253
lepidothrix_coronata ENSLCOG00000006069
manacus_vitellinus ENSMVIG00005003397
cyanistes_caeruleus ENSCCEG00000013583
taeniopygia_guttata ENSTGUG00000009084
lonchura_striata_domestica ENSLSDG00000017733
zonotrichia_albicollis ENSZALG00000000433
junco_hyemalis ENSJHYG00000012559
serinus_canaria ENSSCAG00000003985
melopsittacus_undulatus ENSMUNG00000014798
apteryx_owenii ENSAOWG00000015579
apteryx_rowi ENSARWG00000015097
apteryx_haastii ENSAHAG00000015506
dromaius_novaehollandiae ENSDNVG00000018410
nothoprocta_perdicaria ENSNPEG00000012658
crocodylus_porosus ENSCPRG00005004220
gopherus_agassizii ENSGAGG00000011618
chelonoidis_abingdonii ENSCABG00000014628
chrysemys_picta_bellii ENSCPBG00000016194
chelonoidis_abingdonii ENSCABG00000023001
pelodiscus_sinensis ENSPSIG00000012421
sphenodon_punctatus ENSSPUG00000013123
pogona_vitticeps ENSPVIG00000015039
anolis_carolinensis ENSACAG00000007458
notechis_scutatus ENSNSUG00000012753
salvator_merianae ENSSMRG00000017154
lepisosteus_oculatus ENSLOCG00000001654
scleropages_formosus ENSSFOG00015000167
paramormyrops_kingsleyae ENSPKIG00000020433
scleropages_formosus ENSSFOG00015011291
gasterosteus_aculeatus ENSGACG00000008577
gasterosteus_aculeatus ENSGACG00000008572
takifugu_rubripes ENSTRUG00000016516
tetraodon_nigroviridis ENSTNIG00000010417
labrus_bergylta ENSLBEG00000005433
monopterus_albus ENSMALG00000015848
mola_mola ENSMMOG00000018672
anabas_testudineus ENSATEG00000011562
mastacembelus_armatus ENSMAMG00000013753
scophthalmus_maximus ENSSMAG00000002972
cynoglossus_semilaevis ENSCSEG00000001753
