castor_canadensis ENSCCNG00000001893
dipodomys_ordii ENSDORG00000012343
cavia_aperea ENSCAPG00000017338
cavia_porcellus ENSCPOG00000024643
octodon_degus ENSODEG00000015803
chinchilla_lanigera ENSCLAG00000015972
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004266
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015491
fukomys_damarensis ENSFDAG00000010668
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021963
cricetulus_griseus_crigri_1.0 ENSCGRG00000016950
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014348
cricetulus_griseus_crigri_1.0 ENSCGRG00000008832
cricetulus_griseus_crigri-picr ENSCGRG00015003972
mesocricetus_auratus ENSMAUG00000021992
peromyscus_maniculatus_bairdii ENSPEMG00000000776
microtus_ochrogaster ENSMOCG00000017456
mus_spicilegus ENSMSIG00000028888
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020932
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022414
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020034
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020036
rattus_norvegicus ENSRNOG00000017285
meriones_unguiculatus ENSMUGG00000019459
nannospalax_galili ENSNGAG00000013198
jaculus_jaculus ENSJJAG00000011785
carlito_syrichta ENSTSYG00000007156
propithecus_coquereli ENSPCOG00000022423
microcebus_murinus ENSMICG00000011424
prolemur_simus ENSPSMG00000003941
otolemur_garnettii ENSOGAG00000000035
cercocebus_atys ENSCATG00000035309
chlorocebus_sabaeus ENSCSAG00000006353
mandrillus_leucophaeus ENSMLEG00000036113
theropithecus_gelada ENSTGEG00000010051
macaca_fascicularis ENSMFAG00000032126
macaca_nemestrina ENSMNEG00000042373
macaca_mulatta ENSMMUG00000012103
papio_anubis ENSPANG00000023491
colobus_angolensis_palliatus ENSCANG00000031961
piliocolobus_tephrosceles ENSPTEG00000034250
rhinopithecus_roxellana ENSRROG00000032120
rhinopithecus_bieti ENSRBIG00000023427
