tursiops_truncatus ENSTTRG00000002753
vicugna_pacos ENSVPAG00000005936
pteropus_vampyrus ENSPVAG00000011347
oryctolagus_cuniculus ENSOCUG00000010332
ochotona_princeps ENSOPRG00000007308
echinops_telfairi ENSETEG00000002520
ciona_intestinalis ENSCING00000015059
tetraodon_nigroviridis ENSTNIG00000004517
mustela_putorius_furo ENSMPUG00000003150
ciona_intestinalis ENSCING00000000605
ciona_intestinalis ENSCING00000005852
ciona_savignyi ENSCSAVG00000003965
ciona_savignyi ENSCSAVG00000004043
ciona_savignyi ENSCSAVG00000004319
ciona_savignyi ENSCSAVG00000004178
ciona_savignyi ENSCSAVG00000004056
ciona_savignyi ENSCSAVG00000008655
ciona_savignyi ENSCSAVG00000000103
ciona_savignyi ENSCSAVG00000008578
ciona_savignyi ENSCSAVG00000000109
ciona_savignyi ENSCSAVG00000009569
ciona_intestinalis ENSCING00000000479
ciona_savignyi ENSCSAVG00000001977
ciona_savignyi ENSCSAVG00000009959
ciona_intestinalis ENSCING00000013349
serinus_canaria ENSSCAG00000008615
lepidothrix_coronata ENSLCOG00000015743
choloepus_hoffmanni ENSCHOG00000004975
mustela_putorius_furo ENSMPUG00000003145
mola_mola ENSMMOG00000007719
takifugu_rubripes ENSTRUG00000025280
amphiprion_percula ENSAPEG00000012415
amphiprion_ocellaris ENSAOCG00000012749
acanthochromis_polyacanthus ENSAPOG00000008753
stegastes_partitus ENSSPAG00000007733
oryzias_melastigma ENSOMEG00000001654
oryzias_latipes_asm223471v1 ENSORLG00020019801
mastacembelus_armatus ENSMAMG00000021829
anabas_testudineus ENSATEG00000020689
monopterus_albus ENSMALG00000002301
seriola_lalandi_dorsalis ENSSLDG00000019433
seriola_dumerili ENSSDUG00000023525
scophthalmus_maximus ENSSMAG00000006490
astatotilapia_calliptera ENSACLG00000002558
maylandia_zebra ENSMZEG00005005540
haplochromis_burtoni ENSHBUG00000008092
pundamilia_nyererei ENSPNYG00000019490
neolamprologus_brichardi ENSNBRG00000013933
amphilophus_citrinellus ENSACIG00000020629
fundulus_heteroclitus ENSFHEG00000007923
cyprinodon_variegatus ENSCVAG00000020986
poecilia_mexicana ENSPMEG00000009191
gambusia_affinis ENSGAFG00000007591
xiphophorus_couchianus ENSXCOG00000011807
xiphophorus_maculatus ENSXMAG00000027312
kryptolebias_marmoratus ENSKMAG00000018083
hippocampus_comes ENSHCOG00000013777
pygocentrus_nattereri ENSPNAG00000010986
astyanax_mexicanus ENSAMXG00000009249
danio_rerio ENSDARG00000079519
ciona_intestinalis ENSCING00000024809
ciona_savignyi ENSCSAVG00000009089
nothoprocta_perdicaria ENSNPEG00000012972
calidris_pugnax ENSCPUG00000015057
sarcophilus_harrisii ENSSHAG00000005607
oreochromis_niloticus ENSONIG00000010130
kryptolebias_marmoratus ENSKMAG00000021223
tetraodon_nigroviridis ENSTNIG00000000773
periophthalmus_magnuspinnatus ENSPMGG00000008597
astyanax_mexicanus ENSAMXG00000032188
danio_rerio ENSDARG00000060106
pygocentrus_nattereri ENSPNAG00000007621
acanthochromis_polyacanthus ENSAPOG00000020365
anabas_testudineus ENSATEG00000009601
tetraodon_nigroviridis ENSTNIG00000001191
astyanax_mexicanus ENSAMXG00000038206
scleropages_formosus ENSSFOG00015012375
apteryx_rowi ENSARWG00000005586
ornithorhynchus_anatinus ENSOANG00000020908
pygocentrus_nattereri ENSPNAG00000017905
anabas_testudineus ENSATEG00000020705
stegastes_partitus ENSSPAG00000007745
ictalurus_punctatus ENSIPUG00000005652
esox_lucius ENSELUG00000012900
poecilia_latipinna ENSPLAG00000005791
cyanistes_caeruleus ENSCCEG00000000895
meleagris_gallopavo ENSMGAG00000013865
dromaius_novaehollandiae ENSDNVG00000011719
ficedula_albicollis ENSFALG00000001669
monodelphis_domestica ENSMODG00000029701
notamacropus_eugenii ENSMEUG00000002463
monodelphis_domestica ENSMODG00000018687
ornithorhynchus_anatinus ENSOANG00000013796
sarcophilus_harrisii ENSSHAG00000008189
petromyzon_marinus ENSPMAG00000007872
latimeria_chalumnae ENSLACG00000012563
petromyzon_marinus ENSPMAG00000004960
pongo_abelii ENSPPYG00000016747
ciona_savignyi ENSCSAVG00000011747
ciona_intestinalis ENSCING00000001761
ciona_intestinalis ENSCING00000013769
ciona_intestinalis ENSCING00000022511
taeniopygia_guttata ENSTGUG00000012758
ficedula_albicollis ENSFALG00000001666
zonotrichia_albicollis ENSZALG00000005453
tetraodon_nigroviridis ENSTNIG00000001836
monopterus_albus ENSMALG00000009298
neolamprologus_brichardi ENSNBRG00000005111
gadus_morhua ENSGMOG00000012633
nothoprocta_perdicaria ENSNPEG00000000387
petromyzon_marinus ENSPMAG00000001825
junco_hyemalis ENSJHYG00000016543
parus_major ENSPMJG00000019267
serinus_canaria ENSSCAG00000011688
prolemur_simus ENSPSMG00000001793
apteryx_haastii ENSAHAG00000015910
cyanistes_caeruleus ENSCCEG00000010519
apteryx_rowi ENSARWG00000005585
tetraodon_nigroviridis ENSTNIG00000003419
periophthalmus_magnuspinnatus ENSPMGG00000000317
petromyzon_marinus ENSPMAG00000002413
ciona_savignyi ENSCSAVG00000004591
