bos_mutus ENSBMUG00000021095
bos_taurus ENSBTAG00000031851
capra_hircus ENSCHIG00000009552
tursiops_truncatus ENSTTRG00000004046
ursus_maritimus ENSUMAG00000005830
ursus_americanus ENSUAMG00000023909
ailuropoda_melanoleuca ENSAMEG00000019182
mustela_putorius_furo ENSMPUG00000018416
neovison_vison ENSNVIG00000018190
canis_lupus_familiaris ENSCAFG00000011317
canis_lupus_dingo ENSCAFG00020022264
vulpes_vulpes ENSVVUG00000008196
equus_caballus ENSECAG00000019527
myotis_lucifugus ENSMLUG00000007948
panthera_pardus ENSPPRG00000003997
panthera_tigris_altaica ENSPTIG00000020758
pteropus_vampyrus ENSPVAG00000007446
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012641
cricetulus_griseus_crigri-picr ENSCGRG00015023119
cricetulus_griseus_crigri_1.0 ENSCGRG00000016426
mesocricetus_auratus ENSMAUG00000015330
peromyscus_maniculatus_bairdii ENSPEMG00000017036
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028581
mus_spicilegus ENSMSIG00000008097
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027583
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048163
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024165
rattus_norvegicus ENSRNOG00000000699
meriones_unguiculatus ENSMUGG00000010689
meriones_unguiculatus ENSMUGG00000010809
nannospalax_galili ENSNGAG00000003644
jaculus_jaculus ENSJJAG00000015496
cavia_porcellus ENSCPOG00000034342
cavia_aperea ENSCAPG00000013832
fukomys_damarensis ENSFDAG00000018951
urocitellus_parryii ENSUPAG00010004118
marmota_marmota_marmota ENSMMMG00000018307
callithrix_jacchus ENSCJAG00000046542
saimiri_boliviensis_boliviensis ENSSBOG00000021697
cebus_capucinus_imitator ENSCCAG00000024315
rhinopithecus_roxellana ENSRROG00000014402
rhinopithecus_bieti ENSRBIG00000028083
colobus_angolensis_palliatus ENSCANG00000039753
macaca_fascicularis ENSMFAG00000030190
macaca_mulatta ENSMMUG00000031572
cercocebus_atys ENSCATG00000042640
papio_anubis ENSPANG00000012531
theropithecus_gelada ENSTGEG00000012587
chlorocebus_sabaeus ENSCSAG00000002872
macaca_nemestrina ENSMNEG00000036813
mandrillus_leucophaeus ENSMLEG00000011763
piliocolobus_tephrosceles ENSPTEG00000019722
pan_troglodytes ENSPTRG00000005407
pan_paniscus ENSPPAG00000039506
homo_sapiens ENSG00000110876
gorilla_gorilla ENSGGOG00000011384
pongo_abelii ENSPPYG00000004922
nomascus_leucogenys ENSNLEG00000006802
tupaia_belangeri ENSTBEG00000002074
microcebus_murinus ENSMICG00000044874
propithecus_coquereli ENSPCOG00000012395
otolemur_garnettii ENSOGAG00000031342
carlito_syrichta ENSTSYG00000035692
dasypus_novemcinctus ENSDNOG00000044926
echinops_telfairi ENSETEG00000004406
loxodonta_africana ENSLAFG00000029844
phascolarctos_cinereus ENSPCIG00000022613
