phascolarctos_cinereus ENSPCIG00000024970
notamacropus_eugenii ENSMEUG00000000496
sarcophilus_harrisii ENSSHAG00000018489
monodelphis_domestica ENSMODG00000017677
castor_canadensis ENSCCNG00000000267
dipodomys_ordii ENSDORG00000007277
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017004
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019366
fukomys_damarensis ENSFDAG00000018540
chinchilla_lanigera ENSCLAG00000008249
octodon_degus ENSODEG00000006025
cavia_porcellus ENSCPOG00000036879
cavia_aperea ENSCAPG00000012710
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016019
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015210
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019880
mus_spicilegus ENSMSIG00000001044
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023832
rattus_norvegicus ENSRNOG00000011568
meriones_unguiculatus ENSMUGG00000016544
microtus_ochrogaster ENSMOCG00000019847
peromyscus_maniculatus_bairdii ENSPEMG00000016458
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015784
cricetulus_griseus_crigri_1.0 ENSCGRG00000017286
cricetulus_griseus_crigri-picr ENSCGRG00015010665
mesocricetus_auratus ENSMAUG00000017103
nannospalax_galili ENSNGAG00000021867
jaculus_jaculus ENSJJAG00000012622
spermophilus_dauricus ENSSDAG00000024219
ictidomys_tridecemlineatus ENSSTOG00000024112
urocitellus_parryii ENSUPAG00010020279
marmota_marmota_marmota ENSMMMG00000016695
ochotona_princeps ENSOPRG00000007901
oryctolagus_cuniculus ENSOCUG00000003681
canis_lupus_familiaris ENSCAFG00000001067
felis_catus ENSFCAG00000009155
erinaceus_europaeus ENSEEUG00000004401
ovis_aries ENSOARG00000007731
sus_scrofa ENSSSCG00000004218
sorex_araneus ENSSARG00000002315
echinops_telfairi ENSETEG00000006117
ursus_maritimus ENSUMAG00000001167
ursus_americanus ENSUAMG00000026850
ailuropoda_melanoleuca ENSAMEG00000009480
mustela_putorius_furo ENSMPUG00000014604
canis_lupus_dingo ENSCAFG00020021945
vulpes_vulpes ENSVVUG00000000909
panthera_tigris_altaica ENSPTIG00000014163
panthera_pardus ENSPPRG00000004008
pteropus_vampyrus ENSPVAG00000002913
myotis_lucifugus ENSMLUG00000004163
bison_bison_bison ENSBBBG00000010583
bos_taurus ENSBTAG00000008121
bos_mutus ENSBMUG00000009728
capra_hircus ENSCHIG00000013682
tursiops_truncatus ENSTTRG00000003796
vicugna_pacos ENSVPAG00000010508
equus_asinus_asinus ENSEASG00005009423
equus_caballus ENSECAG00000020203
cebus_capucinus_imitator ENSCCAG00000030382
saimiri_boliviensis_boliviensis ENSSBOG00000024997
callithrix_jacchus ENSCJAG00000038438
aotus_nancymaae ENSANAG00000024172
papio_anubis ENSPANG00000007448
theropithecus_gelada ENSTGEG00000007247
cercocebus_atys ENSCATG00000045154
macaca_fascicularis ENSMFAG00000031116
macaca_nemestrina ENSMNEG00000032801
macaca_mulatta ENSMMUG00000015355
mandrillus_leucophaeus ENSMLEG00000039411
rhinopithecus_roxellana ENSRROG00000034998
rhinopithecus_bieti ENSRBIG00000038972
colobus_angolensis_palliatus ENSCANG00000027867
piliocolobus_tephrosceles ENSPTEG00000013266
pan_troglodytes ENSPTRG00000018578
pan_paniscus ENSPPAG00000009846
gorilla_gorilla ENSGGOG00000026099
pongo_abelii ENSPPYG00000016993
nomascus_leucogenys ENSNLEG00000014120
chlorocebus_sabaeus ENSCSAG00000016383
homo_sapiens ENSG00000146374
carlito_syrichta ENSTSYG00000010409
propithecus_coquereli ENSPCOG00000017894
microcebus_murinus ENSMICG00000008084
prolemur_simus ENSPSMG00000004402
otolemur_garnettii ENSOGAG00000014550
procavia_capensis ENSPCAG00000007972
neovison_vison ENSNVIG00000001558
tupaia_belangeri ENSTBEG00000012866
loxodonta_africana ENSLAFG00000003144
dasypus_novemcinctus ENSDNOG00000036336
choloepus_hoffmanni ENSCHOG00000004624
ornithorhynchus_anatinus ENSOANG00000013242
pogona_vitticeps ENSPVIG00000013709
anolis_carolinensis ENSACAG00000028428
notechis_scutatus ENSNSUG00000004686
salvator_merianae ENSSMRG00000011772
sphenodon_punctatus ENSSPUG00000007661
manacus_vitellinus ENSMVIG00005017796
lepidothrix_coronata ENSLCOG00000000076
cyanistes_caeruleus ENSCCEG00000015077
parus_major ENSPMJG00000013637
lonchura_striata_domestica ENSLSDG00000015976
taeniopygia_guttata ENSTGUG00000011771
serinus_canaria ENSSCAG00000014107
junco_hyemalis ENSJHYG00000016436
zonotrichia_albicollis ENSZALG00000016134
ficedula_albicollis ENSFALG00000011505
calidris_pygmaea ENSCPGG00000012176
calidris_pugnax ENSCPUG00000000711
melopsittacus_undulatus ENSMUNG00000000154
anser_brachyrhynchus ENSABRG00000008218
anas_platyrhynchos_platyrhynchos ENSAPLG00000001466
meleagris_gallopavo ENSMGAG00000013258
coturnix_japonica ENSCJPG00005009122
gallus_gallus ENSGALG00000042607
numida_meleagris ENSNMEG00000022090
apteryx_rowi ENSARWG00000006099
apteryx_owenii ENSAOWG00000002698
apteryx_haastii ENSAHAG00000010285
dromaius_novaehollandiae ENSDNVG00000018162
nothoprocta_perdicaria ENSNPEG00000015538
crocodylus_porosus ENSCPRG00005005075
gopherus_agassizii ENSGAGG00000013368
chelonoidis_abingdonii ENSCABG00000007691
chrysemys_picta_bellii ENSCPBG00000018515
pelodiscus_sinensis ENSPSIG00000011064
xenopus_tropicalis ENSXETG00000010624
latimeria_chalumnae ENSLACG00000008534
poecilia_mexicana ENSPMEG00000019126
poecilia_mexicana ENSPMEG00000012505
poecilia_formosa ENSPFOG00000018537
poecilia_mexicana ENSPMEG00000020396
poecilia_latipinna ENSPLAG00000017901
poecilia_reticulata ENSPREG00000012892
xiphophorus_maculatus ENSXMAG00000021354
xiphophorus_couchianus ENSXCOG00000016280
gambusia_affinis ENSGAFG00000000145
cyprinodon_variegatus ENSCVAG00000020749
fundulus_heteroclitus ENSFHEG00000003511
kryptolebias_marmoratus ENSKMAG00000021174
pundamilia_nyererei ENSPNYG00000011451
maylandia_zebra ENSMZEG00005005669
haplochromis_burtoni ENSHBUG00000012205
neolamprologus_brichardi ENSNBRG00000010327
oreochromis_niloticus ENSONIG00000007215
scophthalmus_maximus ENSSMAG00000006386
mola_mola ENSMMOG00000007749
gasterosteus_aculeatus ENSGACG00000006080
amphilophus_citrinellus ENSACIG00000020235
anabas_testudineus ENSATEG00000024363
mastacembelus_armatus ENSMAMG00000024065
monopterus_albus ENSMALG00000020492
takifugu_rubripes ENSTRUG00000003904
tetraodon_nigroviridis ENSTNIG00000019099
labrus_bergylta ENSLBEG00000007713
seriola_lalandi_dorsalis ENSSLDG00000014461
seriola_dumerili ENSSDUG00000012488
cynoglossus_semilaevis ENSCSEG00000009102
periophthalmus_magnuspinnatus ENSPMGG00000021433
hippocampus_comes ENSHCOG00000013664
amphiprion_ocellaris ENSAOCG00000020155
amphiprion_percula ENSAPEG00000017379
acanthochromis_polyacanthus ENSAPOG00000010844
stegastes_partitus ENSSPAG00000021718
astatotilapia_calliptera ENSACLG00000019603
oryzias_latipes_asm223469v1 ENSORLG00015004342
oryzias_latipes_asm223471v1 ENSORLG00020020050
oryzias_latipes_asm223467v1 ENSORLG00000005755
oryzias_melastigma ENSOMEG00000016181
gadus_morhua ENSGMOG00000017883
esox_lucius ENSELUG00000005267
pygocentrus_nattereri ENSPNAG00000011609
astyanax_mexicanus ENSAMXG00000031703
ictalurus_punctatus ENSIPUG00000017585
danio_rerio ENSDARG00000070081
paramormyrops_kingsleyae ENSPKIG00000020046
scleropages_formosus ENSSFOG00015009562
scleropages_formosus ENSSFOG00015005075
paramormyrops_kingsleyae ENSPKIG00000004114
poecilia_mexicana ENSPMEG00000006710
poecilia_latipinna ENSPLAG00000007191
poecilia_reticulata ENSPREG00000012533
poecilia_formosa ENSPFOG00000010337
xiphophorus_couchianus ENSXCOG00000007596
xiphophorus_maculatus ENSXMAG00000025978
gambusia_affinis ENSGAFG00000005504
fundulus_heteroclitus ENSFHEG00000009917
cyprinodon_variegatus ENSCVAG00000004084
kryptolebias_marmoratus ENSKMAG00000018257
oryzias_latipes_asm223469v1 ENSORLG00015020879
oryzias_latipes_asm223471v1 ENSORLG00020002367
oryzias_latipes_asm223467v1 ENSORLG00000023719
oryzias_melastigma ENSOMEG00000018816
amphilophus_citrinellus ENSACIG00000015761
amphiprion_percula ENSAPEG00000006228
amphiprion_ocellaris ENSAOCG00000000635
acanthochromis_polyacanthus ENSAPOG00000003664
stegastes_partitus ENSSPAG00000022827
seriola_dumerili ENSSDUG00000011116
seriola_lalandi_dorsalis ENSSLDG00000025486
scophthalmus_maximus ENSSMAG00000008937
periophthalmus_magnuspinnatus ENSPMGG00000010455
monopterus_albus ENSMALG00000021541
anabas_testudineus ENSATEG00000002580
mola_mola ENSMMOG00000015213
tetraodon_nigroviridis ENSTNIG00000010939
cynoglossus_semilaevis ENSCSEG00000019462
mastacembelus_armatus ENSMAMG00000015083
gadus_morhua ENSGMOG00000007254
lepisosteus_oculatus ENSLOCG00000016514
eptatretus_burgeri ENSEBUG00000012283
