astyanax_mexicanus ENSAMXG00000000509
ictalurus_punctatus ENSIPUG00000011257
danio_rerio ENSDARG00000056339
esox_lucius ENSELUG00000003021
scleropages_formosus ENSSFOG00015021341
paramormyrops_kingsleyae ENSPKIG00000009950
lepisosteus_oculatus ENSLOCG00000011643
apteryx_rowi ENSARWG00000016959
apteryx_rowi ENSARWG00000016958
apteryx_owenii ENSAOWG00000005370
apteryx_haastii ENSAHAG00000008304
dromaius_novaehollandiae ENSDNVG00000011561
nothoprocta_perdicaria ENSNPEG00000002579
calidris_pygmaea ENSCPGG00000002076
calidris_pugnax ENSCPUG00000010864
melopsittacus_undulatus ENSMUNG00000014502
anser_brachyrhynchus ENSABRG00000010444
anser_brachyrhynchus ENSABRG00000010455
anas_platyrhynchos_platyrhynchos ENSAPLG00000014105
meleagris_gallopavo ENSMGAG00000010548
coturnix_japonica ENSCJPG00005012504
gallus_gallus ENSGALG00000010980
numida_meleagris ENSNMEG00000007483
crocodylus_porosus ENSCPRG00005015984
gopherus_agassizii ENSGAGG00000005814
chelonoidis_abingdonii ENSCABG00000000534
chrysemys_picta_bellii ENSCPBG00000022469
pelodiscus_sinensis ENSPSIG00000015607
pogona_vitticeps ENSPVIG00000016293
anolis_carolinensis ENSACAG00000013399
notechis_scutatus ENSNSUG00000015179
notechis_scutatus ENSNSUG00000015180
salvator_merianae ENSSMRG00000003403
sphenodon_punctatus ENSSPUG00000006098
sphenodon_punctatus ENSSPUG00000003059
ornithorhynchus_anatinus ENSOANG00000014200
ornithorhynchus_anatinus ENSOANG00000031367
phascolarctos_cinereus ENSPCIG00000007874
notamacropus_eugenii ENSMEUG00000008208
sarcophilus_harrisii ENSSHAG00000000643
monodelphis_domestica ENSMODG00000000777
loxodonta_africana ENSLAFG00000009258
procavia_capensis ENSPCAG00000011110
echinops_telfairi ENSETEG00000000255
dasypus_novemcinctus ENSDNOG00000035629
choloepus_hoffmanni ENSCHOG00000001647
pteropus_vampyrus ENSPVAG00000014951
myotis_lucifugus ENSMLUG00000010598
ailuropoda_melanoleuca ENSAMEG00000009006
ursus_maritimus ENSUMAG00000001224
neovison_vison ENSNVIG00000012817
mustela_putorius_furo ENSMPUG00000013470
canis_lupus_dingo ENSCAFG00020002807
canis_lupus_familiaris ENSCAFG00000002795
vulpes_vulpes ENSVVUG00000000857
panthera_pardus ENSPPRG00000012594
panthera_tigris_altaica ENSPTIG00000016641
felis_catus ENSFCAG00000028451
bos_mutus ENSBMUG00000011973
bos_taurus ENSBTAG00000010609
bison_bison_bison ENSBBBG00000005696
ovis_aries ENSOARG00000011063
capra_hircus ENSCHIG00000018707
tursiops_truncatus ENSTTRG00000000112
sus_scrofa ENSSSCG00000016719
vicugna_pacos ENSVPAG00000005178
equus_caballus ENSECAG00000021842
equus_asinus_asinus ENSEASG00005022020
erinaceus_europaeus ENSEEUG00000000216
sorex_araneus ENSSARG00000002814
theropithecus_gelada ENSTGEG00000022086
papio_anubis ENSPANG00000024764
mandrillus_leucophaeus ENSMLEG00000038978
cercocebus_atys ENSCATG00000021541
macaca_fascicularis ENSMFAG00000002623
macaca_mulatta ENSMMUG00000023196
macaca_nemestrina ENSMNEG00000030763
chlorocebus_sabaeus ENSCSAG00000014075
colobus_angolensis_palliatus ENSCANG00000042463
colobus_angolensis_palliatus ENSCANG00000031972
rhinopithecus_roxellana ENSRROG00000032379
