xenopus_tropicalis ENSXETG00000010002
crocodylus_porosus ENSCPRG00005004516
taeniopygia_guttata ENSTGUG00000017003
taeniopygia_guttata ENSTGUG00000006930
lonchura_striata_domestica ENSLSDG00000005898
ficedula_albicollis ENSFALG00000007052
parus_major ENSPMJG00000015494
cyanistes_caeruleus ENSCCEG00000010594
zonotrichia_albicollis ENSZALG00000013247
lepidothrix_coronata ENSLCOG00000003630
manacus_vitellinus ENSMVIG00005016317
melopsittacus_undulatus ENSMUNG00000011564
calidris_pugnax ENSCPUG00000012116
calidris_pygmaea ENSCPGG00000016011
anser_brachyrhynchus ENSABRG00000016633
anas_platyrhynchos_platyrhynchos ENSAPLG00000027132
nothoprocta_perdicaria ENSNPEG00000000814
manacus_vitellinus ENSMVIG00005016325
junco_hyemalis ENSJHYG00000017824
anas_platyrhynchos_platyrhynchos ENSAPLG00000007195
nothoprocta_perdicaria ENSNPEG00000000817
apteryx_haastii ENSAHAG00000011093
apteryx_owenii ENSAOWG00000011988
apteryx_rowi ENSARWG00000003866
dromaius_novaehollandiae ENSDNVG00000002898
gallus_gallus ENSGALG00000005156
meleagris_gallopavo ENSMGAG00000006507
coturnix_japonica ENSCJPG00005015002
numida_meleagris ENSNMEG00000009977
chelonoidis_abingdonii ENSCABG00000005700
chrysemys_picta_bellii ENSCPBG00000020656
serinus_canaria ENSSCAG00000002082
junco_hyemalis ENSJHYG00000017822
crocodylus_porosus ENSCPRG00005004521
chelonoidis_abingdonii ENSCABG00000005701
gopherus_agassizii ENSGAGG00000007640
sphenodon_punctatus ENSSPUG00000016999
anolis_carolinensis ENSACAG00000009560
pogona_vitticeps ENSPVIG00000016635
pogona_vitticeps ENSPVIG00000016638
salvator_merianae ENSSMRG00000001899
notechis_scutatus ENSNSUG00000020235
crocodylus_porosus ENSCPRG00005004520
latimeria_chalumnae ENSLACG00000000665
