tupaia_belangeri ENSTBEG00000002532
tursiops_truncatus ENSTTRG00000006201
ornithorhynchus_anatinus ENSOANG00000021268
ornithorhynchus_anatinus ENSOANG00000022056
ornithorhynchus_anatinus ENSOANG00000007956
ornithorhynchus_anatinus ENSOANG00000021266
ornithorhynchus_anatinus ENSOANG00000021265
ornithorhynchus_anatinus ENSOANG00000021267
ornithorhynchus_anatinus ENSOANG00000007957
ornithorhynchus_anatinus ENSOANG00000021264
ornithorhynchus_anatinus ENSOANG00000007955
ornithorhynchus_anatinus ENSOANG00000007958
ornithorhynchus_anatinus ENSOANG00000007959
ornithorhynchus_anatinus ENSOANG00000007960
echinops_telfairi ENSETEG00000015975
vicugna_pacos ENSVPAG00000003019
pteropus_vampyrus ENSPVAG00000007372
echinops_telfairi ENSETEG00000010903
notamacropus_eugenii ENSMEUG00000006450
notamacropus_eugenii ENSMEUG00000012864
bos_taurus ENSBTAG00000053728
bison_bison_bison ENSBBBG00000013414
bos_mutus ENSBMUG00000009783
bos_taurus ENSBTAG00000052704
capra_hircus ENSCHIG00000012191
capra_hircus ENSCHIG00000010932
ovis_aries ENSOARG00000015509
bos_mutus ENSBMUG00000009751
bos_taurus ENSBTAG00000048922
bison_bison_bison ENSBBBG00000002747
capra_hircus ENSCHIG00000004080
bos_taurus ENSBTAG00000053049
bos_mutus ENSBMUG00000009831
bison_bison_bison ENSBBBG00000013384
capra_hircus ENSCHIG00000008909
tursiops_truncatus ENSTTRG00000004616
vicugna_pacos ENSVPAG00000009192
vicugna_pacos ENSVPAG00000004151
ursus_maritimus ENSUMAG00000014169
ursus_americanus ENSUAMG00000007879
ailuropoda_melanoleuca ENSAMEG00000004362
neovison_vison ENSNVIG00000012172
mustela_putorius_furo ENSMPUG00000018372
canis_lupus_familiaris ENSCAFG00000025527
canis_lupus_dingo ENSCAFG00020010276
vulpes_vulpes ENSVVUG00000027905
myotis_lucifugus ENSMLUG00000003972
myotis_lucifugus ENSMLUG00000029838
myotis_lucifugus ENSMLUG00000000513
pteropus_vampyrus ENSPVAG00000003316
equus_asinus_asinus ENSEASG00005003222
equus_caballus ENSECAG00000036928
equus_caballus ENSECAG00000028951
equus_caballus ENSECAG00000036542
equus_caballus ENSECAG00000032974
equus_asinus_asinus ENSEASG00005003235
equus_caballus ENSECAG00000036175
equus_caballus ENSECAG00000037052
equus_asinus_asinus ENSEASG00005003233
equus_caballus ENSECAG00000029697
equus_asinus_asinus ENSEASG00005003202
equus_caballus ENSECAG00000032803
equus_caballus ENSECAG00000038418
equus_asinus_asinus ENSEASG00005003206
equus_caballus ENSECAG00000034529
oryctolagus_cuniculus ENSOCUG00000025143
oryctolagus_cuniculus ENSOCUG00000015640
oryctolagus_cuniculus ENSOCUG00000021753
oryctolagus_cuniculus ENSOCUG00000023620
oryctolagus_cuniculus ENSOCUG00000026078
ochotona_princeps ENSOPRG00000005615
ochotona_princeps ENSOPRG00000009619
ochotona_princeps ENSOPRG00000009608
ochotona_princeps ENSOPRG00000005620
ochotona_princeps ENSOPRG00000005609
rhinopithecus_bieti ENSRBIG00000014401
rhinopithecus_roxellana ENSRROG00000016839
piliocolobus_tephrosceles ENSPTEG00000000978
macaca_mulatta ENSMMUG00000043860
macaca_nemestrina ENSMNEG00000004565
macaca_fascicularis ENSMFAG00000017501
