procavia_capensis ENSPCAG00000001713
parus_major ENSPMJG00000002154
labrus_bergylta ENSLBEG00000004182
labrus_bergylta ENSLBEG00000018337
gasterosteus_aculeatus ENSGACG00000012117
tetraodon_nigroviridis ENSTNIG00000007325
takifugu_rubripes ENSTRUG00000013293
mola_mola ENSMMOG00000011609
xiphophorus_maculatus ENSXMAG00000005630
xiphophorus_couchianus ENSXCOG00000009834
gambusia_affinis ENSGAFG00000008997
poecilia_latipinna ENSPLAG00000021242
poecilia_mexicana ENSPMEG00000024130
poecilia_formosa ENSPFOG00000007618
poecilia_reticulata ENSPREG00000021824
fundulus_heteroclitus ENSFHEG00000020144
cyprinodon_variegatus ENSCVAG00000001165
kryptolebias_marmoratus ENSKMAG00000020802
oryzias_latipes_asm223467v1 ENSORLG00000014161
oryzias_latipes_asm223471v1 ENSORLG00020019241
oryzias_latipes_asm223469v1 ENSORLG00015014864
oryzias_melastigma ENSOMEG00000023668
maylandia_zebra ENSMZEG00005010397
pundamilia_nyererei ENSPNYG00000015904
astatotilapia_calliptera ENSACLG00000021315
haplochromis_burtoni ENSHBUG00000014254
oreochromis_niloticus ENSONIG00000020290
neolamprologus_brichardi ENSNBRG00000023408
amphilophus_citrinellus ENSACIG00000010624
amphiprion_ocellaris ENSAOCG00000020325
amphiprion_percula ENSAPEG00000023253
acanthochromis_polyacanthus ENSAPOG00000012779
stegastes_partitus ENSSPAG00000021410
seriola_dumerili ENSSDUG00000013022
seriola_lalandi_dorsalis ENSSLDG00000012368
scophthalmus_maximus ENSSMAG00000014604
mastacembelus_armatus ENSMAMG00000023339
monopterus_albus ENSMALG00000007786
anabas_testudineus ENSATEG00000009642
cynoglossus_semilaevis ENSCSEG00000009093
hippocampus_comes ENSHCOG00000009945
periophthalmus_magnuspinnatus ENSPMGG00000021328
gadus_morhua ENSGMOG00000002734
esox_lucius ENSELUG00000004423
pygocentrus_nattereri ENSPNAG00000006461
astyanax_mexicanus ENSAMXG00000006383
ictalurus_punctatus ENSIPUG00000015280
danio_rerio ENSDARG00000025718
