pan_troglodytes ENSPTRG00000042069
pan_paniscus ENSPPAG00000037032
homo_sapiens ENSG00000268655
gorilla_gorilla ENSGGOG00000026499
nomascus_leucogenys ENSNLEG00000036168
macaca_fascicularis ENSMFAG00000036186
macaca_nemestrina ENSMNEG00000036413
mandrillus_leucophaeus ENSMLEG00000038886
cercocebus_atys ENSCATG00000037831
papio_anubis ENSPANG00000030162
chlorocebus_sabaeus ENSCSAG00000002764
rhinopithecus_roxellana ENSRROG00000008845
rhinopithecus_bieti ENSRBIG00000042137
colobus_angolensis_palliatus ENSCANG00000033585
cebus_capucinus_imitator ENSCCAG00000010524
saimiri_boliviensis_boliviensis ENSSBOG00000035862
callithrix_jacchus ENSCJAG00000042180
carlito_syrichta ENSTSYG00000037526
prolemur_simus ENSPSMG00000001119
propithecus_coquereli ENSPCOG00000017302
microcebus_murinus ENSMICG00000045057
oryctolagus_cuniculus ENSOCUG00000029626
vulpes_vulpes ENSVVUG00000022990
neovison_vison ENSNVIG00000012795
panthera_pardus ENSPPRG00000004937
panthera_tigris_altaica ENSPTIG00000016824
felis_catus ENSFCAG00000046093
bos_mutus ENSBMUG00000015588
bos_taurus ENSBTAG00000052788
ovis_aries ENSOARG00000012589
urocitellus_parryii ENSUPAG00010013168
dasypus_novemcinctus ENSDNOG00000032739
latimeria_chalumnae ENSLACG00000017932
ciona_intestinalis ENSCING00000008802
