monopterus_albus ENSMALG00000019973
periophthalmus_magnuspinnatus ENSPMGG00000001250
tetraodon_nigroviridis ENSTNIG00000000571
tetraodon_nigroviridis ENSTNIG00000000772
mola_mola ENSMMOG00000016292
seriola_dumerili ENSSDUG00000017467
seriola_lalandi_dorsalis ENSSLDG00000011407
mastacembelus_armatus ENSMAMG00000010585
anabas_testudineus ENSATEG00000008161
scophthalmus_maximus ENSSMAG00000005626
amphiprion_ocellaris ENSAOCG00000010758
amphiprion_percula ENSAPEG00000022953
acanthochromis_polyacanthus ENSAPOG00000006068
stegastes_partitus ENSSPAG00000017852
labrus_bergylta ENSLBEG00000017561
maylandia_zebra ENSMZEG00005009154
astatotilapia_calliptera ENSACLG00000013259
haplochromis_burtoni ENSHBUG00000009816
pundamilia_nyererei ENSPNYG00000019456
neolamprologus_brichardi ENSNBRG00000007849
oreochromis_niloticus ENSONIG00000018568
amphilophus_citrinellus ENSACIG00000007543
xiphophorus_maculatus ENSXMAG00000004155
gambusia_affinis ENSGAFG00000001765
poecilia_mexicana ENSPMEG00000018724
poecilia_formosa ENSPFOG00000003077
poecilia_reticulata ENSPREG00000009821
poecilia_latipinna ENSPLAG00000006266
xiphophorus_couchianus ENSXCOG00000017020
fundulus_heteroclitus ENSFHEG00000020009
cyprinodon_variegatus ENSCVAG00000023400
esox_lucius ENSELUG00000018514
pygocentrus_nattereri ENSPNAG00000003873
astyanax_mexicanus ENSAMXG00000004300
ictalurus_punctatus ENSIPUG00000008562
danio_rerio ENSDARG00000040938
scleropages_formosus ENSSFOG00015007426
paramormyrops_kingsleyae ENSPKIG00000009852
lepisosteus_oculatus ENSLOCG00000013492
gopherus_agassizii ENSGAGG00000024391
chelonoidis_abingdonii ENSCABG00000017809
chrysemys_picta_bellii ENSCPBG00000014808
pelodiscus_sinensis ENSPSIG00000006779
anser_brachyrhynchus ENSABRG00000009453
anas_platyrhynchos_platyrhynchos ENSAPLG00000003015
apteryx_haastii ENSAHAG00000019463
apteryx_rowi ENSARWG00000016663
apteryx_owenii ENSAOWG00000018109
pogona_vitticeps ENSPVIG00000000093
anolis_carolinensis ENSACAG00000004762
notechis_scutatus ENSNSUG00000006353
salvator_merianae ENSSMRG00000003378
sphenodon_punctatus ENSSPUG00000002575
phascolarctos_cinereus ENSPCIG00000035482
notamacropus_eugenii ENSMEUG00000005371
sarcophilus_harrisii ENSSHAG00000010057
monodelphis_domestica ENSMODG00000004659
pan_troglodytes ENSPTRG00000014580
pan_paniscus ENSPPAG00000034342
homo_sapiens ENSG00000125046
gorilla_gorilla ENSGGOG00000025443
nomascus_leucogenys ENSNLEG00000003778
mandrillus_leucophaeus ENSMLEG00000012350
cercocebus_atys ENSCATG00000015257
theropithecus_gelada ENSTGEG00000021484
macaca_fascicularis ENSMFAG00000035455
macaca_mulatta ENSMMUG00000009699
macaca_nemestrina ENSMNEG00000032764
chlorocebus_sabaeus ENSCSAG00000010807
papio_anubis ENSPANG00000009185
rhinopithecus_bieti ENSRBIG00000038459
rhinopithecus_roxellana ENSRROG00000036883
colobus_angolensis_palliatus ENSCANG00000028329
piliocolobus_tephrosceles ENSPTEG00000033290
cebus_capucinus_imitator ENSCCAG00000031640
saimiri_boliviensis_boliviensis ENSSBOG00000025696
aotus_nancymaae ENSANAG00000038074
carlito_syrichta ENSTSYG00000009960
propithecus_coquereli ENSPCOG00000027173
prolemur_simus ENSPSMG00000000378
otolemur_garnettii ENSOGAG00000009967
chinchilla_lanigera ENSCLAG00000001410
octodon_degus ENSODEG00000005982
cavia_porcellus ENSCPOG00000002444
cavia_aperea ENSCAPG00000016836
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015566
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008957
urocitellus_parryii ENSUPAG00010022850
marmota_marmota_marmota ENSMMMG00000008390
spermophilus_dauricus ENSSDAG00000001526
ictidomys_tridecemlineatus ENSSTOG00000013310
castor_canadensis ENSCCNG00000020291
dipodomys_ordii ENSDORG00000009888
mus_spicilegus ENSMSIG00000027771
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034387
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029737
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028709
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022460
rattus_norvegicus ENSRNOG00000005734
meriones_unguiculatus ENSMUGG00000001627
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012512
cricetulus_griseus_crigri_1.0 ENSCGRG00000017287
cricetulus_griseus_crigri-picr ENSCGRG00015019394
mesocricetus_auratus ENSMAUG00000020801
peromyscus_maniculatus_bairdii ENSPEMG00000022560
microtus_ochrogaster ENSMOCG00000006487
nannospalax_galili ENSNGAG00000007680
jaculus_jaculus ENSJJAG00000023516
ovis_aries ENSOARG00000007542
capra_hircus ENSCHIG00000021708
bos_mutus ENSBMUG00000001321
bos_taurus ENSBTAG00000005433
bison_bison_bison ENSBBBG00000014589
sus_scrofa ENSSSCG00000023082
equus_caballus ENSECAG00000039589
equus_asinus_asinus ENSEASG00005013304
pteropus_vampyrus ENSPVAG00000000226
myotis_lucifugus ENSMLUG00000016480
vicugna_pacos ENSVPAG00000004005
tursiops_truncatus ENSTTRG00000006030
ursus_americanus ENSUAMG00000024183
ursus_maritimus ENSUMAG00000019301
ailuropoda_melanoleuca ENSAMEG00000012342
neovison_vison ENSNVIG00000015930
mustela_putorius_furo ENSMPUG00000017059
canis_lupus_dingo ENSCAFG00020009247
canis_lupus_familiaris ENSCAFG00000005563
vulpes_vulpes ENSVVUG00000025339
panthera_tigris_altaica ENSPTIG00000011315
panthera_pardus ENSPPRG00000002754
felis_catus ENSFCAG00000014724
procavia_capensis ENSPCAG00000000351
loxodonta_africana ENSLAFG00000010680
echinops_telfairi ENSETEG00000005244
ochotona_princeps ENSOPRG00000003461
oryctolagus_cuniculus ENSOCUG00000014613
tupaia_belangeri ENSTBEG00000012502
dasypus_novemcinctus ENSDNOG00000000625
ornithorhynchus_anatinus ENSOANG00000011551
latimeria_chalumnae ENSLACG00000018294
