pan_troglodytes ENSPTRG00000050050
gorilla_gorilla ENSGGOG00000002896
homo_sapiens ENSG00000132846
chlorocebus_sabaeus ENSCSAG00000019417
theropithecus_gelada ENSTGEG00000023157
macaca_mulatta ENSMMUG00000021357
piliocolobus_tephrosceles ENSPTEG00000034235
callithrix_jacchus ENSCJAG00000019950
otolemur_garnettii ENSOGAG00000033172
cricetulus_griseus_crigri-picr ENSCGRG00015010776
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010271
microtus_ochrogaster ENSMOCG00000011692
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019677
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041995
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018794
mus_spicilegus ENSMSIG00000011178
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015871
rattus_norvegicus ENSRNOG00000028941
meriones_unguiculatus ENSMUGG00000004540
nannospalax_galili ENSNGAG00000000806
jaculus_jaculus ENSJJAG00000018785
ictidomys_tridecemlineatus ENSSTOG00000003989
urocitellus_parryii ENSUPAG00010014432
marmota_marmota_marmota ENSMMMG00000003120
castor_canadensis ENSCCNG00000028308
capra_hircus ENSCHIG00000004171
bos_taurus ENSBTAG00000052845
sus_scrofa ENSSSCG00000014095
equus_asinus_asinus ENSEASG00005001835
equus_caballus ENSECAG00000040464
ursus_americanus ENSUAMG00000026528
neovison_vison ENSNVIG00000002773
canis_lupus_dingo ENSCAFG00020025990
felis_catus ENSFCAG00000044339
panthera_pardus ENSPPRG00000017742
dasypus_novemcinctus ENSDNOG00000041041
choloepus_hoffmanni ENSCHOG00000003372
loxodonta_africana ENSLAFG00000001192
procavia_capensis ENSPCAG00000010917
