pan_paniscus ENSPPAG00000036280
pan_troglodytes ENSPTRG00000045991
homo_sapiens ENSG00000274443
gorilla_gorilla ENSGGOG00000043670
nomascus_leucogenys ENSNLEG00000031508
piliocolobus_tephrosceles ENSPTEG00000012638
colobus_angolensis_palliatus ENSCANG00000029278
rhinopithecus_roxellana ENSRROG00000032204
rhinopithecus_bieti ENSRBIG00000029146
macaca_nemestrina ENSMNEG00000029412
macaca_mulatta ENSMMUG00000043699
macaca_fascicularis ENSMFAG00000046053
cercocebus_atys ENSCATG00000037105
mandrillus_leucophaeus ENSMLEG00000042415
papio_anubis ENSPANG00000035556
theropithecus_gelada ENSTGEG00000022862
cebus_capucinus_imitator ENSCCAG00000026027
saimiri_boliviensis_boliviensis ENSSBOG00000022456
callithrix_jacchus ENSCJAG00000038933
aotus_nancymaae ENSANAG00000033829
carlito_syrichta ENSTSYG00000026042
propithecus_coquereli ENSPCOG00000022560
microcebus_murinus ENSMICG00000044106
castor_canadensis ENSCCNG00000026345
dipodomys_ordii ENSDORG00000030113
microtus_ochrogaster ENSMOCG00000008670
peromyscus_maniculatus_bairdii ENSPEMG00000001432
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020570
cricetulus_griseus_crigri-picr ENSCGRG00015019491
cricetulus_griseus_crigri_1.0 ENSCGRG00000008620
mesocricetus_auratus ENSMAUG00000011245
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014769
mus_spicilegus ENSMSIG00000008432
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0013964
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000067795
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023855
rattus_norvegicus ENSRNOG00000047310
nannospalax_galili ENSNGAG00000001486
ictidomys_tridecemlineatus ENSSTOG00000032033
urocitellus_parryii ENSUPAG00010011139
spermophilus_dauricus ENSSDAG00000004146
marmota_marmota_marmota ENSMMMG00000005106
chinchilla_lanigera ENSCLAG00000002274
octodon_degus ENSODEG00000004421
cavia_aperea ENSCAPG00000011462
cavia_porcellus ENSCPOG00000033934
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003182
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009573
bos_mutus ENSBMUG00000010254
bos_taurus ENSBTAG00000049035
bison_bison_bison ENSBBBG00000007918
capra_hircus ENSCHIG00000022018
sus_scrofa ENSSSCG00000032228
ursus_maritimus ENSUMAG00000018887
neovison_vison ENSNVIG00000015612
canis_lupus_dingo ENSCAFG00020017799
vulpes_vulpes ENSVVUG00000019177
panthera_tigris_altaica ENSPTIG00000007939
panthera_pardus ENSPPRG00000024168
ovis_aries ENSOARG00000005546
ursus_americanus ENSUAMG00000007596
equus_caballus ENSECAG00000031944
equus_asinus_asinus ENSEASG00005020160
dasypus_novemcinctus ENSDNOG00000047316
