notechis_scutatus ENSNSUG00000000243
pogona_vitticeps ENSPVIG00000006708
salvator_merianae ENSSMRG00000014002
anolis_carolinensis ENSACAG00000016883
ornithorhynchus_anatinus ENSOANG00000011821
gopherus_agassizii ENSGAGG00000022738
chelonoidis_abingdonii ENSCABG00000008411
chrysemys_picta_bellii ENSCPBG00000024660
pelodiscus_sinensis ENSPSIG00000018225
notamacropus_eugenii ENSMEUG00000013102
phascolarctos_cinereus ENSPCIG00000003863
sarcophilus_harrisii ENSSHAG00000013864
monodelphis_domestica ENSMODG00000015516
loxodonta_africana ENSLAFG00000011960
procavia_capensis ENSPCAG00000008918
echinops_telfairi ENSETEG00000018768
choloepus_hoffmanni ENSCHOG00000004369
dasypus_novemcinctus ENSDNOG00000012449
pan_paniscus ENSPPAG00000033668
pan_troglodytes ENSPTRG00000007919
homo_sapiens ENSG00000169180
gorilla_gorilla ENSGGOG00000005609
pongo_abelii ENSPPYG00000007218
nomascus_leucogenys ENSNLEG00000011518
papio_anubis ENSPANG00000017103
mandrillus_leucophaeus ENSMLEG00000029685
theropithecus_gelada ENSTGEG00000017256
cercocebus_atys ENSCATG00000034030
macaca_mulatta ENSMMUG00000018623
macaca_nemestrina ENSMNEG00000028587
macaca_fascicularis ENSMFAG00000045067
chlorocebus_sabaeus ENSCSAG00000006395
piliocolobus_tephrosceles ENSPTEG00000020836
colobus_angolensis_palliatus ENSCANG00000041578
rhinopithecus_roxellana ENSRROG00000044864
rhinopithecus_bieti ENSRBIG00000031469
aotus_nancymaae ENSANAG00000031761
cebus_capucinus_imitator ENSCCAG00000036360
callithrix_jacchus ENSCJAG00000006014
cricetulus_griseus_crigri_1.0 ENSCGRG00000000722
mesocricetus_auratus ENSMAUG00000012539
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003865
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001081
spermophilus_dauricus ENSSDAG00000008606
tupaia_belangeri ENSTBEG00000009945
tursiops_truncatus ENSTTRG00000009558
sus_scrofa ENSSSCG00000007812
ursus_americanus ENSUAMG00000022395
ursus_americanus ENSUAMG00000022396
ursus_maritimus ENSUMAG00000007086
ailuropoda_melanoleuca ENSAMEG00000011014
mustela_putorius_furo ENSMPUG00000012920
neovison_vison ENSNVIG00000006151
canis_lupus_dingo ENSCAFG00020011808
canis_lupus_familiaris ENSCAFG00000017356
vulpes_vulpes ENSVVUG00000024150
panthera_pardus ENSPPRG00000001454
panthera_tigris_altaica ENSPTIG00000016663
felis_catus ENSFCAG00000010309
pteropus_vampyrus ENSPVAG00000012234
propithecus_coquereli ENSPCOG00000017886
prolemur_simus ENSPSMG00000000180
microcebus_murinus ENSMICG00000001923
otolemur_garnettii ENSOGAG00000012844
carlito_syrichta ENSTSYG00000012249
castor_canadensis ENSCCNG00000002195
dipodomys_ordii ENSDORG00000000919
urocitellus_parryii ENSUPAG00010011352
ictidomys_tridecemlineatus ENSSTOG00000012161
marmota_marmota_marmota ENSMMMG00000023563
cavia_aperea ENSCAPG00000015567
chinchilla_lanigera ENSCLAG00000012270
octodon_degus ENSODEG00000012917
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009679
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003673
fukomys_damarensis ENSFDAG00000012689
jaculus_jaculus ENSJJAG00000019392
oryctolagus_cuniculus ENSOCUG00000002727
ochotona_princeps ENSOPRG00000009278
erinaceus_europaeus ENSEEUG00000014587
sorex_araneus ENSSARG00000013120
capra_hircus ENSCHIG00000022341
ovis_aries ENSOARG00000000960
bos_taurus ENSBTAG00000010309
bos_mutus ENSBMUG00000001929
bison_bison_bison ENSBBBG00000019074
saimiri_boliviensis_boliviensis ENSSBOG00000027650
cavia_porcellus ENSCPOG00000012824
equus_caballus ENSECAG00000008601
equus_asinus_asinus ENSEASG00005017296
vicugna_pacos ENSVPAG00000008493
ornithorhynchus_anatinus ENSOANG00000004672
papio_anubis ENSPANG00000036146
mandrillus_leucophaeus ENSMLEG00000037515
macaca_fascicularis ENSMFAG00000034352
macaca_mulatta ENSMMUG00000040922
macaca_nemestrina ENSMNEG00000039227
ornithorhynchus_anatinus ENSOANG00000029528
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012899
ornithorhynchus_anatinus ENSOANG00000029480
cricetulus_griseus_crigri_1.0 ENSCGRG00000008729
meriones_unguiculatus ENSMUGG00000010952
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013173
cricetulus_griseus_crigri-picr ENSCGRG00015026087
peromyscus_maniculatus_bairdii ENSPEMG00000012100
microtus_ochrogaster ENSMOCG00000008015
mus_spicilegus ENSMSIG00000017169
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031553
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000000131
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030439
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013649
rattus_norvegicus ENSRNOG00000016722
nannospalax_galili ENSNGAG00000012740
pan_troglodytes ENSPTRG00000046286
pan_paniscus ENSPPAG00000029482
rhinopithecus_bieti ENSRBIG00000010722
rhinopithecus_roxellana ENSRROG00000035700
myotis_lucifugus ENSMLUG00000012970
anser_brachyrhynchus ENSABRG00000022868
anas_platyrhynchos_platyrhynchos ENSAPLG00000007480
coturnix_japonica ENSCJPG00005016909
meleagris_gallopavo ENSMGAG00000009566
gallus_gallus ENSGALG00000035360
numida_meleagris ENSNMEG00000021396
calidris_pugnax ENSCPUG00000017400
calidris_pygmaea ENSCPGG00000009139
manacus_vitellinus ENSMVIG00005008273
lepidothrix_coronata ENSLCOG00000007610
taeniopygia_guttata ENSTGUG00000003781
lonchura_striata_domestica ENSLSDG00000010983
serinus_canaria ENSSCAG00000012645
lonchura_striata_domestica ENSLSDG00000006379
junco_hyemalis ENSJHYG00000017679
zonotrichia_albicollis ENSZALG00000010738
ficedula_albicollis ENSFALG00000004441
cyanistes_caeruleus ENSCCEG00000000116
parus_major ENSPMJG00000008438
melopsittacus_undulatus ENSMUNG00000004996
apteryx_haastii ENSAHAG00000001127
apteryx_owenii ENSAOWG00000013073
apteryx_rowi ENSARWG00000004972
dromaius_novaehollandiae ENSDNVG00000006007
nothoprocta_perdicaria ENSNPEG00000010851
crocodylus_porosus ENSCPRG00005002277
sphenodon_punctatus ENSSPUG00000009217
ornithorhynchus_anatinus ENSOANG00000010929
xenopus_tropicalis ENSXETG00000010326
latimeria_chalumnae ENSLACG00000017930
paramormyrops_kingsleyae ENSPKIG00000022550
scleropages_formosus ENSSFOG00015009347
gadus_morhua ENSGMOG00000014347
gadus_morhua ENSGMOG00000014367
mastacembelus_armatus ENSMAMG00000001351
monopterus_albus ENSMALG00000020612
anabas_testudineus ENSATEG00000002273
gasterosteus_aculeatus ENSGACG00000012852
gasterosteus_aculeatus ENSGACG00000012850
mola_mola ENSMMOG00000011992
seriola_dumerili ENSSDUG00000017294
seriola_lalandi_dorsalis ENSSLDG00000006580
scophthalmus_maximus ENSSMAG00000010566
labrus_bergylta ENSLBEG00000023039
cynoglossus_semilaevis ENSCSEG00000013622
amphiprion_ocellaris ENSAOCG00000001326
amphiprion_percula ENSAPEG00000016304
acanthochromis_polyacanthus ENSAPOG00000012873
stegastes_partitus ENSSPAG00000009469
pundamilia_nyererei ENSPNYG00000008375
haplochromis_burtoni ENSHBUG00000019504
astatotilapia_calliptera ENSACLG00000007048
maylandia_zebra ENSMZEG00005010620
neolamprologus_brichardi ENSNBRG00000007275
oreochromis_niloticus ENSONIG00000019366
amphilophus_citrinellus ENSACIG00000008055
fundulus_heteroclitus ENSFHEG00000021190
cyprinodon_variegatus ENSCVAG00000017399
xiphophorus_maculatus ENSXMAG00000011630
gambusia_affinis ENSGAFG00000004044
poecilia_formosa ENSPFOG00000008763
poecilia_latipinna ENSPLAG00000014054
poecilia_mexicana ENSPMEG00000018994
poecilia_reticulata ENSPREG00000016421
kryptolebias_marmoratus ENSKMAG00000010403
oryzias_latipes_asm223467v1 ENSORLG00000011231
oryzias_latipes_asm223469v1 ENSORLG00015003636
oryzias_latipes_asm223471v1 ENSORLG00020000386
oryzias_melastigma ENSOMEG00000016505
hippocampus_comes ENSHCOG00000004987
tetraodon_nigroviridis ENSTNIG00000018949
takifugu_rubripes ENSTRUG00000004696
periophthalmus_magnuspinnatus ENSPMGG00000014436
esox_lucius ENSELUG00000009159
pygocentrus_nattereri ENSPNAG00000008284
astyanax_mexicanus ENSAMXG00000032539
ictalurus_punctatus ENSIPUG00000006516
danio_rerio ENSDARG00000041217
lepisosteus_oculatus ENSLOCG00000003304
petromyzon_marinus ENSPMAG00000003127
eptatretus_burgeri ENSEBUG00000015560
ciona_intestinalis ENSCING00000006884
ciona_savignyi ENSCSAVG00000000850
drosophila_melanogaster FBgn0266572
