bos_taurus ENSBTAG00000000728
ovis_aries ENSOARG00000001732
tursiops_truncatus ENSTTRG00000009008
sus_scrofa ENSSSCG00000033390
vicugna_pacos ENSVPAG00000011430
erinaceus_europaeus ENSEEUG00000009841
ursus_maritimus ENSUMAG00000001052
ursus_americanus ENSUAMG00000001034
ailuropoda_melanoleuca ENSAMEG00000010633
neovison_vison ENSNVIG00000023368
mustela_putorius_furo ENSMPUG00000015106
canis_lupus_familiaris ENSCAFG00000032690
canis_lupus_dingo ENSCAFG00020025731
vulpes_vulpes ENSVVUG00000016163
panthera_tigris_altaica ENSPTIG00000014667
panthera_pardus ENSPPRG00000005114
felis_catus ENSFCAG00000046633
equus_asinus_asinus ENSEASG00005001155
equus_caballus ENSECAG00000022999
pteropus_vampyrus ENSPVAG00000016537
pan_paniscus ENSPPAG00000033411
pan_troglodytes ENSPTRG00000007699
homo_sapiens ENSG00000167981
gorilla_gorilla ENSGGOG00000043594
nomascus_leucogenys ENSNLEG00000009655
mandrillus_leucophaeus ENSMLEG00000037038
cercocebus_atys ENSCATG00000045032
papio_anubis ENSPANG00000022242
theropithecus_gelada ENSTGEG00000025320
macaca_fascicularis ENSMFAG00000003310
macaca_mulatta ENSMMUG00000041487
macaca_nemestrina ENSMNEG00000031965
chlorocebus_sabaeus ENSCSAG00000010027
rhinopithecus_roxellana ENSRROG00000043670
rhinopithecus_bieti ENSRBIG00000006558
piliocolobus_tephrosceles ENSPTEG00000011520
colobus_angolensis_palliatus ENSCANG00000024252
cebus_capucinus_imitator ENSCCAG00000026781
saimiri_boliviensis_boliviensis ENSSBOG00000028085
callithrix_jacchus ENSCJAG00000019643
aotus_nancymaae ENSANAG00000027819
carlito_syrichta ENSTSYG00000008790
propithecus_coquereli ENSPCOG00000015356
prolemur_simus ENSPSMG00000017401
otolemur_garnettii ENSOGAG00000015901
chinchilla_lanigera ENSCLAG00000011542
octodon_degus ENSODEG00000013400
cavia_porcellus ENSCPOG00000026771
cavia_aperea ENSCAPG00000015709
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015048
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002875
fukomys_damarensis ENSFDAG00000018178
spermophilus_dauricus ENSSDAG00000008082
urocitellus_parryii ENSUPAG00010018917
ictidomys_tridecemlineatus ENSSTOG00000034721
marmota_marmota_marmota ENSMMMG00000007461
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021283
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039789
mus_spicilegus ENSMSIG00000026287
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020389
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016097
rattus_norvegicus ENSRNOG00000007576
meriones_unguiculatus ENSMUGG00000017243
cricetulus_griseus_crigri-picr ENSCGRG00015014057
cricetulus_griseus_crigri_1.0 ENSCGRG00000008150
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024762
mesocricetus_auratus ENSMAUG00000021414
peromyscus_maniculatus_bairdii ENSPEMG00000027511
microtus_ochrogaster ENSMOCG00000005901
nannospalax_galili ENSNGAG00000014717
jaculus_jaculus ENSJJAG00000023435
castor_canadensis ENSCCNG00000021113
dipodomys_ordii ENSDORG00000009751
ochotona_princeps ENSOPRG00000005864
oryctolagus_cuniculus ENSOCUG00000026633
tupaia_belangeri ENSTBEG00000003059
loxodonta_africana ENSLAFG00000016897
procavia_capensis ENSPCAG00000004403
echinops_telfairi ENSETEG00000015085
echinops_telfairi ENSETEG00000019426
dasypus_novemcinctus ENSDNOG00000001100
choloepus_hoffmanni ENSCHOG00000001046
