astyanax_mexicanus ENSAMXG00000007876
danio_rerio ENSDARG00000037172
monopterus_albus ENSMALG00000016137
scophthalmus_maximus ENSSMAG00000009696
kryptolebias_marmoratus ENSKMAG00000012531
poecilia_reticulata ENSPREG00000017622
haplochromis_burtoni ENSHBUG00000001836
neolamprologus_brichardi ENSNBRG00000014181
sarcophilus_harrisii ENSSHAG00000003893
vulpes_vulpes ENSVVUG00000025428
ornithorhynchus_anatinus ENSOANG00000010681
gopherus_agassizii ENSGAGG00000016885
chelonoidis_abingdonii ENSCABG00000010683
anas_platyrhynchos_platyrhynchos ENSAPLG00000026990
anser_brachyrhynchus ENSABRG00000015028
crocodylus_porosus ENSCPRG00005018819
