seriola_lalandi_dorsalis ENSSLDG00000014826
seriola_dumerili ENSSDUG00000017649
scophthalmus_maximus ENSSMAG00000001322
monopterus_albus ENSMALG00000015868
mastacembelus_armatus ENSMAMG00000011119
anabas_testudineus ENSATEG00000013814
labrus_bergylta ENSLBEG00000023489
mola_mola ENSMMOG00000011686
gasterosteus_aculeatus ENSGACG00000015065
xiphophorus_maculatus ENSXMAG00000015049
xiphophorus_couchianus ENSXCOG00000001705
gambusia_affinis ENSGAFG00000009192
poecilia_formosa ENSPFOG00000005946
poecilia_latipinna ENSPLAG00000002117
poecilia_mexicana ENSPMEG00000004141
poecilia_reticulata ENSPREG00000016346
fundulus_heteroclitus ENSFHEG00000020186
cyprinodon_variegatus ENSCVAG00000020494
kryptolebias_marmoratus ENSKMAG00000004868
oryzias_latipes_asm223467v1 ENSORLG00000015786
oryzias_latipes_asm223471v1 ENSORLG00020015664
oryzias_latipes_asm223469v1 ENSORLG00015015710
oryzias_melastigma ENSOMEG00000022677
maylandia_zebra ENSMZEG00005019616
astatotilapia_calliptera ENSACLG00000000693
haplochromis_burtoni ENSHBUG00000023192
pundamilia_nyererei ENSPNYG00000008945
neolamprologus_brichardi ENSNBRG00000017642
oreochromis_niloticus ENSONIG00000010071
amphilophus_citrinellus ENSACIG00000005050
amphiprion_percula ENSAPEG00000009863
amphiprion_ocellaris ENSAOCG00000021763
acanthochromis_polyacanthus ENSAPOG00000024047
stegastes_partitus ENSSPAG00000015439
cynoglossus_semilaevis ENSCSEG00000015622
periophthalmus_magnuspinnatus ENSPMGG00000014759
gadus_morhua ENSGMOG00000011973
esox_lucius ENSELUG00000011076
pygocentrus_nattereri ENSPNAG00000021460
astyanax_mexicanus ENSAMXG00000041346
ictalurus_punctatus ENSIPUG00000009493
danio_rerio ENSDARG00000068021
scleropages_formosus ENSSFOG00015004727
lepisosteus_oculatus ENSLOCG00000005939
paramormyrops_kingsleyae ENSPKIG00000014637
parus_major ENSPMJG00000001503
lepidothrix_coronata ENSLCOG00000015671
lonchura_striata_domestica ENSLSDG00000000305
junco_hyemalis ENSJHYG00000011060
ficedula_albicollis ENSFALG00000008024
calidris_pugnax ENSCPUG00000013110
calidris_pygmaea ENSCPGG00000015065
gallus_gallus ENSGALG00000026332
coturnix_japonica ENSCJPG00005013748
numida_meleagris ENSNMEG00000019451
apteryx_rowi ENSARWG00000004592
apteryx_haastii ENSAHAG00000000987
apteryx_owenii ENSAOWG00000017626
dromaius_novaehollandiae ENSDNVG00000001893
nothoprocta_perdicaria ENSNPEG00000003146
crocodylus_porosus ENSCPRG00005011532
pogona_vitticeps ENSPVIG00000003369
notechis_scutatus ENSNSUG00000005009
salvator_merianae ENSSMRG00000023559
sphenodon_punctatus ENSSPUG00000013790
chelonoidis_abingdonii ENSCABG00000012874
gopherus_agassizii ENSGAGG00000016505
chrysemys_picta_bellii ENSCPBG00000015575
pelodiscus_sinensis ENSPSIG00000015771
microcebus_murinus ENSMICG00000049030
otolemur_garnettii ENSOGAG00000026060
homo_sapiens ENSG00000284753
pongo_abelii ENSPPYG00000014351
chlorocebus_sabaeus ENSCSAG00000013680
theropithecus_gelada ENSTGEG00000023529
piliocolobus_tephrosceles ENSPTEG00000026780
colobus_angolensis_palliatus ENSCANG00000030100
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000115219
mus_spicilegus ENSMSIG00000012938
rattus_norvegicus ENSRNOG00000029529
meriones_unguiculatus ENSMUGG00000003703
cricetulus_griseus_crigri-picr ENSCGRG00015002074
peromyscus_maniculatus_bairdii ENSPEMG00000031228
castor_canadensis ENSCCNG00000014498
spermophilus_dauricus ENSSDAG00000017762
marmota_marmota_marmota ENSMMMG00000006671
urocitellus_parryii ENSUPAG00010003328
equus_caballus ENSECAG00000038772
equus_asinus_asinus ENSEASG00005014150
bos_mutus ENSBMUG00000019885
bos_taurus ENSBTAG00000051586
bison_bison_bison ENSBBBG00000015133
ursus_maritimus ENSUMAG00000005509
ursus_americanus ENSUAMG00000001522
neovison_vison ENSNVIG00000015318
vulpes_vulpes ENSVVUG00000007363
canis_lupus_dingo ENSCAFG00020002462
panthera_pardus ENSPPRG00000022119
panthera_tigris_altaica ENSPTIG00000008844
felis_catus ENSFCAG00000037700
phascolarctos_cinereus ENSPCIG00000025640
xenopus_tropicalis ENSXETG00000017282
piliocolobus_tephrosceles ENSPTEG00000017693
ciona_savignyi ENSCSAVG00000007796
ciona_intestinalis ENSCING00000001749
caenorhabditis_elegans_strain_n2 WBGene00044236
