taeniopygia_guttata ENSTGUG00000010356
lonchura_striata_domestica ENSLSDG00000004013
cyanistes_caeruleus ENSCCEG00000015591
parus_major ENSPMJG00000014688
ficedula_albicollis ENSFALG00000006157
junco_hyemalis ENSJHYG00000003974
lepidothrix_coronata ENSLCOG00000005699
manacus_vitellinus ENSMVIG00005005534
calidris_pygmaea ENSCPGG00000002130
calidris_pugnax ENSCPUG00000008932
melopsittacus_undulatus ENSMUNG00000007828
anas_platyrhynchos_platyrhynchos ENSAPLG00000005868
anser_brachyrhynchus ENSABRG00000016989
gallus_gallus ENSGALG00000014976
meleagris_gallopavo ENSMGAG00000010008
coturnix_japonica ENSCJPG00005009273
numida_meleagris ENSNMEG00000011687
apteryx_owenii ENSAOWG00000003669
apteryx_haastii ENSAHAG00000011230
apteryx_rowi ENSARWG00000013523
dromaius_novaehollandiae ENSDNVG00000005165
nothoprocta_perdicaria ENSNPEG00000013616
crocodylus_porosus ENSCPRG00005014212
gopherus_agassizii ENSGAGG00000007049
chelonoidis_abingdonii ENSCABG00000004627
chrysemys_picta_bellii ENSCPBG00000027614
pelodiscus_sinensis ENSPSIG00000008999
pogona_vitticeps ENSPVIG00000018058
anolis_carolinensis ENSACAG00000007786
notechis_scutatus ENSNSUG00000019720
salvator_merianae ENSSMRG00000012313
sphenodon_punctatus ENSSPUG00000015142
neovison_vison ENSNVIG00000017861
mustela_putorius_furo ENSMPUG00000005621
ailuropoda_melanoleuca ENSAMEG00000013675
canis_lupus_familiaris ENSCAFG00000018235
canis_lupus_familiaris ENSCAFG00000023151
canis_lupus_dingo ENSCAFG00020015622
vulpes_vulpes ENSVVUG00000003948
panthera_pardus ENSPPRG00000010116
felis_catus ENSFCAG00000027069
bos_taurus ENSBTAG00000005734
bos_mutus ENSBMUG00000021880
capra_hircus ENSCHIG00000018847
ovis_aries ENSOARG00000008269
tursiops_truncatus ENSTTRG00000013349
sus_scrofa ENSSSCG00000003702
pteropus_vampyrus ENSPVAG00000004151
myotis_lucifugus ENSMLUG00000013566
bison_bison_bison ENSBBBG00000020946
equus_asinus_asinus ENSEASG00005002396
equus_caballus ENSECAG00000023279
