bos_taurus ENSBTAG00000010005
bos_mutus ENSBMUG00000022352
bison_bison_bison ENSBBBG00000005329
ovis_aries ENSOARG00000018546
capra_hircus ENSCHIG00000012816
vicugna_pacos ENSVPAG00000007018
ursus_americanus ENSUAMG00000020115
ursus_maritimus ENSUMAG00000017918
ailuropoda_melanoleuca ENSAMEG00000020180
canis_lupus_dingo ENSCAFG00020025804
canis_lupus_familiaris ENSCAFG00000032486
vulpes_vulpes ENSVVUG00000030413
mustela_putorius_furo ENSMPUG00000018941
equus_caballus ENSECAG00000032082
cricetulus_griseus_crigri_1.0 ENSCGRG00000011192
cricetulus_griseus_crigri-picr ENSCGRG00015023390
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003045
peromyscus_maniculatus_bairdii ENSPEMG00000025807
mus_spicilegus ENSMSIG00000024221
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024787
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056995
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023861
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025308
rattus_norvegicus ENSRNOG00000021473
jaculus_jaculus ENSJJAG00000022926
castor_canadensis ENSCCNG00000000940
ictidomys_tridecemlineatus ENSSTOG00000021386
ictidomys_tridecemlineatus ENSSTOG00000032870
spermophilus_dauricus ENSSDAG00000000836
urocitellus_parryii ENSUPAG00010003625
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020455
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021089
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000237
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020264
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019632
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020105
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008890
fukomys_damarensis ENSFDAG00000020540
fukomys_damarensis ENSFDAG00000004697
oryctolagus_cuniculus ENSOCUG00000010119
ochotona_princeps ENSOPRG00000009787
tupaia_belangeri ENSTBEG00000009962
tupaia_belangeri ENSTBEG00000009013
loxodonta_africana ENSLAFG00000025544
loxodonta_africana ENSLAFG00000030065
echinops_telfairi ENSETEG00000000557
dasypus_novemcinctus ENSDNOG00000049531
dasypus_novemcinctus ENSDNOG00000048086
dasypus_novemcinctus ENSDNOG00000023677
